step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_red6,health_red6,action_red6,pos_red7,health_red7,action_red7,pos_red8,health_red8,action_red8,pos_red9,health_red9,action_red9,pos_red10,health_red10,action_red10,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3,pos_blue4,health_blue4,action_blue4,pos_blue5,health_blue5,action_blue5
186,[192.81653    42.971348    0.7183951],20.0000,0.0000,[194.7936      65.28832      0.21035676],20.0000,6.0000,[192.9807      23.43824      0.28646016],20.0000,6.0000,[1.8663733e+02 9.8840965e+01 1.7639476e-01],20.0000,6.0000,[177.2622    -24.155651    4.4166727],20.0000,6.0000,[216.09528     28.684322     0.76277745],20.0000,0.0000,[202.6788     89.69745     0.6377277],20.0000,6.0000,[212.79735    -7.2572966   5.373195 ],20.0000,0.0000,[1.98677689e+02 1.17630379e+02 1.10911615e-01],20.0000,6.0000,[203.78983  -31.787413   4.855069],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[220.66492     97.574455     0.50928926],20.0000,4.0000,[212.74072   78.75898    6.199352],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 192.86037  -112.48377     5.000538],20.0000,4.0000
187,[193.62529     43.70469      0.38500577],20.0000,6.0000,[195.84207     65.605286     0.29212445],20.0000,6.0000,[194.02025     23.772213     0.37171423],20.0000,0.0000,[187.70883  99.04998   0.39823],20.0000,0.0000,[177.0163    -25.221817    4.5135183],20.0000,6.0000,[216.91199     29.409626     0.46836036],20.0000,6.0000,[203.52235    90.39248     0.8697994],20.0000,0.0000,[213.48843   -8.102643   5.112363],20.0000,6.0000,[199.76169    117.75878      0.32961217],20.0000,0.0000,[203.9855    -32.86206     5.0871553],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[221.1702      97.85667      0.50929093],20.0000,4.0000,[213.32222    78.76757     6.2089405],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 193.03532   -113.03555      5.0014286],20.0000,4.0000
188,[194.60378     44.196465     0.46622452],20.0000,6.0000,[196.87119     65.9735       0.52422774],20.0000,0.0000,[1.9503014e+02 2.4186928e+01 3.8270425e-02],20.0000,6.0000,[1.8872244e+02 9.9455528e+01 1.0728817e-01],20.0000,6.0000,[176.8407    -26.29993     4.7456055],20.0000,0.0000,[217.87555    29.923012    0.5526772],20.0000,6.0000,[204.21721     91.23439      0.58884007],20.0000,6.0000,[213.98395    -9.078251    5.2124662],20.0000,0.0000,[2.00803528e+02 1.18085655e+02 3.68488766e-02],20.0000,6.0000,[204.38411  -33.878227   4.802712],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[221.67548    98.13888     0.5092926],20.0000,4.0000,[213.90309    78.77457     6.2201443],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 193.21019  -113.58735     5.002243],20.0000,4.0000
189,[195.55444     44.735603     0.69711655],20.0000,0.0000,[197.81012     66.530304     0.24329038],20.0000,6.0000,[1.9611752e+02 2.4316734e+01 1.1945490e-01],20.0000,6.0000,[189.80336     99.61286      0.19584404],20.0000,6.0000,[176.87593  -27.390915   4.461162],20.0000,6.0000,[218.80525    30.494984    0.7690207],20.0000,0.0000,[205.0873      91.89697      0.68220305],20.0000,0.0000,[214.55894   -10.0079365   4.895472 ],20.0000,6.0000,[2.01893112e+02 1.18159126e+02 1.23731546e-01],20.0000,6.0000,[204.53845   -34.96027     4.8945312],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[222.18076     98.42109      0.50929415],20.0000,4.0000,[214.48344   78.78165    6.230356],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 193.38498   -114.13916      5.0029902],20.0000,4.0000
190,[196.38448     45.444584     0.41533062],20.0000,6.0000,[198.85321     66.85903      0.33666152],20.0000,6.0000,[197.19485     24.500559     0.35026848],20.0000,0.0000,[190.8714      99.83859      0.41632375],20.0000,0.0000,[176.65892  -28.462149   4.552982],20.0000,6.0000,[219.61458     31.228312     0.47510627],20.0000,6.0000,[205.90097    92.626526    0.3601889],20.0000,6.0000,[214.87427   -11.059661    4.9874277],20.0000,6.0000,[202.97542  118.301186   0.342366],20.0000,0.0000,[204.77939   -36.025806    4.5688944],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[222.68604    98.7033      0.5092957],20.0000,4.0000,[215.0634    78.78929    6.238898],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 193.55966  -114.69099     5.003677],20.0000,4.0000
191,[197.35631     45.946033     0.50838816],20.0000,6.0000,[199.87178    67.25305     0.5652099],20.0000,0.0000,[1.9821649e+02 2.4885075e+01 6.8427101e-02],20.0000,6.0000,[1.9187894e+02 1.0025918e+02 1.2456654e-01],20.0000,6.0000,[176.51144  -29.544006   4.777897],20.0000,6.0000,[220.57309    31.751244    0.5603427],20.0000,6.0000,[206.88191     93.11899      0.44961616],20.0000,0.0000,[215.24203   -12.090059    5.2348957],20.0000,0.0000,[2.0401306e+02 1.1864113e+02 4.9567070e-02],20.0000,6.0000,[204.73022   -37.121593    4.6555033],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[223.19131     98.985504     0.50929713],20.0000,4.0000,[215.64308   78.7975     6.245837],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 193.73428   -115.242836     5.0043106],20.0000,4.0000
192,[198.29297    46.507603    0.7365176],20.0000,0.0000,[200.7962      67.83352      0.27873558],20.0000,6.0000,[1.9930093e+02 2.5026167e+01 1.6146424e-01],20.0000,6.0000,[192.95735    100.43218      0.21245761],20.0000,0.0000,[176.55276   -30.635195    5.0394464],20.0000,6.0000,[221.49681     32.332813     0.77743554],20.0000,0.0000,[2.0782582e+02 9.3674538e+01 1.4400904e-01],20.0000,6.0000,[215.80655   -13.024581    4.9635034],20.0000,6.0000,[2.0510164e+02 1.1872829e+02 1.3640881e-01],20.0000,6.0000,[204.73586  -38.215237   4.896238],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[223.6966      99.267715     0.50929856],20.0000,4.0000,[216.22256    78.806145    6.2514577],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 193.90881  -115.79471     5.004896],20.0000,4.0000
193,[199.10533     47.236706     0.44977996],20.0000,6.0000,[201.83109     68.1847       0.36979857],20.0000,6.0000,[200.37273     25.235754     0.38956565],20.0000,0.0000,[194.01826   100.690605    6.1648006],20.0000,6.0000,[176.81662  -31.698338   5.306109],20.0000,6.0000,[222.29807  33.07482   0.48385],20.0000,6.0000,[208.88586     93.97053      0.24836178],20.0000,0.0000,[216.1509    -14.063147    5.0603466],20.0000,6.0000,[206.18207    118.8839       0.35500187],20.0000,0.0000,[204.93698   -39.2881      5.1715274],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[224.20187     99.54993      0.50929993],20.0000,4.0000,[216.80188   78.81508    6.256048],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 194.08327  -116.34659     5.005439],20.0000,4.0000
194,[200.06555    47.758442    0.5407328],20.0000,6.0000,[202.84033    68.6012      0.5936892],20.0000,6.0000,[2.01384628e+02 2.56451416e+01 1.02810316e-01],20.0000,6.0000,[195.11351  100.657005   6.247704],20.0000,0.0000,[177.30775  -32.683765   5.558347],20.0000,6.0000,[223.25092    33.608112    0.5696508],20.0000,6.0000,[209.91832   94.33982    6.244446],20.0000,6.0000,[216.56151   -15.075349    5.2924323],20.0000,6.0000,[2.0721538e+02 1.1923681e+02 6.2180683e-02],20.0000,6.0000,[205.36229   -40.295494    5.4444137],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[224.70715    99.83213     0.5093013],20.0000,4.0000,[217.38109   78.82419    6.259849],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 194.25766   -116.89849      5.0059423],20.0000,4.0000
195,[200.98946    48.34018     0.7644655],20.0000,0.0000,[203.76314    69.185104    0.8545954],20.0000,6.0000,[2.0246504e+02 2.5809229e+01 1.9375560e-01],20.0000,6.0000,[196.20712  100.695816   5.931558],20.0000,6.0000,[178.0071    -33.5405      5.7819896],20.0000,0.0000,[224.16815    34.19987     0.7872458],20.0000,6.0000,[2.1101474e+02 9.4444176e+01 7.5749502e-02],20.0000,6.0000,[217.14397   -15.998701    5.5585403],20.0000,0.0000,[2.08302765e+02 1.19337585e+02 1.48996636e-01],20.0000,6.0000,[206.01237   -41.17884     5.1562724],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[225.21243    100.11434      0.50930256],20.0000,4.0000,[217.9602     78.833374    6.2630415],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 194.43196  -117.45042     5.006411],20.0000,4.0000
196,[201.7875      49.08505      0.47471958],20.0000,6.0000,[204.5502     69.94717     1.1207898],20.0000,6.0000,[203.53172    26.04209     0.4174775],20.0000,6.0000,[197.27794   100.445366    6.0290623],20.0000,6.0000,[178.88113   -34.216938    5.4260297],20.0000,6.0000,[224.97351    34.93833     1.0444585],20.0000,0.0000,[212.09651     94.6144       0.34617817],20.0000,6.0000,[217.91846  -16.770596   5.27721 ],20.0000,6.0000,[209.38116   119.5067      0.3675637],20.0000,0.0000,[206.45284  -42.178074   5.220334],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[225.71771   100.396545    0.5093038],20.0000,4.0000,[218.53926  78.84258   6.26576],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 194.6062   -118.00236     5.006848],20.0000,4.0000
197,[202.738      49.623573    0.5640932],20.0000,6.0000,[205.15591    70.866806    1.3722662],20.0000,6.0000,[204.54274     26.454851     0.67827666],20.0000,0.0000,[1.9835535e+02 1.0025147e+02 2.9891806e-03],20.0000,0.0000,[179.55345   -35.078682    5.4344096],20.0000,0.0000,[225.5994     35.8371      0.7560346],20.0000,6.0000,[213.11993     94.99414      0.63651145],20.0000,0.0000,[218.50204   -17.693045    5.3588405],20.0000,0.0000,[2.1041000e+02 1.1987248e+02 7.4728601e-02],20.0000,6.0000,[206.95721   -43.14658     4.8746657],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[226.223    100.67876    0.509305],20.0000,4.0000,[219.11826   78.85177    6.268102],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 194.78038  -118.55431     5.007255],20.0000,4.0000
198,[203.6515      50.22132      0.78559285],20.0000,0.0000,[205.54596   71.90176    1.595028],20.0000,0.0000,[205.44028     27.080694     0.39383626],20.0000,6.0000,[199.44681   100.28226     6.0205793],20.0000,6.0000,[180.24445   -35.924637    5.0634995],20.0000,6.0000,[226.40637    36.57238     0.8272545],20.0000,6.0000,[214.02339     95.60823      0.36330515],20.0000,6.0000,[219.15523  -18.567617   5.021965],20.0000,6.0000,[2.1149605e+02 1.1998682e+02 1.6152832e-01],20.0000,6.0000,[207.1777   -44.216568   4.948347],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[226.72829    100.96096      0.50930613],20.0000,4.0000,[219.6972    78.86091    6.270142],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 194.95448   -119.106285     5.0076365],20.0000,4.0000
199,[204.43741     50.97911      0.49444622],20.0000,6.0000,[205.69287    72.99719     1.2384197],20.0000,6.0000,[206.45174     27.491219     0.47110346],20.0000,6.0000,[200.52129  100.074554   6.119518],20.0000,6.0000,[180.65979  -36.93498    5.129583],20.0000,0.0000,[227.17325    37.35009     1.0361838],20.0000,0.0000,[215.03836     96.01017      0.45246893],20.0000,6.0000,[219.5499  -19.58741   5.10073],20.0000,0.0000,[212.57225    120.16938      0.38007906],20.0000,0.0000,[207.4699   -45.268974   4.613764],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[227.23357    101.24317      0.50930727],20.0000,4.0000,[220.27612    78.86999     6.2719345],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 195.12852  -119.65827     5.007993],20.0000,4.0000
200,[205.37926     51.532276     0.58284515],20.0000,6.0000,[206.1017     74.010826    1.2465618],20.0000,6.0000,[207.43811    27.95969     0.6829001],20.0000,0.0000,[2.0160521e+02 9.9938828e+01 7.0080675e-02],20.0000,0.0000,[181.1366    -37.91761     4.7918363],20.0000,6.0000,[227.78816     38.254543     0.73644936],20.0000,6.0000,[216.02434    96.47861     0.6696798],20.0000,0.0000,[220.01347   -20.57712     4.7728252],20.0000,6.0000,[2.13596436e+02 1.20547966e+02 8.72352198e-02],20.0000,6.0000,[207.46709  -46.365578   4.697213],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[227.73885    101.525375     0.50930834],20.0000,4.0000,[220.85501    78.87898     6.2735214],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 195.30252  -120.21028     5.008328],20.0000,4.0000
201,[206.28345     52.14391      0.80313843],20.0000,0.0000,[206.50462    75.026955    1.4261376],20.0000,0.0000,[208.32399     28.600431     0.38520187],20.0000,6.0000,[202.69408  100.01543    6.069664],20.0000,6.0000,[181.32861   -38.99733     4.8745008],20.0000,6.0000,[228.59628     38.98832      0.81218946],20.0000,6.0000,[216.90761     97.121475     0.37561682],20.0000,6.0000,[220.19673  -21.65958    4.861111],20.0000,6.0000,[2.14680969e+02 1.20675835e+02 1.74024701e-01],20.0000,6.0000,[207.51692  -47.458015   4.935576],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[228.24413    101.80758      0.50930935],20.0000,4.0000,[221.43387   78.88789    6.274936],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 195.47644  -120.76231     5.008642],20.0000,4.0000
202,[207.05824    52.913147    0.5112721],20.0000,6.0000,[206.74005    76.09573     1.1135119],20.0000,6.0000,[209.33351     29.015608     0.46333307],20.0000,6.0000,[203.77292   99.83986    6.161756],20.0000,6.0000,[181.57089  -40.063763   5.112809],20.0000,0.0000,[229.36198    39.766518    1.0238388],20.0000,0.0000,[217.91597     97.539894     0.45912504],20.0000,6.0000,[220.43187  -22.728088   5.106782],20.0000,0.0000,[215.75482   120.87179     0.3925652],20.0000,0.0000,[207.77695   -48.518314    4.6592274],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[228.7494     102.08979      0.50931036],20.0000,4.0000,[222.01271    78.89672     6.2762046],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 195.65031  -121.31434     5.008938],20.0000,4.0000
203,[207.99199    53.479706    0.5990653],20.0000,6.0000,[207.22578    77.07327     1.1825031],20.0000,6.0000,[210.31735     29.488691     0.67601603],20.0000,0.0000,[2.0485968e+02 9.9734268e+01 1.0380786e-01],20.0000,0.0000,[182.01419  -41.061428   4.83661 ],20.0000,6.0000,[229.97491     40.671288     0.72729105],20.0000,6.0000,[218.8965      98.01955      0.67476636],20.0000,0.0000,[220.87283  -23.72688    4.834915],20.0000,6.0000,[2.1677422e+02 1.2126310e+02 9.9715844e-02],20.0000,6.0000,[207.79189   -49.612206    4.7543654],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[229.25468   102.371994    0.5093113],20.0000,4.0000,[222.59154    78.90545     6.2773476],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 195.82413  -121.866394    5.009216],20.0000,4.0000
204,[208.88742    54.10405     0.8186657],20.0000,0.0000,[207.6612     78.07451     1.3915987],20.0000,0.0000,[211.19984    30.133015    0.3801406],20.0000,6.0000,[205.94658   99.835655   6.098186],20.0000,6.0000,[182.2223   -42.13547    4.931833],20.0000,6.0000,[230.7819      41.406418     0.80813175],20.0000,0.0000,[219.77315     98.671074     0.38052776],20.0000,6.0000,[221.08173   -24.800953    4.9316926],20.0000,6.0000,[2.1785707e+02 1.2140447e+02 1.8649890e-01],20.0000,6.0000,[207.87695   -50.70115     4.9850984],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[229.75998   102.6542      0.5093123],20.0000,4.0000,[223.17035   78.914085   6.278383],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 195.9979   -122.41846     5.009478],20.0000,4.0000
205,[209.65161    54.883884    0.5264006],20.0000,6.0000,[207.91045    79.13867     1.0939274],20.0000,6.0000,[212.20781     30.55223      0.46198168],20.0000,6.0000,[207.02817   99.6811     6.188096],20.0000,6.0000,[182.49858  -43.19223    5.162717],20.0000,6.0000,[231.53055     42.20083      0.47167507],20.0000,6.0000,[220.77771    99.09876     0.4650995],20.0000,6.0000,[221.35954  -25.857368   5.163942],20.0000,6.0000,[218.92839   121.613785    0.4050329],20.0000,0.0000,[208.1518    -51.75772     5.2505155],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[230.26526    102.9364       0.50931317],20.0000,4.0000,[223.74915    78.92263     6.2793236],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 196.17162  -122.970535    5.009725],20.0000,4.0000
206,[210.57751    55.463066    0.6138147],20.0000,6.0000,[208.40198   80.11336    1.173809],20.0000,6.0000,[213.18849    31.031628    0.6766507],20.0000,6.0000,[2.0811658e+02 9.9596184e+01 1.2711179e-01],20.0000,0.0000,[182.95598   -44.18352     5.4282346],20.0000,6.0000,[232.46767    42.76589     0.5512084],20.0000,6.0000,[221.75354    99.58788     0.6816358],20.0000,0.0000,[221.81923  -26.847578   5.430192],20.0000,6.0000,[2.1994284e+02 1.2201776e+02 1.1218011e-01],20.0000,6.0000,[208.63982   -52.73764     5.5194516],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[230.77054  103.218605   0.509314],20.0000,4.0000,[224.32793   78.93108    6.280182],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 196.34529   -123.52263      5.0099583],20.0000,4.0000
207,[211.46445     56.099407     0.83300227],20.0000,0.0000,[208.83496    81.115425    1.3874254],20.0000,0.0000,[214.07697    31.668535    0.9325152],20.0000,0.0000,[209.20164  99.71635   6.11958],20.0000,6.0000,[183.60968   -45.061607    5.6972194],20.0000,0.0000,[233.37334     43.376953     0.77781594],20.0000,0.0000,[222.62335    100.24831      0.38779846],20.0000,6.0000,[222.47536  -27.723776   5.699488],20.0000,0.0000,[2.2102385e+02 1.2217259e+02 1.9895910e-01],20.0000,6.0000,[209.34496  -53.579517   5.22476 ],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[231.27582    103.50081      0.50931484],20.0000,4.0000,[224.90671   78.939445   6.280967],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 196.5189   -124.07474     5.010179],20.0000,4.0000
208,[212.21828     56.889305     0.54050565],20.0000,6.0000,[209.07864    82.1804      1.0921873],20.0000,6.0000,[214.80621     32.486668     0.64130056],20.0000,6.0000,[210.28537    99.579445    6.2083006],20.0000,6.0000,[184.45265   -45.76542     5.4026027],20.0000,6.0000,[234.14755     44.146435     0.49292964],20.0000,6.0000,[223.6236    100.686195    0.4731786],20.0000,6.0000,[223.32028   -28.425129    5.4052663],20.0000,6.0000,[222.09248    122.395226     0.41748905],20.0000,0.0000,[209.846    -54.55007    5.280633],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[231.7811     103.78302      0.50931567],20.0000,4.0000,[225.48547    78.94772     6.2816887],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 196.69249   -124.626854     5.0103874],20.0000,4.0000
209,[213.13644     57.4806       0.62768173],20.0000,6.0000,[209.5648     83.15789     1.1751417],20.0000,0.0000,[215.69543     33.1202       0.70833284],20.0000,6.0000,[2.1137492e+02 9.9511948e+01 1.4579381e-01],20.0000,0.0000,[185.11754   -46.631985    5.4585614],20.0000,0.0000,[235.07983    44.717552    0.5848683],20.0000,6.0000,[224.59422   101.18558     0.6903969],20.0000,0.0000,[223.98773  -29.2897     5.461656],20.0000,0.0000,[2.2310182e+02 1.2281179e+02 1.2463408e-01],20.0000,6.0000,[210.40341  -55.489243   4.930805],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[232.28639    104.06522      0.50931644],20.0000,4.0000,[226.06424   78.95591    6.282353],20.0000,3.0000,[177.45312   13.896031   6.051851],20.0000,,[ 196.86603  -125.178986    5.010585],20.0000,4.0000
210,[214.01498    58.12848     0.8466179],20.0000,0.0000,[209.97374   84.17003    0.839966],20.0000,6.0000,[216.55199    33.798134    0.9151821],20.0000,0.0000,[212.45813   99.64851    6.137339],20.0000,6.0000,[185.83241  -47.457638   5.108776],20.0000,6.0000,[235.97285    45.346012    0.8113112],20.0000,0.0000,[225.45667    101.85546      0.39687195],20.0000,6.0000,[224.70532  -30.11299    5.112086],20.0000,6.0000,[2.24180832e+02 1.22980064e+02 2.11410508e-01],20.0000,6.0000,[210.68015  -56.545937   5.00259 ],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[232.79167   104.34743     0.5093172],20.0000,4.0000,[226.64299    78.96699     6.1912074],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 197.03952  -125.73113     5.010772],20.0000,4.0000
211,[214.75854    58.928066    0.5539827],20.0000,6.0000,[210.64117     85.03765      0.92013997],20.0000,0.0000,[217.27423     34.61971      0.61407137],20.0000,6.0000,[213.54364    99.5276      6.2253327],20.0000,6.0000,[186.29187   -48.448643    5.1805797],20.0000,0.0000,[236.73051    46.131832    0.5234814],20.0000,6.0000,[226.45209    102.3043       0.48276448],20.0000,6.0000,[225.16818  -31.102415   5.183979],20.0000,0.0000,[225.24661   123.21598     0.4299379],20.0000,0.0000,[211.02641   -57.581715    4.6666536],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[233.29695    104.62963      0.50931793],20.0000,4.0000,[227.22202  78.94333   6.15824],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 197.21298   -126.28329      5.0109496],20.0000,4.0000
212,[215.669      59.531136    0.6410091],20.0000,6.0000,[211.24858    85.94711     0.5979482],20.0000,6.0000,[218.16722    35.247456    0.6884072],20.0000,6.0000,[2.1463403e+02 9.9475937e+01 1.6197243e-01],20.0000,0.0000,[186.81609   -49.406742    4.8446546],20.0000,6.0000,[237.6509    46.72079    0.613941],20.0000,0.0000,[227.41707   102.814514    0.7004434],20.0000,0.0000,[225.69572   -32.05868     4.8481107],20.0000,6.0000,[2.2625069e+02 1.2364507e+02 1.3708156e-01],20.0000,6.0000,[211.07956  -58.67684    4.749346],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[233.80223    104.91183      0.50931865],20.0000,4.0000,[227.80054    78.90529     6.1480017],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 197.3864   -126.83546     5.011118],20.0000,4.0000
213,[216.53914    60.190235    0.8597902],20.0000,6.0000,[212.07916    86.66668     0.6909947],20.0000,0.0000,[219.0244      35.92365      0.89949507],20.0000,0.0000,[215.71526    99.62768     6.1530204],20.0000,6.0000,[187.0623   -50.47515    4.927353],20.0000,6.0000,[238.52061     47.381546     0.28641397],20.0000,6.0000,[228.27174    103.494225     0.40714633],20.0000,6.0000,[225.94571   -33.12623     4.9308376],20.0000,6.0000,[2.2732751e+02 1.2382676e+02 2.2385639e-01],20.0000,6.0000,[211.18495  -59.765244   4.986581],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[234.30753   105.19403     0.5093193],20.0000,4.0000,[228.3786    78.86105    6.147034],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 197.55977   -127.38763      5.0112777],20.0000,4.0000
214,[217.28598    60.987602    1.1176224],20.0000,0.0000,[212.85812     87.437546     0.39254072],20.0000,6.0000,[219.74611    36.744377    0.6025766],20.0000,6.0000,[216.80226  99.52181   6.24056],20.0000,6.0000,[187.35876  -51.527695   5.164596],20.0000,0.0000,[239.53825     47.78991      0.37167674],20.0000,6.0000,[229.26198    103.95448      0.49336395],20.0000,6.0000,[226.24588  -34.17772    5.168122],20.0000,0.0000,[228.39027    124.07591      0.44238216],20.0000,0.0000,[211.49792   -60.811127    4.7095265],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[234.8128     105.476234     0.50931996],20.0000,4.0000,[228.95633   78.814224   6.1496  ],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 197.73312 -127.93982    5.01143],20.0000,4.0000
215,[217.84169    61.93109     0.8301442],20.0000,6.0000,[213.8113     87.98881     0.5015196],20.0000,0.0000,[220.63902     37.372337     0.68289787],20.0000,6.0000,[2.1789325e+02 9.9485069e+01 1.7669749e-01],20.0000,6.0000,[187.85199  -52.501625   4.887547],20.0000,6.0000,[240.53156     48.247204     0.61028683],20.0000,0.0000,[230.22098   104.47588     0.7113463],20.0000,0.0000,[226.74257   -35.14989     4.8910975],20.0000,6.0000,[2.29388947e+02 1.24517456e+02 1.49524957e-01],20.0000,6.0000,[211.56728  -61.90288    4.804405],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[235.31808   105.75844     0.5093206],20.0000,4.0000,[229.53386   78.76636    6.153244],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 197.90643   -128.49202      5.0115743],20.0000,4.0000
216,[218.59042    62.725536    0.9028094],20.0000,0.0000,[214.71764     88.606224     0.21828085],20.0000,6.0000,[221.49298     38.05232      0.89671236],20.0000,0.0000,[218.97552     99.63373      0.43482795],20.0000,0.0000,[188.11359   -53.563843    4.9824276],20.0000,0.0000,[241.41579     48.887478     0.33368912],20.0000,6.0000,[231.06754   105.16563     0.4182039],20.0000,6.0000,[227.00795  -36.21117    4.985987],20.0000,0.0000,[230.46342    124.712524     0.23629877],20.0000,6.0000,[211.72408  -62.984604   4.484323],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[235.82336   106.04064     0.5093212],20.0000,4.0000,[230.11122    78.71811     6.1569576],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 198.07971   -129.04422      5.0117116],20.0000,4.0000
217,[219.28108     63.571007     0.56189084],20.0000,6.0000,[215.75148    88.985985    0.3343744],20.0000,0.0000,[222.20947    38.877037    0.6015649],20.0000,6.0000,[2.2000137e+02 1.0001629e+02 1.4774725e-01],20.0000,6.0000,[188.45946   -54.6007      4.6623473],20.0000,6.0000,[242.42348   49.31324    0.428672],20.0000,6.0000,[232.05228   105.63758     0.5046266],20.0000,6.0000,[227.35753   -37.246788    4.6659164],20.0000,6.0000,[231.52301    124.97488      0.45482352],20.0000,0.0000,[211.59184   -64.07448     4.5750318],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[236.32866   106.322845    0.5093218],20.0000,4.0000,[230.68848   78.66975    6.160375],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 198.25296   -129.59644      5.0118427],20.0000,4.0000
218,[220.17598    64.198364    0.6384107],20.0000,0.0000,[2.1674799e+02 8.9443794e+01 5.4885410e-02],20.0000,6.0000,[223.09866     39.510418     0.68463236],20.0000,6.0000,[2.21083344e+02 1.00161545e+02 2.21019343e-01],20.0000,6.0000,[188.52231   -55.69677     4.7530575],20.0000,6.0000,[243.40018   49.80214    0.659102],20.0000,0.0000,[233.00499    106.17038      0.72280544],20.0000,0.0000,[227.4243   -38.34263    4.756632],20.0000,6.0000,[2.3251611e+02 1.2542882e+02 1.6196579e-01],20.0000,6.0000,[211.5154   -65.16585    4.821596],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[236.83394   106.60505     0.5093224],20.0000,3.0000,[231.26564    78.62133     6.1634035],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 198.42618  -130.14867     5.011967],20.0000,4.0000
