step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_red6,health_red6,action_red6,pos_red7,health_red7,action_red7,pos_red8,health_red8,action_red8,pos_red9,health_red9,action_red9,pos_red10,health_red10,action_red10,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3,pos_blue4,health_blue4,action_blue4,pos_blue5,health_blue5,action_blue5
352,[206.87534    69.5801      3.8374918],20.0000,6.0000,[221.16084    88.734085    4.6519756],20.0000,0.0000,[245.35583   64.95957    3.473436],20.0000,6.0000,[221.68248   112.38349     1.7822587],20.0000,6.0000,[ 195.72243  -197.73318     4.660162],20.0000,0.0000,[228.63939   67.618614   3.858702],20.0000,6.0000,[233.2143    130.80621     1.1341196],20.0000,6.0000,[ 225.8315   -177.99107     4.299828],20.0000,6.0000,[223.4642    155.98262     3.2877994],20.0000,6.0000,[ 224.32674   -209.40204      4.6989083],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[222.69185   143.0146      3.6654952],20.0000,4.0000,[213.08806    60.507095    4.4132214],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 204.68132  -206.90561     4.605182],20.0000,5.0000
353,[206.06343    68.8494      3.9259183],20.0000,6.0000,[221.23424    87.63609     4.4150553],20.0000,6.0000,[244.31364    64.633545    3.5341341],20.0000,6.0000,[221.54915   113.47129     2.0203512],20.0000,0.0000,[ 195.73216   -198.82674      4.3375797],20.0000,0.0000,[227.78566   66.936806   4.062579],20.0000,6.0000,[233.66805   131.79903     1.3531327],20.0000,0.0000,[ 225.42493   -179.00465      4.3868647],20.0000,6.0000,[222.37671   155.8751      3.4872873],20.0000,0.0000,[ 224.32542   -210.49368      4.4188585],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[222.17317   142.75546     3.6578412],20.0000,4.0000,[212.88008   59.96559    4.405693],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 204.62173  -207.48128     4.697251],20.0000,5.0000
354,[205.30014   68.068985   4.146283],20.0000,0.0000,[221.06656    86.54583     4.5599957],20.0000,0.0000,[243.28697    64.25982     3.7378187],20.0000,6.0000,[221.18666  114.50837    1.711941],20.0000,6.0000,[ 195.46698   -199.8954       3.8797712],20.0000,6.0000,[227.05122    66.12395     4.3102202],20.0000,6.0000,[233.93011   132.859       1.0605396],20.0000,6.0000,[ 225.08337   -180.04143      4.6056566],20.0000,0.0000,[221.32321 155.57889   3.18205],20.0000,6.0000,[ 224.07547  -211.55846     4.512559],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[221.65442   142.49695     3.6517553],20.0000,4.0000,[212.67212   59.424374   4.398997],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 204.59354  -208.05966     4.822905],20.0000,4.0000
355,[204.69524    67.16008     3.8544645],20.0000,6.0000,[221.00603   85.450775   4.297858],20.0000,6.0000,[242.33147    63.723934    3.9853516],20.0000,0.0000,[221.0709    115.59444     1.7622877],20.0000,6.0000,[ 194.80748  -200.79253     3.978099],20.0000,6.0000,[226.49464   65.1745     4.556908],20.0000,0.0000,[234.43347   133.82816     1.1476122],20.0000,6.0000,[ 224.93959  -181.12383     4.312943],20.0000,6.0000,[220.23232  155.54039    3.253115],20.0000,6.0000,[ 223.89429  -212.63547     4.741527],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[221.13567 142.23885   3.64685],20.0000,4.0000,[212.46402   58.883434   4.393321],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 204.6132  -208.63979    4.86688],20.0000,4.0000
356,[203.89398   66.417854   3.942305],20.0000,6.0000,[220.69658   84.39439    4.419747],20.0000,0.0000,[241.51419   62.99002    3.681393],20.0000,6.0000,[220.91368  116.675835   1.961162],20.0000,6.0000,[ 194.1738   -201.69101     4.295618],20.0000,6.0000,[226.17136    64.12029     4.2305646],20.0000,6.0000,[234.87437   134.82674     1.3664409],20.0000,0.0000,[ 224.54596  -182.14249     4.399882],20.0000,6.0000,[219.14468  155.44447    3.462889],20.0000,0.0000,[ 223.92175   -213.72668      4.4553127],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[220.6169    141.98099     3.6428285],20.0000,4.0000,[212.25575   58.342724   4.388579],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 204.65314  -209.2193      4.878787],20.0000,4.0000
357,[203.14188    65.62669     4.1619596],20.0000,0.0000,[220.47856   83.32005    4.139585],20.0000,6.0000,[240.5581     62.46194     3.7336004],20.0000,6.0000,[220.58661   117.721596    2.2064269],20.0000,0.0000,[ 193.75832  -202.70082     4.618603],20.0000,6.0000,[225.61784   63.177948   4.257796],20.0000,6.0000,[235.12286  135.88998    1.073747],20.0000,6.0000,[ 224.21759  -183.1835      4.618573],20.0000,0.0000,[218.09087   155.1542      3.1651998],20.0000,6.0000,[ 223.69585   -214.79594      4.5464816],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[220.09818   141.72328     3.6394746],20.0000,4.0000,[212.0474    57.80218    4.384614],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 204.70175   -209.79797      4.8776126],20.0000,5.0000
358,[202.54955    64.70949     3.8697255],20.0000,6.0000,[220.00696    82.32533     4.2545958],20.0000,0.0000,[239.62326    61.89601     3.9331155],20.0000,0.0000,[220.03839   118.673615    1.9009546],20.0000,6.0000,[ 193.6043   -203.7827      4.906377],20.0000,0.0000,[225.08429    62.223766    4.4450526],20.0000,0.0000,[235.6138    136.86548     1.1607083],20.0000,0.0000,[ 224.0875   -184.26764     4.325805],20.0000,6.0000,[216.99983 155.11925   3.2446 ],20.0000,6.0000,[ 223.53922   -215.87646      4.7705235],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[219.5795    141.46564     3.6366343],20.0000,,[211.83899   57.261753   4.381273],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 204.75085  -210.37653     4.963527],20.0000,5.0000
359,[201.75854    63.956436    3.9571705],20.0000,0.0000,[219.61699    81.30061     3.9723744],20.0000,6.0000,[238.80048    61.174465    3.6278903],20.0000,6.0000,[219.72127   119.71881     1.9521335],20.0000,0.0000,[ 193.71706  -204.87296     4.625314],20.0000,0.0000,[224.7164     61.192776    4.1342053],20.0000,6.0000,[236.02559    137.87671      0.82887083],20.0000,0.0000,[ 223.70676  -185.29117     4.412682],20.0000,6.0000,[215.91272   155.02013     3.4579463],20.0000,0.0000,[ 223.58856   -216.967        4.4809737],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[219.5795    141.46564     3.6366343],20.0000,,[211.63057    56.721405    4.3784275],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 204.8333   -210.95288     5.081743],20.0000,4.0000
360,[201.0302     63.142963    3.6258392],20.0000,6.0000,[218.98784    80.39696     4.0876474],20.0000,0.0000,[237.83282   60.66931    3.698962],20.0000,6.0000,[219.34695   120.74475     1.6006479],20.0000,6.0000,[ 193.61217  -205.9595      4.143926],20.0000,6.0000,[224.11362    60.28272     4.2023664],20.0000,6.0000,[236.68134    138.75636      0.36054695],20.0000,0.0000,[ 223.39154  -186.33624     4.631311],20.0000,0.0000,[214.86084   154.72481     3.1625345],20.0000,0.0000,[ 223.38208   -218.0398       4.5704665],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[219.5795    141.46564     3.6366343],20.0000,,[211.4222     56.18111     4.3759794],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 204.9663   -211.52199     5.115329],20.0000,5.0000
361,[200.1082     62.551056    3.7084086],20.0000,6.0000,[218.43396    79.45061     3.8066258],20.0000,6.0000,[236.89288    60.113754    3.9087384],20.0000,6.0000,[219.27171   121.83455     1.6722811],20.0000,0.0000,[ 193.10907   -206.9334       4.1936784],20.0000,6.0000,[223.5573   59.34319   4.41102],20.0000,6.0000,[237.62589   139.34521     6.1725874],20.0000,6.0000,[ 223.27507   -187.42194      4.3385086],20.0000,6.0000,[213.77026   154.66644     2.6946292],20.0000,0.0000,[ 223.24472   -219.1228       4.7921205],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[219.5795    141.46564     3.6366343],20.0000,,[211.21388   55.640846   4.373852],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.11847  -212.08626     5.205536],20.0000,5.0000
362,[199.21892   61.91535    3.942161],20.0000,6.0000,[217.66469   78.66269    3.922695],20.0000,6.0000,[236.05487   59.410275   4.161602],20.0000,6.0000,[219.12459   122.91676     1.3365686],20.0000,0.0000,[ 192.62872  -207.91606     4.417629],20.0000,6.0000,[223.16074   58.323387   4.663417],20.0000,0.0000,[2.3873997e+02 1.3948775e+02 3.7788860e-02],20.0000,0.0000,[ 222.90721  -188.45016     4.425347],20.0000,6.0000,[212.71817   154.99684     2.2004082],20.0000,0.0000,[ 223.31203  -220.21246     4.501068],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[219.5795    141.46564     3.6366343],20.0000,,[211.00563    55.100594    4.3719864],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.31065   -212.64001      5.3160806],20.0000,4.0000
363,[198.45595    61.134727    4.2129097],20.0000,0.0000,[216.95052   77.83267    4.192831],20.0000,0.0000,[235.37456   58.54712    4.415793],20.0000,0.0000,[219.25914    124.00685      0.86897916],20.0000,0.0000,[ 192.31871  -208.96269     4.688774],20.0000,6.0000,[222.99681    57.238556    4.3666916],20.0000,6.0000,[239.82484   139.68538     6.1481686],20.0000,0.0000,[ 222.60512   -189.49911      4.6439366],20.0000,6.0000,[211.8687    155.7285      1.7496352],20.0000,0.0000,[ 223.12247 -221.28818    4.58954],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[219.5795    141.46564     3.6366343],20.0000,,[210.79745   54.56035    4.370338],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.55423  -213.17505     5.337708],20.0000,
364,[197.88774    60.201286    3.9338357],20.0000,6.0000,[216.4319     76.8718      3.9320538],20.0000,6.0000,[234.9125     57.546936    4.0981765],20.0000,6.0000,[219.79169    124.98598      0.40318814],20.0000,0.0000,[ 192.23431  -210.05255     4.960959],20.0000,6.0000,[222.59698   56.222366   4.426767],20.0000,0.0000,[240.9297    139.70961     5.7710648],20.0000,6.0000,[ 222.48445  -190.58495     4.901665],20.0000,6.0000,[211.38602  156.75049    1.385989],20.0000,0.0000,[ 223.00186   -222.37312      4.8099194],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[219.5795    141.46564     3.6366343],20.0000,,[210.58939   54.020096   4.368871],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.55423  -213.17505     5.337708],20.0000,
365,[197.12778    59.417686    4.0195107],20.0000,6.0000,[215.71841   76.042175   4.032188],20.0000,0.0000,[234.24083   56.684925   4.131757],20.0000,6.0000,[2.2068408e+02 1.2567597e+02 8.5487459e-03],20.0000,0.0000,[ 192.38745   -211.13986      5.2248926],20.0000,6.0000,[222.26068    55.18348     4.0795984],20.0000,6.0000,[241.98657  139.36212    5.902498],20.0000,0.0000,[ 222.58684  -191.67674     5.164593],20.0000,6.0000,[211.3089    157.87537     1.0790042],20.0000,0.0000,[ 223.06746   -223.46347      5.0686555],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[219.5795    141.46564     3.6366343],20.0000,,[210.3814     53.479836    4.3675585],20.0000,3.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.55423  -213.17505     5.337708],20.0000,
366,[196.41942   58.58707    4.235063],20.0000,6.0000,[215.07767   75.15651    3.715236],20.0000,6.0000,[233.59172   55.805286   4.321763],20.0000,0.0000,[221.77313   125.973335    5.9686875],20.0000,0.0000,[ 192.7801    -212.1714       5.4647894],20.0000,6.0000,[221.65178   54.276398   4.153002],20.0000,6.0000,[243.05188   139.08623     5.6771545],20.0000,0.0000,[ 222.92603  -192.7255      5.410612],20.0000,6.0000,[211.5912     158.96245      0.77295804],20.0000,0.0000,[ 223.35396  -224.52155     5.332849],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[219.5795    141.46564     3.6366343],20.0000,,[210.17628    52.938553    4.2746186],20.0000,3.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.55423  -213.17505     5.337708],20.0000,
367,[195.8592     57.647907    4.4907393],20.0000,0.0000,[214.2252     74.46451     3.8072195],20.0000,6.0000,[233.09938    54.82755     4.0117836],20.0000,6.0000,[222.89478   125.89278     5.6649613],20.0000,0.0000,[ 193.3897    -213.09593      5.6733074],20.0000,6.0000,[221.09029    53.340103    4.3690176],20.0000,0.0000,[244.0483  138.60768   5.27483],20.0000,6.0000,[ 223.48843   -193.67853      5.6273184],20.0000,6.0000,[212.19246    159.90929      0.44805762],20.0000,0.0000,[ 223.86632   -225.49702      5.5809903],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[219.5795    141.46564     3.6366343],20.0000,,[209.94205    52.409184    4.1482434],20.0000,3.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.55423  -213.17505     5.337708],20.0000,
368,[195.51834   56.605797   4.197795],20.0000,6.0000,[213.41246   73.73209    4.054721],20.0000,0.0000,[232.38951   53.9983     4.079985],20.0000,0.0000,[223.93471   125.471596    5.3467054],20.0000,0.0000,[ 194.17413  -213.87904     5.857109],20.0000,6.0000,[220.70872   52.3173     4.076771],20.0000,6.0000,[244.81871  137.803      5.402175],20.0000,0.0000,[ 224.23653   -194.49625      5.8170114],20.0000,6.0000,[2.13063507e+02 1.60616760e+02 1.12082876e-01],20.0000,0.0000,[ 224.58301  -226.3399      5.799997],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[219.5795    141.46564     3.6366343],20.0000,,[209.66711   51.898273   4.01167 ],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.55423  -213.17505     5.337708],20.0000,
369,[194.957      55.669228    4.2621226],20.0000,6.0000,[212.76329    72.85426     3.7833471],20.0000,6.0000,[231.73659    53.123512    3.7380698],20.0000,6.0000,[224.79034  124.74597    5.013836],20.0000,0.0000,[ 195.08954  -214.50325     6.029324],20.0000,6.0000,[220.0969     51.41222     4.1654906],20.0000,6.0000,[245.62457   137.05275     5.1819773],20.0000,0.0000,[ 225.12575   -195.15747      5.9915805],20.0000,6.0000,[214.11868  161.0012     6.059097],20.0000,0.0000,[ 225.46056  -227.01675     5.991261],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[219.5795    141.46564     3.6366343],20.0000,,[209.34456   51.413208   3.967084],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.55423  -213.17505     5.337708],20.0000,
370,[194.44153   54.706013   4.467597],20.0000,0.0000,[211.93408    72.1404      3.8801968],20.0000,6.0000,[230.8687    52.45855    3.815326],20.0000,6.0000,[225.36539   123.78167     4.6772575],20.0000,6.0000,[ 196.09938  -214.95746     6.199961],20.0000,6.0000,[219.544     50.470894   4.386853],20.0000,6.0000,[246.27542   136.15897     4.7836375],20.0000,6.0000,[ 226.11745   -195.65045      6.1622424],20.0000,6.0000,[215.24194   161.01749     5.7266836],20.0000,0.0000,[ 226.4509    -227.51407      6.1664324],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[219.5795    141.46564     3.6366343],20.0000,,[209.00223    50.941586    3.9599903],20.0000,3.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.55423  -213.17505     5.337708],20.0000,
371,[194.10567   53.664818   4.165607],20.0000,6.0000,[211.1545     71.37529     4.1122875],20.0000,0.0000,[230.03726   51.75044    4.036727],20.0000,0.0000,[225.57419   122.6821      4.8940554],20.0000,0.0000,[ 1.9717191e+02 -2.1523105e+02  8.9889057e-02],20.0000,6.0000,[219.15948   49.448627   4.646277],20.0000,0.0000,[246.5751    135.08603     4.9129534],20.0000,0.0000,[ 2.2717882e+02 -1.9596486e+02  5.1423300e-02],20.0000,6.0000,[216.30879   160.66597     5.3966193],20.0000,0.0000,[ 2.2751318e+02 -2.2782729e+02  5.3894423e-02],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[219.5795    141.46564     3.6366343],20.0000,,[208.65453    50.47432     3.8757925],20.0000,3.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.55423  -213.17505     5.337708],20.0000,
372,[193.53578    52.733833    4.2391095],20.0000,0.0000,[210.53723    70.47503     3.8278458],20.0000,6.0000,[229.35155    50.90115     3.7480664],20.0000,6.0000,[225.90254   121.6326      4.7262664],20.0000,0.0000,[ 198.27545   -215.31496      0.2655988],20.0000,6.0000,[219.00777    48.36473     4.3607116],20.0000,6.0000,[246.93338   134.04498     4.6933637],20.0000,0.0000,[ 2.2827832e+02 -1.9609129e+02  2.2649379e-01],20.0000,6.0000,[217.20354  159.98717    5.066648],20.0000,0.0000,[ 2.2861308e+02 -2.2795242e+02  2.2605157e-01],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[219.5795    141.46564     3.6366343],20.0000,,[208.27771    50.028023    3.7625844],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.55423  -213.17505     5.337708],20.0000,
373,[193.03328    51.764812    3.8993108],20.0000,6.0000,[209.72832    69.73997     3.9196658],20.0000,0.0000,[228.48567    50.234283    3.8386412],20.0000,6.0000,[226.07437   120.54333     4.3374524],20.0000,6.0000,[ 199.3767    -215.2048       0.4427018],20.0000,6.0000,[218.62065   47.344055   4.436333],20.0000,6.0000,[247.08807  132.95029    4.294913],20.0000,6.0000,[ 229.38303    -196.0242        0.40329742],20.0000,6.0000,[217.82977  159.05496    4.735914],20.0000,0.0000,[ 229.71783  -227.88594     0.400951],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[219.5795    141.46564     3.6366343],20.0000,,[207.86107    49.61573     3.7351944],20.0000,3.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.55423  -213.17505     5.337708],20.0000,
374,[192.2856     50.966812    3.9773886],20.0000,6.0000,[208.98169    68.9425      3.5940297],20.0000,6.0000,[227.66475   49.51442    4.062714],20.0000,0.0000,[225.86868   119.45123     4.4560466],20.0000,0.0000,[ 200.44148    -214.90268       0.62013954],20.0000,6.0000,[218.29182   46.302704   4.647374],20.0000,0.0000,[246.84871  131.86235    4.423886],20.0000,0.0000,[ 230.45885 -195.76418    0.58069],20.0000,6.0000,[218.11943  157.96992    4.404692],20.0000,6.0000,[ 230.79411   -227.62811      0.5776776],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[219.5795    141.46564     3.6366343],20.0000,,[207.43106   49.218296   3.651329],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.55423  -213.17505     5.337708],20.0000,
375,[191.58115    50.132175    4.1999555],20.0000,0.0000,[208.0472     68.36815     3.6806393],20.0000,0.0000,[226.99393   48.653225   3.773308],20.0000,6.0000,[225.72687  118.35998    4.220828],20.0000,6.0000,[ 201.43639   -214.4176       0.7974026],20.0000,6.0000,[218.15717   45.217606   4.349125],20.0000,6.0000,[246.67587   130.77504     4.2039695],20.0000,6.0000,[ 231.47206   -195.31866      0.7580137],20.0000,6.0000,[218.02365   156.85503     4.6239944],20.0000,0.0000,[ 231.80849   -227.18535      0.7550608],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[219.5795    141.46564     3.6366343],20.0000,,[206.972     48.853413   3.637373],20.0000,3.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.55423  -213.17505     5.337708],20.0000,
376,[191.0442     49.181816    3.9120712],20.0000,6.0000,[207.15439   67.73434    3.370823],20.0000,6.0000,[226.14012    47.971615    3.8629282],20.0000,0.0000,[225.3515    117.322784    4.3662086],20.0000,0.0000,[ 202.33025    -213.76479       0.97440445],20.0000,6.0000,[217.77307    44.195858    4.4265685],20.0000,0.0000,[246.28227  129.74477    4.355962],20.0000,0.0000,[ 232.39093    -194.70152       0.93508255],20.0000,6.0000,[218.05913   155.75604     4.4560933],20.0000,6.0000,[ 232.72905    -226.57079       0.93240196],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[219.5795    141.46564     3.6366343],20.0000,,[206.50455    48.50115     3.5591815],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.55423  -213.17505     5.337708],20.0000,
