step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2
482,[ 226.20769   -104.05145      4.7720714],20.0000,0.0000,[192.71745 -58.03079   4.39557],20.0000,6.0000,[ 70.13897   -23.264439    1.2467155],20.0000,6.0000,[71.21437  23.170874  1.268667],20.0000,4.0000,[204.14197   -66.89363     5.2291746],20.0000,5.0000
483,[ 226.28658   -105.140236     4.2940497],20.0000,6.0000,[192.46799  -59.097725   4.440918],20.0000,6.0000,[ 70.50963   -22.23746     1.4571261],20.0000,0.0000,[71.386314  23.723492   1.2686778],20.0000,4.0000,[204.37663  -67.42595    5.305544],20.0000,5.0000
484,[ 225.95457   -106.1872       4.3460126],20.0000,6.0000,[192.24005  -60.167328   4.661254],20.0000,6.0000,[ 70.68935   -21.159332    1.1597875],20.0000,6.0000,[71.55826   24.276108   1.2686884],20.0000,4.0000,[204.64058  -67.945984   5.417686],20.0000,4.0000
485,[ 225.64294  -107.23678     4.580445],20.0000,0.0000,[192.1903   -61.257763   4.930506],20.0000,6.0000,[ 71.116264  -20.154678    1.2395728],20.0000,6.0000,[71.73021   24.828722   1.2686986],20.0000,4.0000,[204.9495    -68.44307     5.4468875],20.0000,4.0000
486,[ 225.53355  -108.32338     4.309132],20.0000,6.0000,[192.36845   -62.33632     5.2020926],20.0000,6.0000,[ 71.48304   -19.126514    1.4531097],20.0000,0.0000,[71.90216   25.381336   1.2687085],20.0000,4.0000,[205.27667  -68.92743    5.441795],20.0000,5.0000
487,[ 225.18437   -109.36115      4.4075756],20.0000,0.0000,[192.77632  -63.35585    5.465664],20.0000,0.0000,[ 71.656845  -18.047909    1.1578056],20.0000,6.0000,[72.07411   25.933949   1.2687179],20.0000,4.0000,[205.60725  -69.40819    5.517114],20.0000,4.0000
488,[ 224.92036  -110.42239     4.093234],20.0000,6.0000,[193.41641   -64.252014    5.1546535],20.0000,6.0000,[ 72.07828   -17.040829    1.2406203],20.0000,6.0000,[72.24607  26.48656   1.268727],20.0000,4.0000,[205.96823   -69.86774     5.5330367],20.0000,4.0000
489,[ 224.3882   -111.383514    4.187899],20.0000,0.0000,[193.83687   -65.260666    5.1920443],20.0000,6.0000,[ 72.437355  -16.01001     1.4559021],20.0000,0.0000,[72.41803   27.039173   1.2687358],20.0000,4.0000,[206.34094   -70.31671     5.5250206],20.0000,5.0000
490,[ 223.92415   -112.37611      3.8886368],20.0000,6.0000,[194.28682   -66.25701     5.3835588],20.0000,6.0000,[ 72.60193  -14.930205   1.161519],20.0000,6.0000,[72.59      27.591784   1.2687442],20.0000,4.0000,[206.7148   -70.76361    5.601548],20.0000,4.0000
491,[ 223.2206   -113.222885    3.996546],20.0000,6.0000,[194.88618   -67.17491     5.6244783],20.0000,6.0000,[ 73.0149    -13.919518    1.2458961],20.0000,6.0000,[72.76196   28.144394   1.2687525],20.0000,4.0000,[207.11641  -71.18719    5.619778],20.0000,4.0000
492,[ 222.56999  -114.103676    4.262636],20.0000,0.0000,[195.6604    -67.957985    5.8659773],20.0000,6.0000,[ 73.36434   -12.885411    1.4622859],20.0000,0.0000,[72.93393   28.697002   1.2687603],20.0000,4.0000,[207.52878  -71.5994     5.614233],20.0000,5.0000
493,[ 222.12093  -115.098976    4.000952],20.0000,6.0000,[196.58708   -68.56104     6.0860615],20.0000,6.0000,[ 73.51804   -11.804145    1.1683904],20.0000,6.0000,[73.1059   29.24961   1.268768],20.0000,4.0000,[207.94243  -72.00937    5.692777],20.0000,4.0000
494,[ 221.46738   -115.97674      4.1010275],20.0000,0.0000,[197.62044  -68.96038    6.280939],20.0000,6.0000,[ 73.92097   -10.789326    1.2536625],20.0000,6.0000,[73.27788   29.802217   1.2687752],20.0000,4.0000,[208.3818    -72.39334     5.7123594],20.0000,4.0000
495,[ 220.89005  -116.90506     3.784538],20.0000,6.0000,[ 1.9871156e+02 -6.9153610e+01  1.7579922e-01],20.0000,6.0000,[74.259636  -9.751638   1.4707863],20.0000,0.0000,[73.44985   30.354826   1.2687824],20.0000,4.0000,[208.83102  -72.76487    5.707788],20.0000,4.0000
496,[ 220.08809   -117.65514      3.8769338],20.0000,6.0000,[199.81912   -69.14755     0.3476704],20.0000,6.0000,[74.40155   -8.668844   1.1772157],20.0000,6.0000,[73.621826  30.90743    1.2687892],20.0000,4.0000,[209.28311   -73.13143     5.6952286],20.0000,4.0000
497,[ 219.32867  -118.44277     4.125006],20.0000,0.0000,[200.9083    -68.9493      0.5199075],20.0000,6.0000,[74.79346   -7.6496634  1.2630394],20.0000,6.0000,[73.79381   31.460037   1.2687957],20.0000,4.0000,[209.73524  -73.49658    5.681811],20.0000,4.0000
498,[ 218.74298   -119.36418      3.8539643],20.0000,6.0000,[201.9466     -68.56594      0.69447327],20.0000,6.0000,[75.12059   -6.6082773  1.4806551],20.0000,0.0000,[73.96579   32.01264    1.2688022],20.0000,4.0000,[210.18657   -73.86174     5.6700892],20.0000,4.0000
499,[ 217.96632   -120.1349       3.9509318],20.0000,0.0000,[202.9023     -68.0078       0.87088937],20.0000,6.0000,[75.250145  -5.5239844  1.1873262],20.0000,6.0000,[74.13777   32.565247   1.2688082],20.0000,4.0000,[210.63702   -74.2273      5.6605577],20.0000,4.0000
500,[ 217.25575   -120.96558      3.6325662],20.0000,6.0000,[203.74538   -67.29074     1.0481167],20.0000,6.0000,[75.63041   -4.5003605  1.2735003],20.0000,6.0000,[74.30975   33.11785    1.2688142],20.0000,4.0000,[211.08673   -74.59327     5.6529717],20.0000,4.0000
501,[ 216.34921  -121.5851      3.724194],20.0000,6.0000,[204.44911   -66.43643     1.2254269],20.0000,6.0000,[75.94548   -3.4552553  1.4914416],20.0000,0.0000,[74.48174   33.670452   1.2688199],20.0000,4.0000,[211.53593  -74.95953    5.646923],20.0000,4.0000
502,[ 215.47867   -122.24782      3.9717116],20.0000,0.0000,[204.99132  -65.47146    1.402539],20.0000,6.0000,[76.062256  -2.3695428  1.198278 ],20.0000,6.0000,[74.65373   34.223057   1.2688254],20.0000,4.0000,[211.98476  -75.32597    5.642039],20.0000,4.0000
503,[ 214.75912   -123.068954     3.7004364],20.0000,6.0000,[205.35507   -64.426056    1.5794536],20.0000,6.0000,[76.43044   -1.3414842  1.2846732],20.0000,6.0000,[74.82572   34.775658   1.2688307],20.0000,4.0000,[212.43336   -75.69251     5.6380305],20.0000,4.0000
504,[ 213.87373   -123.711845     3.7973368],20.0000,6.0000,[205.52916   -63.33296     1.7562644],20.0000,0.0000,[76.73307    -0.29270658  1.5028255 ],20.0000,6.0000,[74.99772   35.32826    1.2688358],20.0000,4.0000,[212.88184   -76.05908     5.6346855],20.0000,4.0000
505,[ 213.03358   -124.40992      4.0295024],20.0000,0.0000,[205.49072   -62.229572    1.3824999],20.0000,6.0000,[76.85459     0.79310006  1.760323  ],20.0000,6.0000,[75.16971   35.88086    1.2688408],20.0000,4.0000,[213.33022  -76.42563    5.631851],20.0000,4.0000
506,[ 212.34406   -125.25612      3.7451086],20.0000,6.0000,[205.74088   -61.166046    1.3920084],20.0000,6.0000,[76.753044   1.8850751  2.0229092],20.0000,6.0000,[75.341705  36.43346    1.2688456],20.0000,4.0000,[213.77855   -76.79214     5.6294174],20.0000,3.0000
507,[ 211.47722  -125.921875    3.836946],20.0000,6.0000,[205.98491   -60.100914    1.5740588],20.0000,6.0000,[76.414635   2.9341972  2.2683544],20.0000,6.0000,[75.5137    36.98606    1.2688501],20.0000,4.0000,[214.22868   -77.15622     5.5355463],20.0000,4.0000
508,[ 210.65587   -126.64129      4.0618873],20.0000,0.0000,[206.07228   -59.009068    1.8144625],20.0000,0.0000,[75.85311    3.887809   2.4844503],20.0000,6.0000,[75.6857    37.538662   1.2688546],20.0000,4.0000,[214.65622   -77.54633     5.5001974],20.0000,4.0000
509,[ 209.98505   -127.50247      3.7729018],20.0000,6.0000,[205.92485   -57.92094     1.5093713],20.0000,6.0000,[75.106094   4.7065067  2.6737354],20.0000,6.0000,[75.8577    38.091263   1.2688589],20.0000,4.0000,[215.07452  -77.94646    5.486891],20.0000,4.0000
510,[ 209.13138  -128.18433     3.862717],20.0000,0.0000,[206.0276    -56.833645    1.5630035],20.0000,0.0000,[74.21794   5.36917   2.848153],20.0000,6.0000,[76.0297   38.64386   1.268863],20.0000,4.0000,[215.48901  -78.35061    5.482262],20.0000,4.0000
511,[ 208.33551  -128.93225     3.534242],20.0000,6.0000,[206.06831  -55.74238    1.212907],20.0000,0.0000,[73.227135   5.8638997  3.0188239],20.0000,6.0000,[76.2017   39.19646   1.268867],20.0000,4.0000,[215.90186  -78.75645    5.481118],20.0000,4.0000
512,[ 207.36606   -129.44417      3.6188114],20.0000,6.0000,[206.39255    -54.698242     0.73470265],20.0000,0.0000,[72.16633    6.1802044  3.191246 ],20.0000,6.0000,[76.3737    39.749058   1.2688708],20.0000,4.0000,[216.31396   -79.163025    5.4813476],20.0000,4.0000
513,[ 206.4258   -130.00224     3.856244],20.0000,0.0000,[207.08008    -53.830994     0.24446546],20.0000,0.0000,[71.067055   6.308579   3.3663611],20.0000,6.0000,[76.54571   40.301655   1.2688745],20.0000,4.0000,[216.72572   -79.56993     5.4820833],20.0000,4.0000
514,[ 205.61247  -130.73047     3.578887],20.0000,6.0000,[208.07388   -53.30506     6.0948153],20.0000,0.0000,[69.962234   6.2433987  3.5431843],20.0000,6.0000,[76.71771   40.85425    1.2688781],20.0000,4.0000,[217.13728   -79.97701     5.4829717],20.0000,4.0000
515,[ 204.65395   -131.25755      3.6735885],20.0000,6.0000,[209.20108   -53.221226    5.7486267],20.0000,6.0000,[68.88598   5.985214  3.720579],20.0000,0.0000,[76.88972   41.40685    1.2688816],20.0000,4.0000,[217.54872   -80.3842      5.4838715],20.0000,4.0000
516,[ 203.73264   -131.84418      3.9037187],20.0000,0.0000,[210.2729   -53.55345    5.996259],20.0000,6.0000,[67.881744  5.526503  3.347346],20.0000,6.0000,[77.06173   41.959446   1.2688849],20.0000,4.0000,[217.96007   -80.79147     5.4847307],20.0000,4.0000
517,[ 202.94106  -132.59578     3.618204],20.0000,6.0000,[ 2.1135172e+02 -5.3754311e+01  1.1812031e-01],20.0000,6.0000,[66.80367    5.349233   3.3570733],20.0000,6.0000,[77.233734  42.512043   1.2688881],20.0000,4.0000,[218.37132   -81.1988      5.4855323],20.0000,3.0000
518,[ 201.9962    -133.14508      3.7096448],20.0000,6.0000,[212.43655  -53.63316    0.451529],20.0000,6.0000,[65.726494   5.1654844  3.539195 ],20.0000,6.0000,[77.40575   43.06464    1.2688912],20.0000,4.0000,[218.78465   -81.60412     5.3945155],20.0000,4.0000
519,[ 201.0895    -133.75334      3.9340687],20.0000,0.0000,[213.45738   -53.236614    0.7383252],20.0000,0.0000,[64.68484    4.8267674  3.779599 ],20.0000,0.0000,[77.57776   43.617237   1.2688943],20.0000,4.0000,[219.17337   -82.03399     5.3616753],20.0000,4.0000
520,[ 200.31366   -134.52129      3.6447608],20.0000,6.0000,[214.35153    -52.597363     0.44631374],20.0000,0.0000,[63.736824   4.2726555  3.4744706],20.0000,6.0000,[77.74976   44.16983    1.2688972],20.0000,4.0000,[219.55142   -82.47362     5.3516355],20.0000,4.0000
521,[ 199.37946   -135.08772      3.7343957],20.0000,0.0000,[215.34814  -52.15127    6.231023],20.0000,0.0000,[62.693478   3.9498556  3.5280545],20.0000,0.0000,[77.921776  44.722427   1.2688999],20.0000,4.0000,[219.92471   -82.91727     5.3508925],20.0000,4.0000
522,[ 198.49402  -135.72707     3.405684],20.0000,6.0000,[216.4438    -52.101353    5.7249675],20.0000,6.0000,[61.67028    3.5682883  3.1779335],20.0000,0.0000,[78.093796  45.27502    1.2689027],20.0000,4.0000,[220.29591   -83.362495    5.3536716],20.0000,3.0000
523,[ 197.4668    -136.10994      3.4900851],20.0000,0.0000,[217.47975  -52.50322    5.796618],20.0000,6.0000,[60.581703   3.4666193  2.6997185],20.0000,6.0000,[78.26581   45.827618   1.2689053],20.0000,4.0000,[220.6686   -83.8065     5.265741],20.0000,4.0000
524,[ 196.46863   -136.55911      3.1766753],20.0000,6.0000,[218.50626   -52.897102    6.0942836],20.0000,6.0000,[59.52453    3.784458   2.7600265],20.0000,6.0000,[78.43782   46.38021    1.2689078],20.0000,4.0000,[221.01424   -84.27326     5.2362013],20.0000,4.0000
525,[ 195.38252   -136.73326      3.2760594],20.0000,0.0000,[ 2.1958481e+02 -5.3068546e+01  1.2906870e-01],20.0000,0.0000,[58.47021    4.088077   3.0219333],20.0000,0.0000,[78.60984   46.932804   1.2689102],20.0000,4.0000,[221.34749   -84.74912     5.2305026],20.0000,4.0000
526,[ 194.3145    -136.98079      2.9845119],20.0000,6.0000,[220.67091   -52.95607     6.1491694],20.0000,0.0000,[57.380886   4.171989   2.7690735],20.0000,6.0000,[78.78185   47.4854     1.2689126],20.0000,4.0000,[221.6753    -85.22844     5.2342353],20.0000,4.0000
527,[ 193.2135    -136.95456      3.0970242],20.0000,0.0000,[221.75848   -53.05885     5.6932073],20.0000,6.0000,[56.3306     4.4832964  2.8746097],20.0000,0.0000,[78.95387   48.037994   1.2689148],20.0000,4.0000,[222.0009   -85.70882    5.240981],20.0000,3.0000
528,[ 192.11832   -137.0117       2.8159673],20.0000,0.0000,[222.74486   -53.54762     5.7530127],20.0000,6.0000,[55.259285   4.703868   2.5650473],20.0000,0.0000,[79.125885 48.590588  1.268917],20.0000,4.0000,[222.32835   -86.1878      5.1562634],20.0000,4.0000
529,[ 191.03156  -136.81822     2.382167],20.0000,6.0000,[223.73572   -54.01574     6.0012703],20.0000,0.0000,[54.265873   5.178478   2.1112325],20.0000,0.0000,[79.297905  49.14318    1.2689191],20.0000,4.0000,[222.62685   -86.68671     5.1291766],20.0000,4.0000
530,[ 190.0847    -136.23018      2.4969196],20.0000,0.0000,[224.79538   -54.28072     5.7386208],20.0000,6.0000,[53.501904   5.993051   1.6592352],20.0000,0.0000,[79.469925  49.695774   1.2689211],20.0000,4.0000,[222.91206  -87.19337    5.125837],20.0000,4.0000
531,[ 189.12308   -135.6928       2.2747302],20.0000,0.0000,[225.77518 -54.77002   5.84031],20.0000,6.0000,[53.12124   7.055133  1.276435],20.0000,0.0000,[79.641945 50.248367  1.268923],20.0000,4.0000,[223.19156 -87.70274   5.13162],20.0000,4.0000
532,[ 188.28009   -134.97661      1.8782333],20.0000,0.0000,[226.78304  -55.192238   6.07874 ],20.0000,0.0000,[53.16506    8.182462   0.9566955],20.0000,6.0000,[79.813965 50.80096   1.268925],20.0000,4.0000,[223.46895  -88.21274    5.139983],20.0000,3.0000
533,[ 187.71944   -134.00937      1.4595549],20.0000,0.0000,[227.853     -55.408344    5.7981634],20.0000,6.0000,[53.589096   9.2190695  1.201069 ],20.0000,0.0000,[79.985985  51.353554   1.2689269],20.0000,4.0000,[223.74849  -88.72136    5.056456],20.0000,4.0000
534,[ 187.56377   -132.89365      1.0880533],20.0000,0.0000,[228.84735  -55.862797   5.891239],20.0000,6.0000,[53.86441   10.283031   1.0450858],20.0000,6.0000,[80.158005  51.906143   1.2689286],20.0000,4.0000,[223.99742  -89.24695    5.030198],20.0000,4.0000
535,[ 187.82257   -131.7969       0.7632267],20.0000,0.0000,[229.86774  -56.251667   6.117975],20.0000,6.0000,[54.297626  11.293651   1.2076102],20.0000,0.0000,[80.33003   52.458736   1.2689303],20.0000,4.0000,[224.23239  -89.77891    5.027573],20.0000,4.0000
536,[ 188.42596    -130.84859       0.45012176],20.0000,0.0000,[ 2.3094002e+02 -5.6457607e+01  9.7503714e-02],20.0000,0.0000,[54.60549   12.344372   0.9356586],20.0000,6.0000,[80.50205  53.01133   1.268932],20.0000,4.0000,[224.46147  -90.31295    5.033936],20.0000,4.0000
537,[ 1.8929521e+02 -1.3013860e+02  1.2732358e-01],20.0000,6.0000,[232.03331  -56.42204    6.097566],20.0000,0.0000,[55.149372  13.299507   1.0468427],20.0000,0.0000,[80.67407   53.563923   1.2689335],20.0000,4.0000,[224.68846   -90.84735     5.0427327],20.0000,4.0000
538,[ 190.34705    -129.75885       0.34554186],20.0000,0.0000,[233.10837  -56.61143    5.626198],20.0000,6.0000,[55.61343    14.292039    0.75567913],20.0000,6.0000,[80.8461    54.116512   1.2689351],20.0000,4.0000,[224.91498   -91.38151     5.0512705],20.0000,4.0000
539,[ 1.9132962e+02 -1.2926559e+02  1.7413929e-01],20.0000,6.0000,[234.04514  -57.18417    5.679143],20.0000,6.0000,[56.311356  15.143038   0.8653634],20.0000,6.0000,[81.01812   54.669106   1.2689365],20.0000,4.0000,[225.1416    -91.915276    5.0586824],20.0000,4.0000
540,[ 192.38069    -128.94026       0.33369884],20.0000,0.0000,[234.9904   -57.736237   5.912336],20.0000,6.0000,[56.95428   16.029253   1.1306578],20.0000,0.0000,[81.19015  55.221695  1.268938],20.0000,4.0000,[225.36845   -92.44869     5.0648613],20.0000,4.0000
541,[ 1.9338255e+02 -1.2849767e+02  6.3998088e-02],20.0000,6.0000,[236.0132   -58.117813   6.190304],20.0000,0.0000,[57.39496   17.028261   0.8680096],20.0000,6.0000,[81.362175  55.77429    1.2689394],20.0000,4.0000,[225.59554  -92.98183    5.069961],20.0000,4.0000
542,[ 1.9446344e+02 -1.2829633e+02  1.7739299e-01],20.0000,0.0000,[237.09676   -58.25428     5.9144115],20.0000,0.0000,[58.041634   17.911013    0.96765536],20.0000,0.0000,[81.534195  56.32688    1.2689407],20.0000,4.0000,[225.82274  -93.51476    5.074186],20.0000,4.0000
543,[ 195.52087   -128.00896      6.1717362],20.0000,6.0000,[238.12946   -58.610157    5.4538493],20.0000,6.0000,[58.611874   18.843666    0.65069956],20.0000,6.0000,[81.70622  56.87947   1.268942],20.0000,4.0000,[226.05002  -94.047554   5.077721],20.0000,4.0000
544,[ 196.62137 -127.98995    6.28258],20.0000,6.0000,[238.97075  -59.319836   5.512264],20.0000,6.0000,[59.408268   19.599586    0.74281216],20.0000,6.0000,[81.87825   57.43206    1.2689432],20.0000,4.0000,[226.27731  -94.58025    5.080714],20.0000,4.0000
545,[ 197.71297    -127.9054        0.26540327],20.0000,0.0000,[239.82095  -60.011173   5.759172],20.0000,6.0000,[60.161938   20.392687    0.99056786],20.0000,0.0000,[82.05028   57.984653   1.2689444],20.0000,4.0000,[226.50458   -95.1129      5.0832787],20.0000,4.0000
546,[ 1.9875926e+02 -1.2759318e+02  2.9841862e-03],20.0000,6.0000,[240.77719  -60.53804    6.046424],20.0000,0.0000,[60.74112    21.318193    0.71935546],20.0000,6.0000,[82.2223    58.537243   1.2689456],20.0000,4.0000,[226.73181  -95.6455     5.085499],20.0000,4.0000
547,[ 1.99850586e+02 -1.27512955e+02  1.02677003e-01],20.0000,0.0000,[241.83102   -60.82425     5.7737985],20.0000,6.0000,[61.51242   22.094269   0.8162646],20.0000,6.0000,[82.394325  59.089836   1.2689466],20.0000,4.0000,[226.95895 -96.17809   5.08744],20.0000,4.0000
548,[ 200.93031   -127.34211      6.0688734],20.0000,6.0000,[242.79642   -61.334282    5.8654027],20.0000,6.0000,[62.230247  22.917608   1.0484089],20.0000,0.0000,[82.56635   59.642426   1.2689477],20.0000,4.0000,[227.18604   -96.71068     5.0891514],20.0000,4.0000
549,[ 202.02219  -127.45803     6.160945],20.0000,6.0000,[243.79384  -61.77774    6.084586],20.0000,0.0000,[62.775723  23.863096   0.7639963],20.0000,6.0000,[82.73838   60.195015   1.2689488],20.0000,4.0000,[227.41302   -97.24327     5.0906706],20.0000,5.0000
550,[ 2.03114655e+02 -1.27517334e+02  1.25451997e-01],20.0000,0.0000,[244.85684  -62.028336   5.791504],20.0000,6.0000,[63.525066   24.658785    0.85582614],20.0000,6.0000,[82.91041   60.747604   1.2689497],20.0000,4.0000,[227.63718   -97.77697     5.1837864],20.0000,5.0000
551,[ 204.19476  -127.35798     6.137387],20.0000,6.0000,[245.8315    -62.520496    5.8769383],20.0000,0.0000,[64.22095   25.50017    1.0807546],20.0000,0.0000,[83.08244   61.300198   1.2689507],20.0000,4.0000,[227.88998  -98.2977     5.310303],20.0000,5.0000
552,[ 205.2857   -127.44181     6.234282],20.0000,6.0000,[246.84181   -62.93417     5.5435133],20.0000,6.0000,[64.74558   26.457457   0.7917602],20.0000,6.0000,[83.25447   61.852787   1.2689517],20.0000,4.0000,[228.1828   -98.79851    5.446994],20.0000,5.0000
553,[ 2.0637796e+02 -1.2745429e+02  1.8322957e-01],20.0000,0.0000,[247.70729  -63.605087   5.624666],20.0000,6.0000,[65.479355   27.266918    0.88157034],20.0000,6.0000,[83.4265    62.405376   1.2689526],20.0000,4.0000,[228.51999   -99.27382     5.5835433],20.0000,6.0000
554,[ 207.45142   -127.25637      6.1819963],20.0000,6.0000,[248.60358   -64.230446    5.8553486],20.0000,6.0000,[66.159294  28.12103    1.1036406],20.0000,0.0000,[83.598526  62.957966   1.2689534],20.0000,4.0000,[228.90129  -99.71956    5.805298],20.0000,5.0000
555,[ 208.54306  -127.31079     6.273824],20.0000,6.0000,[249.59366 -64.69008   6.12396],20.0000,0.0000,[66.66755    29.087217    0.81284285],20.0000,6.0000,[83.77055   63.510555   1.2689543],20.0000,4.0000,[ 229.35388  -100.1041      5.952082],20.0000,5.0000
556,[ 209.63481   -127.29487      0.2155646],20.0000,6.0000,[250.66278  -64.91685    5.844163],20.0000,6.0000,[67.38802    29.908255    0.90150553],20.0000,6.0000,[83.94259   64.06315    1.2689551],20.0000,4.0000,[ 229.85469   -100.42753      6.0590615],20.0000,5.0000
557,[ 210.70755   -127.09086      0.4771205],20.0000,6.0000,[251.65387   -65.37432     5.9289794],20.0000,6.0000,[68.05428   30.772997   1.1221136],20.0000,0.0000,[84.11462  64.61574   1.268956],20.0000,4.0000,[ 230.3877   -100.693375    6.147721],20.0000,5.0000
558,[ 211.7193     -126.67101       0.74378794],20.0000,6.0000,[252.67203   -65.76815     6.1441045],20.0000,0.0000,[68.548    31.746775  0.830432],20.0000,6.0000,[84.286644  65.16833    1.2689567],20.0000,4.0000,[ 230.94286  -100.90563     6.231432],20.0000,5.0000
559,[ 212.62021   -126.03806      0.9960335],20.0000,6.0000,[253.74614   -65.96887     5.8489566],20.0000,6.0000,[69.25628   32.578197   0.9183895],20.0000,6.0000,[84.45868   65.72092    1.2689574],20.0000,4.0000,[ 2.3151407e+02 -1.0106613e+02  3.3186965e-02],20.0000,5.0000
560,[ 213.36275   -125.21849      1.2196846],20.0000,6.0000,[254.74261   -66.41465     5.9309053],20.0000,6.0000,[69.909966  33.452446   1.1381737],20.0000,0.0000,[84.63071   66.273506   1.2689581],20.0000,4.0000,[ 2.32096741e+02 -1.01174767e+02  1.20971054e-01],20.0000,5.0000
561,[ 213.91765   -124.25927      1.4142827],20.0000,6.0000,[255.76424  -66.79918    6.145572],20.0000,0.0000,[70.390045  34.433067   0.8460131],20.0000,6.0000,[84.80274   66.826096   1.2689588],20.0000,4.0000,[ 2.3268654e+02 -1.0123060e+02  2.1118264e-01],20.0000,5.0000
562,[ 214.27719   -123.210945     1.5908333],20.0000,6.0000,[256.83966   -66.9909      5.8508587],20.0000,6.0000,[71.08675   35.27413    0.9335302],20.0000,6.0000,[84.97477   67.378685   1.2689594],20.0000,4.0000,[ 233.27888    -101.23269       0.30289295],20.0000,5.0000
563,[ 214.4432    -122.115845     1.7615353],20.0000,6.0000,[257.83963   -67.42907     5.9346023],20.0000,6.0000,[71.72843   36.15721    1.1528283],20.0000,6.0000,[85.146805  67.931274   1.2689601],20.0000,4.0000,[ 233.86896   -101.18058      0.3953107],20.0000,4.0000
564,[ 214.41745   -121.00911      1.9332873],20.0000,6.0000,[258.8645   -67.8047     6.150515],20.0000,6.0000,[72.21168   37.13695    1.4109452],20.0000,6.0000,[85.31883   68.483864   1.2689607],20.0000,4.0000,[ 234.45062   -101.07167      0.3961852],20.0000,4.0000
565,[ 214.2014    -119.92363      2.1078281],20.0000,6.0000,[ 2.59939148e+02 -6.80038834e+01  1.23784766e-01],20.0000,0.0000,[72.48719   38.19818    1.6743988],20.0000,6.0000,[85.49087   69.03645    1.2689613],20.0000,4.0000,[ 235.02426    -100.94328       0.36504537],20.0000,4.0000
566,[ 213.79991   -118.89229      2.2843828],20.0000,6.0000,[261.03403   -67.962944    6.1170115],20.0000,6.0000,[72.52548   39.2996     1.9212991],20.0000,6.0000,[85.662895  69.58904    1.2689619],20.0000,4.0000,[ 235.59406    -100.81304       0.33060557],20.0000,4.0000
567,[ 213.22375   -117.9473       2.4617374],20.0000,6.0000,[262.10693  -68.16513    6.185883],20.0000,0.0000,[72.320984  40.38705    2.1389523],20.0000,6.0000,[85.83493   70.14163    1.2689624],20.0000,4.0000,[ 236.16255    -100.68661       0.30281535],20.0000,4.0000
568,[ 212.49013   -117.11851      2.6391108],20.0000,6.0000,[263.1911    -68.29382     5.8430986],20.0000,6.0000,[71.89529  41.4103    2.329286],20.0000,6.0000,[86.00696  70.69422   1.268963],20.0000,4.0000,[ 236.73071    -100.56442       0.28262737],20.0000,4.0000
569,[ 211.62189  -116.431984    2.816235],20.0000,6.0000,[264.20026   -68.71293     5.9186254],20.0000,6.0000,[71.2832    42.334076   2.5040965],20.0000,6.0000,[86.17899   71.24681    1.2689635],20.0000,4.0000,[ 237.29883  -100.44545     0.268346],20.0000,4.0000
570,[ 210.64629   -115.909134     2.9931393],20.0000,6.0000,[265.229     -69.0787      6.1365204],20.0000,0.0000,[70.51745   43.13417    2.6747496],20.0000,6.0000,[86.35103   71.7994     1.2689639],20.0000,4.0000,[ 237.86691   -100.32857      0.2581248],20.0000,4.0000
571,[ 209.59389  -115.566154    3.169937],20.0000,6.0000,[266.30716   -69.24974     5.8453507],20.0000,6.0000,[69.625565 43.78986   2.847029],20.0000,6.0000,[86.523056  72.35199    1.2689644],20.0000,4.0000,[ 238.43497    -100.212975      0.25058848],20.0000,4.0000
572,[ 208.49756   -115.41364      3.3467166],20.0000,6.0000,[267.31598   -69.66928     5.9346743],20.0000,6.0000,[68.634094  44.28169    3.0220296],20.0000,6.0000,[86.69509   72.90458    1.2689649],20.0000,4.0000,[ 239.00299    -100.09813       0.24483028],20.0000,4.0000
573,[ 207.39153  -115.45634     3.523516],20.0000,6.0000,[268.3486   -70.02366    6.156821],20.0000,0.0000,[67.57213   44.59327    3.1988022],20.0000,6.0000,[86.86713   73.45717    1.2689654],20.0000,4.0000,[239.57094   -99.98371     0.2402779],20.0000,4.0000
574,[ 206.31023   -115.6929       3.7003381],20.0000,6.0000,[269.42923   -70.17875     5.8661747],20.0000,6.0000,[66.47189   44.71359    3.3761911],20.0000,6.0000,[87.03916   74.00976    1.2689657],20.0000,4.0000,[ 2.4013882e+02 -9.9869530e+01  2.3657192e-01],20.0000,3.0000
575,[ 205.28741   -116.11598      3.8771737],20.0000,6.0000,[270.44427   -70.5824      5.9549966],20.0000,0.0000,[65.36762  44.63819   3.553522],20.0000,6.0000,[87.21119   74.56234    1.2689662],20.0000,4.0000,[ 2.4070596e+02 -9.9752563e+01  1.4172423e-01],20.0000,3.0000
576,[ 204.35497  -116.71239     4.054013],20.0000,6.0000,[271.48807  -70.90341    5.625276],20.0000,6.0000,[64.29389   44.36934    3.7305984],20.0000,6.0000,[87.383224  75.11493    1.2689666],20.0000,4.0000,[ 2.4127832e+02 -9.9666748e+01  1.3897566e-02],20.0000,3.0000
577,[ 203.54198 -117.46353    4.23085],20.0000,6.0000,[272.41232   -71.492516    5.7089677],20.0000,6.0000,[63.284294  43.915577   3.9074755],20.0000,6.0000,[87.55526  75.66752   1.268967],20.0000,4.0000,[241.85655   -99.62532     6.1595817],20.0000,3.0000
