step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3
173,[181.30634  -13.683557   5.041609],20.0000,6.0000,[180.7693     26.457136    0.2066755],20.0000,0.0000,[178.73795   -46.52666     5.5074105],20.0000,6.0000,[173.9699     53.29403     6.0200863],20.0000,6.0000,[158.16766   -68.762024    5.8598475],20.0000,6.0000,[168.9151   -60.789505   5.982822],20.0000,5.0000,[158.88611    36.97921     2.9952977],20.0000,4.0000,[209.87764  -54.787598   5.896961],20.0000,4.0000
174,[181.73175   -14.691712    5.1418734],20.0000,6.0000,[181.81851    26.77224     6.1859937],20.0000,6.0000,[179.54332   -47.26439     5.7370133],20.0000,6.0000,[175.06091    53.147625    6.1256495],20.0000,0.0000,[159.14218   -69.25633     5.8979373],20.0000,6.0000,[169.45436  -61.004536   6.106326],20.0000,5.0000,[158.33159    37.186092    2.9958735],20.0000,4.0000,[210.41371   -55.005745    5.8969555],20.0000,4.0000
175,[182.2236   -15.667037   5.375529],20.0000,6.0000,[1.8291876e+02 2.6808296e+01 8.7054875e-03],20.0000,0.0000,[180.465    -47.849598   6.001737],20.0000,0.0000,[176.15541    53.079998    5.8398714],20.0000,6.0000,[160.13133  -69.72174    6.090002],20.0000,6.0000,[170.01164   -61.175934    6.2374563],20.0000,5.0000,[157.77394    37.37215     2.9644468],20.0000,4.0000,[210.94977   -55.22389     5.8969502],20.0000,4.0000
176,[182.88052  -16.538992   5.642119],20.0000,0.0000,[184.00935   26.922815   6.006386],20.0000,6.0000,[181.49512   -48.21668     5.7197866],20.0000,6.0000,[177.20448    52.74455     5.9550114],20.0000,0.0000,[ 1.6118324e+02 -7.0030190e+01  4.8157997e-02],20.0000,0.0000,[ 1.7058553e+02 -6.1295498e+01  8.1843399e-02],20.0000,5.0000,[157.21867    37.55468     2.9298203],20.0000,4.0000,[211.48584  -55.442028   5.896945],20.0000,4.0000
177,[183.71655  -17.243793   5.360894],20.0000,6.0000,[185.09952    26.765894    6.1216373],20.0000,0.0000,[182.41678   -48.801533    5.8006716],20.0000,6.0000,[178.27185    52.492786    5.6752462],20.0000,6.0000,[162.27965  -70.104576   6.022702],20.0000,6.0000,[171.17134    -61.357952     0.20074302],20.0000,5.0000,[156.66652    37.739853    2.9019334],20.0000,4.0000,[212.0219    -55.660168    5.8969398],20.0000,4.0000
178,[184.37497   -18.114408    5.4424586],20.0000,6.0000,[186.19386    26.694628    5.8419147],20.0000,0.0000,[183.37234  -49.32971    6.014045],20.0000,0.0000,[179.25125    51.989197    5.7922487],20.0000,0.0000,[163.32407   -70.42439     6.0714803],20.0000,6.0000,[171.76256   -61.36092     0.3098842],20.0000,5.0000,[156.11684    37.92853     2.8817027],20.0000,4.0000,[212.55797  -55.878307   5.896935],20.0000,4.0000
179,[185.08543  -18.943438   5.656104],20.0000,0.0000,[187.25084   26.376595   5.408367],20.0000,0.0000,[184.40942  -49.675      5.717545],20.0000,6.0000,[180.26324    51.56692     5.5125957],20.0000,0.0000,[164.38016  -70.705376   6.269464],20.0000,0.0000,[172.35223    -61.304665     0.41087455],20.0000,5.0000,[155.56888    38.11994     2.8674052],20.0000,4.0000,[213.09402  -56.096447   5.89693 ],20.0000,4.0000
180,[185.9363    -19.629513    5.3597956],20.0000,6.0000,[188.13708    25.69465     4.9723015],20.0000,6.0000,[185.33585   -50.252316    5.7973256],20.0000,6.0000,[181.16005   50.92363    5.078652],20.0000,6.0000,[165.47052  -70.79891    5.963619],20.0000,6.0000,[172.93405    -61.191097     0.50644386],20.0000,5.0000,[155.02202    38.31314     2.8571796],20.0000,4.0000,[213.6301    -56.314583    5.8969254],20.0000,4.0000
181,[186.60242  -20.494299   5.439843],20.0000,6.0000,[188.67474   24.708136   5.149332],20.0000,0.0000,[186.29486   -50.773823    6.0108013],20.0000,6.0000,[181.76082   49.984966   5.192591],20.0000,0.0000,[166.50502  -71.14725    6.034434],20.0000,6.0000,[173.50249   -61.022728    0.5991493],20.0000,5.0000,[154.47585    38.50743     2.8496435],20.0000,4.0000,[214.16615  -56.532715   5.896921],20.0000,4.0000
182,[187.31873  -21.318047   5.653455],20.0000,0.0000,[189.2727    23.782682   4.987694],20.0000,0.0000,[187.3288   -51.12968    6.265968],20.0000,0.0000,[182.39653    49.085342    4.9695034],20.0000,0.0000,[167.55664   -71.44092     6.2441163],20.0000,6.0000,[174.05263   -60.802082    0.6907605],20.0000,5.0000,[153.9301    38.70234    2.843887],20.0000,4.0000,[214.70222  -56.75085    5.896917],20.0000,4.0000
183,[188.17366   -21.998283    5.3581495],20.0000,6.0000,[189.72942   22.777426   4.610201],20.0000,6.0000,[188.41843   -51.250492    5.9733124],20.0000,6.0000,[182.84743    48.075245    4.5726786],20.0000,0.0000,[168.64442    -71.5587       0.21376647],20.0000,0.0000,[174.57993   -60.531612    0.7822279],20.0000,5.0000,[153.38463    38.897587    2.8393369],20.0000,4.0000,[215.2383   -56.968983   5.896913],20.0000,4.0000
184,[188.84488   -22.859255    5.4408956],20.0000,6.0000,[189.82826    21.670012    4.7372236],20.0000,0.0000,[189.44984   -51.6088      6.0383315],20.0000,6.0000,[182.93489    46.96065     4.1540275],20.0000,6.0000,[169.7345    -71.43474     6.2005873],20.0000,6.0000,[175.08005   -60.213825    0.8739203],20.0000,5.0000,[152.83932    39.092995    2.8356328],20.0000,4.0000,[215.77437  -57.18711    5.896909],20.0000,4.0000
185,[189.56732   -23.677534    5.6561275],20.0000,6.0000,[189.99425    20.582245    4.5072403],20.0000,6.0000,[190.49812  -51.916283   6.244172],20.0000,0.0000,[182.57777   45.896706   4.333236],20.0000,0.0000,[170.81972   -71.55625     6.2609982],20.0000,6.0000,[175.54878    -59.851437     0.96589196],20.0000,5.0000,[152.29413    39.288467    2.8325453],20.0000,4.0000,[216.31042   -57.405243    5.8969054],20.0000,4.0000
186,[190.41734   -24.364775    5.9122715],20.0000,0.0000,[189.9256    19.481596   4.65375 ],20.0000,0.0000,[191.586     -52.03177     5.9424276],20.0000,6.0000,[182.311      44.827995    4.1668878],20.0000,0.0000,[171.90994    -71.628075     0.18135637],20.0000,0.0000,[175.9822   -59.447475   1.058073],20.0000,5.0000,[151.74901    39.48394     2.8299236],20.0000,4.0000,[216.8465    -57.62337     5.8969016],20.0000,4.0000
187,[191.39966   -24.850428    5.6216373],20.0000,6.0000,[189.96623   18.385778   4.390827],20.0000,0.0000,[192.614    -52.398804   6.016169],20.0000,6.0000,[181.88635    43.80886     3.7865086],20.0000,0.0000,[172.99721  -71.50537    6.161444],20.0000,6.0000,[176.37654   -59.005325    1.1503737],20.0000,5.0000,[151.20393    39.679375    2.8276644],20.0000,4.0000,[217.38257   -57.8415      5.8968983],20.0000,4.0000
188,[192.24666   -25.53935     5.6895075],20.0000,6.0000,[189.77217    17.299902    3.9612694],20.0000,6.0000,[193.66077   -52.709114    6.2270193],20.0000,0.0000,[181.15207    42.9692      3.3620636],20.0000,6.0000,[174.0802   -71.64185    6.234033],20.0000,6.0000,[176.72849   -58.528713    1.2427258],20.0000,5.0000,[150.65887    39.87475     2.8256953],20.0000,4.0000,[217.91864   -58.059624    5.8968945],20.0000,4.0000
189,[193.12817   -26.184458    5.8967757],20.0000,0.0000,[189.18883   16.351175   4.073434],20.0000,0.0000,[194.7475   -52.825554   5.929949],20.0000,6.0000,[180.14314    42.479645    3.5289695],20.0000,0.0000,[ 1.7516924e+02 -7.1719856e+01  1.6123328e-01],20.0000,0.0000,[177.03499  -58.021683   1.33509 ],20.0000,5.0000,[150.11383    40.070045    2.8239622],20.0000,4.0000,[218.45471   -58.27775     5.8968916],20.0000,4.0000
190,[194.11247  -26.661617   5.595934],20.0000,6.0000,[188.65584   15.387329   3.846509],20.0000,0.0000,[195.7754    -53.19302     6.0100684],20.0000,6.0000,[179.18887    41.929058    3.3547382],20.0000,0.0000,[176.25566  -71.60022    6.147065],20.0000,6.0000,[177.29343  -57.488544   1.427449],20.0000,5.0000,[149.56879    40.26526     2.8224254],20.0000,4.0000,[218.99078   -58.495872    5.8968883],20.0000,4.0000
191,[194.95557   -27.354937    5.6705317],20.0000,6.0000,[187.94063    14.543458    3.4478626],20.0000,6.0000,[196.8233    -53.498825    6.2237773],20.0000,0.0000,[178.15768    41.533424    2.9728622],20.0000,6.0000,[177.33849   -71.73844     6.2268333],20.0000,6.0000,[177.5016    -56.93385     1.5197984],20.0000,5.0000,[149.02374    40.46038     2.8210535],20.0000,4.0000,[219.52686  -58.713997   5.896885],20.0000,4.0000
192,[195.83592   -28.000647    5.8817244],20.0000,0.0000,[186.96758    14.000262    3.5794692],20.0000,0.0000,[197.91025   -53.60892     5.9285703],20.0000,6.0000,[177.04572   41.505943   3.100495],20.0000,0.0000,[ 1.7842760e+02 -7.1812408e+01  1.5717629e-01],20.0000,0.0000,[177.65775   -56.362316    1.6121399],20.0000,5.0000,[148.47868    40.65541     2.8198216],20.0000,4.0000,[220.06293  -58.93212    5.896882],20.0000,4.0000
193,[196.81946   -28.477194    5.5848737],20.0000,6.0000,[186.04008    13.406941    3.3624294],20.0000,6.0000,[198.94035  -53.970436   6.011541],20.0000,6.0000,[175.94934    41.41091     2.8728418],20.0000,6.0000,[179.5129    -71.68697     6.1450524],20.0000,6.0000,[177.76053   -55.77882     1.7044765],20.0000,5.0000,[147.93361    40.85035     2.8187099],20.0000,4.0000,[220.599    -59.15024    5.896879],20.0000,4.0000
194,[197.66292   -29.170155    5.6652875],20.0000,6.0000,[185.0095     13.014364    3.5154715],20.0000,0.0000,[199.99052   -54.2682      6.2269254],20.0000,0.0000,[174.85524   41.54923    3.020598],20.0000,0.0000,[180.59654   -71.81928     6.2278595],20.0000,6.0000,[177.80907   -55.188335    1.7968107],20.0000,5.0000,[147.3885     41.045197    2.8177025],20.0000,4.0000,[221.13507   -59.368362    5.8968763],20.0000,4.0000
195,[198.54616   -29.811646    5.8791513],20.0000,0.0000,[184.03114    12.519383    3.2549105],20.0000,6.0000,[201.07814   -54.368843    5.9325905],20.0000,6.0000,[173.75903    41.57714     2.7581882],20.0000,6.0000,[ 1.8168613e+02 -7.1885132e+01  1.5995075e-01],20.0000,0.0000,[177.80296   -54.595886    1.8891442],20.0000,5.0000,[146.8434     41.23995     2.8167856],20.0000,4.0000,[221.67114  -59.586483   5.896874],20.0000,4.0000
196,[199.5322   -30.281988   5.584031],20.0000,6.0000,[182.96239   12.257173   3.375969],20.0000,0.0000,[202.11142   -54.72154     6.0170536],20.0000,0.0000,[172.694      41.854736    2.8792357],20.0000,0.0000,[182.77007  -71.75049    6.148751],20.0000,6.0000,[177.74225   -54.006527    1.9814777],20.0000,5.0000,[146.29826    41.434612    2.8159485],20.0000,4.0000,[222.20721  -59.804604   5.896871],20.0000,4.0000
197,[200.37994  -30.969854   5.667144],20.0000,6.0000,[181.92383    11.906688    3.0940778],20.0000,6.0000,[203.16902   -54.992184    5.6829586],20.0000,6.0000,[171.61372    42.04073     2.5980673],20.0000,6.0000,[183.8549    -71.87368     6.2331233],20.0000,0.0000,[177.62746   -53.425278    2.0738115],20.0000,5.0000,[145.75313    41.629192    2.8151813],20.0000,4.0000,[222.74329   -60.02272     5.8968687],20.0000,4.0000
198,[201.26814   -31.60439     5.8826227],20.0000,0.0000,[180.82677    11.816548    3.2080543],20.0000,0.0000,[204.1183   -55.53784    5.763744],20.0000,6.0000,[170.60573   42.483192   2.712567],20.0000,0.0000,[184.94592   -71.91157     5.8989577],20.0000,6.0000,[177.45956   -52.857086    2.1661458],20.0000,5.0000,[145.20795    41.82368     2.8144765],20.0000,4.0000,[223.27936   -60.240837    5.8968663],20.0000,4.0000
199,[202.25809   -32.065926    5.5883317],20.0000,6.0000,[179.74445   11.641389   2.925097],20.0000,6.0000,[205.09193   -56.034096    5.9936233],20.0000,0.0000,[169.57024    42.84354     2.4300454],20.0000,6.0000,[185.99      -72.24131     5.9797015],20.0000,6.0000,[177.23999  -52.306797   2.25848 ],20.0000,4.0000,[144.66275   42.01809    2.813827],20.0000,4.0000,[223.81543  -60.458954   5.896864],20.0000,4.0000
200,[203.11188  -32.746437   5.672874],20.0000,6.0000,[178.64728    11.734472    3.0401034],20.0000,0.0000,[206.14075  -56.336704   5.711118],20.0000,6.0000,[168.649      43.446674    2.5452328],20.0000,6.0000,[187.04732  -72.51758    6.209481],20.0000,0.0000,[176.96832   -51.780983    2.2590559],20.0000,5.0000,[144.11754   42.212418   2.813227],20.0000,4.0000,[224.3515   -60.67707    5.896862],20.0000,4.0000
201,[204.00606  -33.372482   5.889393],20.0000,0.0000,[177.55078   11.741257   2.759013],20.0000,6.0000,[207.09407  -56.8724     5.803911],20.0000,6.0000,[167.6973     43.98818     2.8147666],20.0000,0.0000,[188.13658   -72.588646    5.9269037],20.0000,6.0000,[176.68265   -51.266598    2.3193877],20.0000,5.0000,[143.57231    42.40667     2.8126717],20.0000,4.0000,[224.88757   -60.895187    5.8968596],20.0000,4.0000
202,[205.00053  -33.82384    5.595549],20.0000,6.0000,[176.48387    12.013885    2.8751009],20.0000,0.0000,[208.07826   -57.345703    6.0316715],20.0000,0.0000,[166.65486    44.313084    2.5537791],20.0000,6.0000,[189.18248  -72.90789    6.019671],20.0000,6.0000,[176.366    -50.770805   2.410075],20.0000,4.0000,[143.02705    42.600845    2.8121562],20.0000,4.0000,[225.42365   -61.113304    5.8968577],20.0000,4.0000
203,[205.86124   -34.495724    5.6809196],20.0000,6.0000,[175.40332    12.200546    2.5947382],20.0000,6.0000,[209.13394  -57.623283   5.744699],20.0000,6.0000,[165.704      44.85457     2.6538644],20.0000,0.0000,[190.24515   -73.15959     6.2473936],20.0000,0.0000,[176.0077    -50.303562    2.4199426],20.0000,4.0000,[142.48178   42.79495    2.811677],20.0000,4.0000,[225.95973  -61.331417   5.896856],20.0000,4.0000
204,[206.76195   -35.112328    5.8981304],20.0000,0.0000,[174.3954     12.644047    2.7110722],20.0000,0.0000,[210.09764   -58.138523    5.8355513],20.0000,6.0000,[164.71207    45.31399     2.3369277],20.0000,6.0000,[191.33578   -73.20483     5.9603972],20.0000,6.0000,[175.63531  -49.850677   2.399204],20.0000,5.0000,[141.93648    42.98898     2.8112307],20.0000,4.0000,[226.4958   -61.54953    5.896854],20.0000,4.0000
205,[207.76126   -35.552723    5.6046014],20.0000,6.0000,[173.3599     13.004743    2.4307513],20.0000,6.0000,[211.0915   -58.590466   6.059139],20.0000,0.0000,[163.86972    46.018272    2.4289377],20.0000,6.0000,[192.3874   -73.501915   6.051239],20.0000,6.0000,[175.26305   -49.40035     2.4640846],20.0000,4.0000,[141.39116    43.182945    2.8108144],20.0000,4.0000,[227.03188  -61.767643   5.896852],20.0000,4.0000
206,[208.6293    -36.215176    5.6904883],20.0000,6.0000,[172.43796    13.606905    2.5470524],20.0000,6.0000,[212.15242  -58.847683   5.769301],20.0000,6.0000,[162.99532    46.675846    2.6764832],20.0000,6.0000,[193.45496   -73.73072     6.2748117],20.0000,0.0000,[174.8646    -48.972347    2.4743478],20.0000,4.0000,[140.84583   43.376846   2.810425],20.0000,4.0000,[227.56795  -61.985756   5.89685 ],20.0000,4.0000
207,[209.53687  -36.821674   5.908162],20.0000,0.0000,[171.48524    14.146655    2.8172219],20.0000,0.0000,[213.12474   -59.345722    5.8586173],20.0000,6.0000,[162.01746    47.160942    2.9556885],20.0000,0.0000,[194.54634   -73.75497     5.9849644],20.0000,6.0000,[174.45667   -48.554928    2.4632418],20.0000,4.0000,[140.30048   43.570686   2.810061],20.0000,4.0000,[228.10402  -62.20387    5.896848],20.0000,4.0000
208,[210.5411    -37.250557    5.6148624],20.0000,6.0000,[170.44208   14.469137   2.556415],20.0000,6.0000,[214.12619   -59.780308    6.0800433],20.0000,0.0000,[160.95303   47.406975   2.679248],20.0000,6.0000,[195.6027    -74.033424    6.0742745],20.0000,6.0000,[174.04665   -48.141376    2.4464698],20.0000,5.0000,[139.7551     43.76446     2.8097196],20.0000,4.0000,[228.6401   -62.42198    5.896847],20.0000,4.0000
209,[211.41673   -37.903027    5.7010765],20.0000,6.0000,[169.48987    15.008257    2.6565301],20.0000,6.0000,[215.19121  -60.020393   5.788852],20.0000,6.0000,[159.96974    47.881126    2.7671545],20.0000,0.0000,[ 1.9667393e+02 -7.4243668e+01  1.2507681e-02],20.0000,0.0000,[173.6392    -47.726303    2.5223448],20.0000,4.0000,[139.2097     43.958183    2.8093991],20.0000,4.0000,[229.17618  -62.64009    5.896845],20.0000,4.0000
210,[212.33128   -38.498936    5.9190555],20.0000,0.0000,[168.50511   15.480937   2.8901  ],20.0000,0.0000,[216.17096  -60.50324    5.877216],20.0000,0.0000,[158.95105    48.2733      2.4333062],20.0000,6.0000,[197.76566  -74.25032    6.004497],20.0000,6.0000,[173.20726  -47.335213   2.542843],20.0000,4.0000,[138.66429   44.151848   2.809098],20.0000,5.0000,[229.71225   -62.858204    5.8968434],20.0000,4.0000
211,[213.3405   -38.915916   5.625911],20.0000,6.0000,[167.44821   15.753794   2.606104],20.0000,6.0000,[217.18591  -60.906113   5.546916],20.0000,6.0000,[158.072      48.924984    2.5134454],20.0000,6.0000,[198.82605   -74.51235     6.0928574],20.0000,0.0000,[172.76566   -46.955563    2.5405385],20.0000,4.0000,[138.11984    44.348267    2.9005733],20.0000,4.0000,[230.24834  -63.076313   5.896842],20.0000,4.0000
212,[214.22379  -39.558      5.712332],20.0000,6.0000,[166.481      16.262815    2.6980245],20.0000,6.0000,[218.06018   -61.566902    5.6301956],20.0000,0.0000,[157.16202   49.52953    2.740064],20.0000,6.0000,[199.90369  -74.688736   5.762553],20.0000,6.0000,[172.321    -46.580654   2.530303],20.0000,4.0000,[137.56409    44.511917    2.9338732],20.0000,4.0000,[230.78441   -63.294422    5.8968406],20.0000,4.0000
213,[215.14539   -40.14297     5.9305086],20.0000,0.0000,[165.48401    16.707966    2.9228928],20.0000,0.0000,[218.97491   -62.167667    5.3147635],20.0000,6.0000,[156.16254    49.96852     3.0055935],20.0000,0.0000,[200.8991    -75.14716     5.8458295],20.0000,0.0000,[171.87595   -46.20727     2.5187304],20.0000,4.0000,[137.00424    44.661957    2.9446654],20.0000,4.0000,[231.32048  -63.51253    5.896839],20.0000,4.0000
214,[216.15953  -40.547768   5.637467],20.0000,6.0000,[164.4212    16.957115   2.633833],20.0000,6.0000,[219.70407  -62.990997   5.412766],20.0000,0.0000,[155.08911   50.17532    2.724585],20.0000,6.0000,[201.92119   -75.5383      5.5303917],20.0000,6.0000,[171.43143  -45.83408    2.508316],20.0000,5.0000,[136.44286    44.806084    2.9462824],20.0000,4.0000,[231.85657   -63.73064     5.8968377],20.0000,4.0000
215,[217.0505   -41.17917    5.724017],20.0000,0.0000,[163.44484   17.447378   2.723598],20.0000,6.0000,[220.48505  -63.760292   5.11984 ],20.0000,6.0000,[154.08974    50.614357    2.8077717],20.0000,0.0000,[202.8096    -76.18656     5.6283903],20.0000,0.0000,[170.98936   -45.45826     2.5914233],20.0000,4.0000,[135.88089    44.947666    2.9443433],20.0000,4.0000,[232.39264   -63.94875     5.8968363],20.0000,4.0000
216,[217.98857  -41.737827   5.391769],20.0000,6.0000,[162.43987    17.87382     2.9455998],20.0000,0.0000,[221.05174   -64.70459     5.2316885],20.0000,0.0000,[153.059      50.973633    2.4715834],20.0000,6.0000,[203.7371    -76.77094     5.3354607],20.0000,6.0000,[170.52483   -45.1087      2.6179245],20.0000,4.0000,[135.31879   45.08818    2.941248],20.0000,4.0000,[232.92871   -64.166855    5.8968353],20.0000,4.0000
217,[218.74593  -42.52926    5.473724],20.0000,6.0000,[161.3729     18.104881    2.6547587],20.0000,6.0000,[221.68538  -65.599686   4.950264],20.0000,6.0000,[152.16086    51.597748    2.5507596],20.0000,6.0000,[204.4927   -77.57213    5.447307],20.0000,0.0000,[170.05133   -44.77133     2.6210961],20.0000,4.0000,[134.75667    45.228256    2.9379892],20.0000,5.0000,[233.4648   -64.384964   5.896834],20.0000,4.0000
218,[219.54015   -43.280212    5.7062235],20.0000,0.0000,[160.38896   18.579288   2.743389],20.0000,6.0000,[222.08505   -66.62596     5.0669227],20.0000,6.0000,[151.23256    52.173325    2.7744925],20.0000,6.0000,[205.30318   -78.310936    5.1658816],20.0000,6.0000,[169.57458   -44.439262    2.6153188],20.0000,4.0000,[134.19519    45.371048    3.0266976],20.0000,4.0000,[234.00087  -64.60307    5.896833],20.0000,5.0000
