step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3
113,[1.2168528e+02 4.9229406e-02 5.5306919e-02],20.0000,0.0000,[119.568115  25.743845   5.907251],20.0000,6.0000,[ 1.1844700e+02 -2.7314150e+01  9.2505366e-02],20.0000,0.0000,[112.23209   52.72456    5.825569],20.0000,6.0000,[ 1.0630459e+02 -4.5971943e+01  4.2589739e-02],20.0000,6.0000,[138.0309    -44.982704    5.8601513],20.0000,4.0000,[138.98126    26.05056     6.1188784],20.0000,4.0000,[177.71684  -41.69167    5.898237],20.0000,4.0000
114,[1.22775421e+02 1.04977384e-01 6.05216217e+00],20.0000,6.0000,[120.60296   25.392546   5.998373],20.0000,6.0000,[119.53517   -27.227148    6.0862036],20.0000,6.0000,[113.22184   52.263638   6.049544],20.0000,0.0000,[107.39412    -45.901268     0.26673305],20.0000,0.0000,[138.5584   -45.22081    5.860129],20.0000,4.0000,[139.55148   25.951487   6.118633],20.0000,4.0000,[178.25276  -41.910168   5.898183],20.0000,4.0000
115,[ 1.2385014e+02 -9.3203388e-02  6.1432838e+00],20.0000,6.0000,[121.65723    25.108673    6.2223477],20.0000,0.0000,[120.61447  -27.396399   6.175734],20.0000,6.0000,[114.28044    51.99707     5.7599516],20.0000,6.0000,[108.45073   -45.626945    6.2604327],20.0000,6.0000,[139.0859   -45.458908   5.860107],20.0000,4.0000,[140.12172   25.85246    6.118401],20.0000,4.0000,[178.78868  -42.12865    5.898131],20.0000,4.0000
116,[ 1.2493435e+02 -2.2186159e-01  8.4073551e-02],20.0000,0.0000,[122.74589    25.028093    5.9327555],20.0000,6.0000,[ 1.21701591e+02 -2.74962101e+01  1.14251636e-01],20.0000,0.0000,[115.24841    51.490578    5.8494186],20.0000,6.0000,[ 1.0954303e+02 -4.5606533e+01  6.6778734e-02],20.0000,6.0000,[139.6134   -45.697      5.860086],20.0000,4.0000,[140.69196   25.753483   6.118182],20.0000,4.0000,[179.32462   -42.347122    5.8980813],20.0000,4.0000
117,[126.02325     -0.14438662   6.0776668 ],20.0000,6.0000,[123.78654   24.695585   6.022223],20.0000,6.0000,[122.78826   -27.391224    6.1064143],20.0000,6.0000,[116.24607    51.04733     6.0710397],20.0000,0.0000,[110.631      -45.516376     0.28848296],20.0000,0.0000,[140.14091  -45.935085   5.860066],20.0000,4.0000,[141.26219    25.65455     6.1179748],20.0000,4.0000,[179.86055  -42.56558    5.898033],20.0000,4.0000
118,[127.101      -0.3231357   6.167134 ],20.0000,6.0000,[124.84555   24.430481   6.243844],20.0000,0.0000,[123.8699   -27.543404   6.194909],20.0000,6.0000,[117.30898   50.79815    5.779967],20.0000,6.0000,[111.683014  -45.2246      6.2806463],20.0000,6.0000,[140.66843   -46.173164    5.8600464],20.0000,4.0000,[141.83244    25.555662    6.1177783],20.0000,4.0000,[180.3965    -42.78402     5.8979874],20.0000,4.0000
119,[ 1.28187195e+02 -4.32535678e-01  1.05569765e-01],20.0000,0.0000,[125.93548   24.367777   5.952771],20.0000,6.0000,[124.95839    -27.62634      0.13213022],20.0000,0.0000,[118.28462    50.30699     5.8684235],20.0000,6.0000,[ 1.12774666e+02 -4.51869698e+01  8.59561786e-02],20.0000,6.0000,[141.19594  -46.41124    5.860028],20.0000,4.0000,[142.4027    25.456816   6.117593],20.0000,4.0000,[180.93243  -43.002453   5.897943],20.0000,4.0000
120,[129.27475     -0.33719245   6.0976825 ],20.0000,6.0000,[126.98103    24.051687    6.0412273],20.0000,6.0000,[126.04345   -27.505318    6.1235156],20.0000,6.0000,[119.28894   49.879208   6.088784],20.0000,0.0000,[113.86104   -45.07996     0.3063635],20.0000,0.0000,[141.72346   -46.64931     5.8600097],20.0000,4.0000,[142.97296    25.35801     6.1174164],20.0000,4.0000,[181.4684   -43.22087    5.897901],20.0000,4.0000
121,[130.355      -0.4989841   6.1861386],20.0000,6.0000,[128.04396    23.802965    6.2615886],20.0000,0.0000,[127.12708   -27.64184     6.2113686],20.0000,6.0000,[120.35547    49.645668    5.7969575],20.0000,6.0000,[ 1.1490870e+02 -4.4772667e+01  1.4563784e-02],20.0000,6.0000,[142.25098   -46.887375    5.8599925],20.0000,4.0000,[143.54323   25.259241   6.117249],20.0000,4.0000,[182.00435 -43.43928   5.89786],20.0000,4.0000
122,[ 1.3144269e+02 -5.9160942e-01  1.2331447e-01],20.0000,0.0000,[129.13475   23.756289   5.969762],20.0000,6.0000,[128.21661    -27.709257     0.14784989],20.0000,0.0000,[121.33799    49.168655    5.8847866],20.0000,6.0000,[ 1.1599959e+02 -4.4719269e+01  1.0241705e-01],20.0000,6.0000,[142.7785   -47.12544    5.859976],20.0000,4.0000,[144.11351    25.160511    6.1170897],20.0000,4.0000,[182.54031  -43.65768    5.897821],20.0000,4.0000
123,[132.52881    -0.4802792   6.114673 ],20.0000,6.0000,[130.18466    23.455318    6.0575905],20.0000,6.0000,[129.29994  -27.573246   6.138808],20.0000,6.0000,[122.34827   48.75519    6.104427],20.0000,0.0000,[117.084305   -44.59679      0.32208428],20.0000,0.0000,[143.30602   -47.36349     5.8599596],20.0000,4.0000,[144.68379   25.061817   6.116939],20.0000,4.0000,[183.07628   -43.87607     5.8977838],20.0000,4.0000
124,[133.61116     -0.62648326   6.2025023 ],20.0000,6.0000,[131.25098    23.221725    6.2772307],20.0000,0.0000,[130.38528  -27.694933   6.226259],20.0000,6.0000,[123.41795    48.53637     5.8121843],20.0000,6.0000,[ 1.18127655e+02 -4.42750397e+01  2.98571326e-02],20.0000,6.0000,[143.83354  -47.601543   5.859944],20.0000,4.0000,[145.25407    24.963158    6.1167955],20.0000,4.0000,[183.61224   -44.094444    5.8977475],20.0000,4.0000
125,[134.70004     -0.7036463    0.13895689],20.0000,0.0000,[132.34236   23.190088   5.984988],20.0000,6.0000,[131.4756     -27.747597     0.16230166],20.0000,0.0000,[124.40684    48.07283     5.8996205],20.0000,6.0000,[ 1.1921766e+02 -4.4206734e+01  1.1730891e-01],20.0000,6.0000,[144.36107  -47.83959    5.859929],20.0000,4.0000,[145.82436    24.864532    6.1166587],20.0000,4.0000,[184.14821   -44.312813    5.8977127],20.0000,4.0000
126,[135.78456    -0.5773509   6.1298995],20.0000,6.0000,[133.39622   22.903488   6.072425],20.0000,6.0000,[132.55707   -27.597212    6.1530128],20.0000,6.0000,[125.42259   47.673058   6.118832],20.0000,0.0000,[120.300606   -44.069588     0.33653674],20.0000,0.0000,[144.8886   -48.077633   5.859915],20.0000,4.0000,[146.39465    24.765938    6.1165285],20.0000,4.0000,[184.68419   -44.53117     5.8976793],20.0000,4.0000
127,[136.86876    -0.7087653   6.217336 ],20.0000,6.0000,[1.3446559e+02 2.2684324e+01 8.4510557e-03],20.0000,0.0000,[133.64389   -27.704552    6.2402124],20.0000,0.0000,[126.49512   47.468426   5.826349],20.0000,6.0000,[ 1.2133962e+02 -4.3734001e+01  4.4062499e-02],20.0000,6.0000,[145.41612   -48.31567     5.8599005],20.0000,4.0000,[146.96495    24.667376    6.1164045],20.0000,4.0000,[185.22017   -44.74952     5.8976474],20.0000,4.0000
128,[137.95856     -0.7712102    0.15336247],20.0000,0.0000,[135.55733   22.667156   5.999153],20.0000,6.0000,[134.73557  -27.725098   5.908621],20.0000,6.0000,[127.49      47.017982   5.913539],20.0000,6.0000,[122.42859    -43.65131      0.13126224],20.0000,0.0000,[145.94366  -48.553703   5.859887],20.0000,4.0000,[147.53526    24.568842    6.1162868],20.0000,4.0000,[185.75615   -44.967857    5.8976164],20.0000,4.0000
129,[139.04134    -0.6305458   6.1440644],20.0000,6.0000,[136.61484    22.394487    6.0863433],20.0000,6.0000,[135.78578   -28.037092    5.9910145],20.0000,6.0000,[128.5109   46.63155   6.13249],20.0000,0.0000,[123.5073    -43.482296    6.0828567],20.0000,6.0000,[146.47119   -48.791737    5.8598742],20.0000,4.0000,[148.10558   24.470337   6.116174],20.0000,5.0000,[186.29214  -45.186188   5.897587],20.0000,4.0000
130,[140.12714     -0.74764764   6.2312546 ],20.0000,6.0000,[1.3768698e+02 2.2189348e+01 2.2108817e-02],20.0000,0.0000,[136.84785   -28.295702    6.2244153],20.0000,0.0000,[129.586     46.440815   5.839863],20.0000,6.0000,[124.5957    -43.607506    6.1652503],20.0000,6.0000,[146.99873  -49.029762   5.859862],20.0000,4.0000,[148.67538   24.368929   6.207825],20.0000,4.0000,[186.82812  -45.404514   5.897558],20.0000,4.0000
131,[141.21767     -0.79581356   0.16702025],20.0000,0.0000,[138.77887   22.186312   6.012667],20.0000,6.0000,[137.93831  -28.346432   5.944372],20.0000,6.0000,[130.5866    46.003254   5.926898],20.0000,6.0000,[ 1.2568653e+02 -4.3678085e+01  1.1546582e-01],20.0000,0.0000,[147.52626  -49.267784   5.85985 ],20.0000,4.0000,[149.2507     24.301687    6.2413163],20.0000,4.0000,[187.36412  -45.62283    5.897531],20.0000,4.0000
132,[142.29854     -0.64114535   6.1575785 ],20.0000,6.0000,[139.8398     21.927317    6.0997024],20.0000,0.0000,[138.99069   -28.64431     6.0380754],20.0000,6.0000,[131.61237    45.62997     6.1456885],20.0000,0.0000,[126.76927   -43.53901     6.1186085],20.0000,6.0000,[148.0538    -49.505806    5.8598385],20.0000,4.0000,[149.82773    24.24841     6.2524757],20.0000,4.0000,[187.90012   -45.841137    5.8975043],20.0000,4.0000
133,[143.38574    -0.744223    6.2446136],20.0000,0.0000,[140.91772    21.753504    5.7679405],20.0000,6.0000,[140.0584    -28.874054    6.2670465],20.0000,0.0000,[132.68982    45.452957    5.8529735],20.0000,6.0000,[127.85735   -43.64994     6.2123113],20.0000,6.0000,[148.58134  -49.743824   5.859827],20.0000,4.0000,[150.4053     24.20114     6.2545433],20.0000,4.0000,[188.43611  -46.059437   5.897479],20.0000,4.0000
134,[144.47748    -0.7605558   5.9128523],20.0000,6.0000,[141.91357    21.296898    5.8502192],20.0000,0.0000,[141.14975  -28.896004   5.980834],20.0000,6.0000,[133.69589    45.028175    5.9399114],20.0000,6.0000,[128.94873    -43.691113     0.15809715],20.0000,0.0000,[149.10889   -49.981834    5.8598166],20.0000,4.0000,[150.983      24.15645     6.2530518],20.0000,4.0000,[188.97212   -46.27773     5.8974547],20.0000,4.0000
135,[145.52884   -1.068569   5.995131],20.0000,0.0000,[142.93619    20.907675    5.5328364],20.0000,6.0000,[142.20769  -29.170063   6.072004],20.0000,6.0000,[134.72632    44.667942    6.1586018],20.0000,0.0000,[130.02736   -43.52354     6.1550703],20.0000,6.0000,[149.63643  -50.21985    5.859806],20.0000,4.0000,[151.5607     24.112854    6.2503557],20.0000,5.0000,[189.50812  -46.496017   5.897431],20.0000,4.0000
136,[146.59692    -1.3060436   5.6777477],20.0000,6.0000,[143.82498    20.260296    5.6294637],20.0000,6.0000,[ 1.4328000e+02 -2.9375439e+01  1.2861430e-02],20.0000,0.0000,[135.80594    44.50455     5.8658333],20.0000,6.0000,[131.11678   -43.61005     6.2462397],20.0000,0.0000,[150.16397  -50.457855   5.859796],20.0000,4.0000,[1.5213824e+02 2.4066748e+01 5.6006879e-02],20.0000,4.0000,[190.04413   -46.714294    5.8974085],20.0000,4.0000
137,[147.56989    -1.8182918   5.774375 ],20.0000,6.0000,[144.74173   19.662058   5.88565 ],20.0000,6.0000,[144.37164  -29.375492   6.006498],20.0000,6.0000,[136.81728    44.092503    5.9527097],20.0000,6.0000,[132.20914  -43.6086     5.919731],20.0000,6.0000,[150.69151   -50.695858    5.8597865],20.0000,4.0000,[1.5271854e+02 2.4055616e+01 8.6670987e-02],20.0000,5.0000,[190.58014   -46.93257     5.8973866],20.0000,4.0000
138,[148.56342    -2.2778752   6.030562 ],20.0000,6.0000,[145.75183   19.248207   6.170146],20.0000,6.0000,[145.434     -29.63031     6.0959907],20.0000,6.0000,[137.85216    43.74528     6.1713376],20.0000,6.0000,[133.2672    -43.89722     6.0057273],20.0000,6.0000,[151.21906   -50.93386     5.8597775],20.0000,3.0000,[153.29938     24.056616     0.18556255],20.0000,4.0000,[191.11615   -47.150837    5.8973656],20.0000,4.0000
139,[ 1.4962270e+02 -2.5415254e+00  3.1872049e-02],20.0000,6.0000,[146.82965     19.065462     0.16277581],20.0000,6.0000,[ 1.4650969e+02 -2.9816544e+01  3.4460336e-02],20.0000,0.0000,[138.93175     43.57774      0.14590201],20.0000,0.0000,[134.33528  -44.132023   6.245522],20.0000,0.0000,[151.74783   -51.16915     5.7680097],20.0000,4.0000,[153.88025     24.099155     0.21596874],20.0000,4.0000,[191.65218   -47.3691      5.8973455],20.0000,4.0000
140,[150.7156      -2.5667136    0.30768728],20.0000,0.0000,[147.9264     19.122839    0.4273072],20.0000,0.0000,[147.60127   -29.798628    6.0265937],20.0000,6.0000,[140.02435    43.650436    6.1414933],20.0000,6.0000,[135.42677  -44.154343   5.969675],20.0000,6.0000,[152.26196   -51.435738    5.7343802],20.0000,4.0000,[154.45943     24.159948     0.21804118],20.0000,5.0000,[192.18819  -47.587353   5.897326],20.0000,4.0000
141,[ 1.5178717e+02 -2.3345666e+00  2.1666765e-02],20.0000,6.0000,[1.4898088e+02 1.9441086e+01 1.1582898e-01],20.0000,6.0000,[148.66731   -30.036669    6.1150656],20.0000,6.0000,[141.10258   43.479668   6.213981],20.0000,6.0000,[136.48758   -44.421688    6.0649347],20.0000,0.0000,[152.76974   -51.714718    5.7229095],20.0000,4.0000,[155.03778    24.225018    0.3012724],20.0000,4.0000,[192.72421  -47.805603   5.897307],20.0000,4.0000
142,[ 1.5287910e+02 -2.3402333e+00  8.7884605e-02],20.0000,6.0000,[150.07117     19.515219     0.15232342],20.0000,6.0000,[ 1.4974570e+02 -3.0206242e+01  5.2260127e-02],20.0000,0.0000,[1.4218900e+02 4.3367702e+01 1.4034329e-01],20.0000,6.0000,[137.56557  -44.60244    5.745096],20.0000,6.0000,[153.27466  -51.998913   5.720442],20.0000,4.0000,[155.61197     24.32756      0.32341072],20.0000,4.0000,[193.26022  -48.02385    5.897289],20.0000,4.0000
143,[153.97055     -2.291047     0.29381892],20.0000,0.0000,[151.15933     19.620548     0.34335756],20.0000,6.0000,[150.83696   -30.172249    6.0436296],20.0000,6.0000,[143.28171     43.43627      0.39158565],20.0000,0.0000,[138.5632    -45.06078     5.8359127],20.0000,0.0000,[153.77827   -52.285313    5.7215276],20.0000,4.0000,[156.1826     24.44619     0.3203772],20.0000,5.0000,[193.79625   -48.24209     5.8972716],20.0000,4.0000
144,[155.03712    -2.0469565   6.274772 ],20.0000,6.0000,[152.22142     19.892252     0.58403313],20.0000,0.0000,[151.90623   -30.394873    6.1314683],20.0000,0.0000,[1.4433545e+02 4.3744324e+01 9.1588005e-02],20.0000,6.0000,[139.587     -45.45029     5.5320168],20.0000,6.0000,[154.28128  -52.572624   5.723855],20.0000,4.0000,[156.75204    24.56774     0.4004753],20.0000,4.0000,[194.33228  -48.460323   5.897255],20.0000,4.0000
145,[ 1.5612860e+02 -2.0601935e+00  6.4446911e-02],20.0000,6.0000,[153.20241     20.387661     0.27482328],20.0000,6.0000,[152.98958   -30.531458    5.8005676],20.0000,6.0000,[145.4257     43.80857     0.1475393],20.0000,6.0000,[140.4814    -46.091827    5.6373477],20.0000,0.0000,[154.78398  -52.86031    5.726462],20.0000,4.0000,[157.31377    24.725428    0.4208974],20.0000,4.0000,[194.8683    -48.678555    5.8972387],20.0000,4.0000
146,[157.21948     -2.0144012    0.27492476],20.0000,6.0000,[154.26393     20.645136     0.32316664],20.0000,0.0000,[154.00095   -30.95316     5.8834314],20.0000,0.0000,[146.5128      43.919132     0.34884608],20.0000,0.0000,[141.41595  -46.66541    5.351003],20.0000,6.0000,[155.28653  -53.148148   5.728974],20.0000,4.0000,[157.87044     24.898373     0.41682145],20.0000,5.0000,[195.40433  -48.89678    5.897223],20.0000,4.0000
147,[158.2902      -1.7896004    0.52813184],20.0000,0.0000,[155.3101     20.958529    6.2535877],20.0000,6.0000,[155.03658  -31.306625   5.567208],20.0000,6.0000,[1.4756505e+02 4.4219574e+01 4.4497438e-02],20.0000,6.0000,[142.18443   -47.454372    5.4657893],20.0000,0.0000,[155.78896   -53.436066    5.7312665],20.0000,4.0000,[158.42569     25.07384      0.49630335],20.0000,5.0000,[195.94037  -49.115      5.897208],20.0000,4.0000
148,[159.28822    -1.3341185   0.23214  ],20.0000,6.0000,[1.5640244e+02 2.0968630e+01 4.1619468e-02],20.0000,0.0000,[155.9478   -31.922266   5.664657],20.0000,6.0000,[1.4865575e+02 4.4263004e+01 1.1611911e-01],20.0000,6.0000,[143.00824   -48.17824     5.1857686],20.0000,6.0000,[156.2913    -53.724037    5.7333174],20.0000,4.0000,[158.97124     25.28177      0.60816634],20.0000,5.0000,[196.4764    -49.333218    5.8971934],20.0000,4.0000
149,[160.35767     -1.1133742    0.29293603],20.0000,0.0000,[157.49153    21.050625    5.9888945],20.0000,6.0000,[156.88535  -32.48744    5.921713],20.0000,0.0000,[149.74289     44.364304     0.32611367],20.0000,0.0000,[143.63588   -49.08317     5.3026786],20.0000,6.0000,[156.79358   -54.012062    5.7351418],20.0000,4.0000,[159.49995    25.535261    0.7274752],20.0000,5.0000,[197.01244   -49.55143     5.8971796],20.0000,4.0000
150,[161.41125    -0.8264737   6.2292995],20.0000,6.0000,[158.56638    20.833746    6.0717893],20.0000,0.0000,[157.91609  -32.847736   5.65609 ],20.0000,6.0000,[1.507952e+02 4.465992e+01 2.853547e-02],20.0000,6.0000,[144.31563  -49.94164    5.573555],20.0000,0.0000,[157.29578  -54.30014    5.736766],20.0000,4.0000,[160.00467     25.838734     0.84333503],20.0000,5.0000,[197.54846   -49.769638    5.8971663],20.0000,4.0000
151,[ 1.6250369e+02 -8.3961576e-01  1.9665437e-02],20.0000,0.0000,[159.65118   20.686516   5.758992],20.0000,6.0000,[158.84593  -33.424812   5.755019],20.0000,6.0000,[1.5188603e+02 4.4700478e+01 1.0804410e-01],20.0000,6.0000,[145.16124   -50.632412    5.3130903],20.0000,6.0000,[157.79791   -54.58828     5.7382154],20.0000,4.0000,[160.47862    26.191652    0.9519753],20.0000,5.0000,[198.0845    -49.987843    5.8971534],20.0000,4.0000
152,[163.59427    -0.7791805   5.968422 ],20.0000,6.0000,[160.66507    20.259338    5.8593206],20.0000,6.0000,[159.81026  -33.938023   5.988763],20.0000,0.0000,[152.97263     44.80526      0.32144284],20.0000,6.0000,[145.84137  -51.4896     5.413313],20.0000,0.0000,[158.29999  -54.87649    5.739516],20.0000,4.0000,[160.91623    26.590517    1.0535122],20.0000,5.0000,[198.62054  -50.206043   5.897141],20.0000,4.0000
153,[164.665     -1.016384   6.052063],20.0000,0.0000,[161.69505   19.888033   6.119587],20.0000,6.0000,[160.85489   -34.25462     5.7051597],20.0000,6.0000,[154.02856     45.089157     0.57661194],20.0000,0.0000,[146.5903    -52.28587     5.0963798],20.0000,0.0000,[158.802     -55.16477     5.7406874],20.0000,4.0000,[161.31332    27.030449    1.1498426],20.0000,5.0000,[199.15659  -50.42424    5.897129],20.0000,4.0000
154,[165.74693    -1.1839206   5.7402673],20.0000,6.0000,[1.6277373e+02 1.9720543e+01 1.2295059e-01],20.0000,0.0000,[161.80026   -34.80325     5.7972507],20.0000,0.0000,[154.99911     45.59895      0.28404492],20.0000,6.0000,[147.12569   -53.246834    4.6378036],20.0000,0.0000,[159.30396  -55.453117   5.741747],20.0000,4.0000,[161.66682    27.506289    1.2431506],20.0000,5.0000,[199.69263  -50.642437   5.897117],20.0000,4.0000
155,[166.75294    -1.6294943   5.841214 ],20.0000,0.0000,[163.86217   19.812935   6.132008],20.0000,6.0000,[162.78632  -35.27355    5.471936],20.0000,6.0000,[156.05437     45.879356     0.34920457],20.0000,6.0000,[147.27629  -54.352684   4.180935],20.0000,6.0000,[159.80583   -55.741543    5.7427096],20.0000,4.0000,[161.97423    28.01307     1.3351204],20.0000,5.0000,[200.22867  -50.860626   5.897106],20.0000,4.0000
156,[167.78378    -2.0030372   5.5514784],20.0000,6.0000,[164.94376    19.66481     6.2212176],20.0000,0.0000,[163.6167    -35.990314    5.5587616],20.0000,6.0000,[157.09512    46.21143     0.5551167],20.0000,0.0000,[146.95363   -55.4292      4.3447385],20.0000,6.0000,[160.30768  -56.03004    5.743587],20.0000,4.0000,[162.23335    28.546045    1.4267492],20.0000,5.0000,[200.76472  -51.078815   5.897095],20.0000,4.0000
157,[168.69397    -2.6231768   5.6649237],20.0000,6.0000,[166.0338    19.606585   5.888021],20.0000,6.0000,[164.47931   -36.66265     5.7998133],20.0000,0.0000,[158.06117     46.724792     0.25341773],20.0000,6.0000,[146.68822   -56.496693    4.7306366],20.0000,6.0000,[160.80945   -56.31861     5.7443895],20.0000,4.0000,[162.44226    29.100548    1.5184847],20.0000,5.0000,[201.30077   -51.296997    5.8970847],20.0000,4.0000
158,[169.63452    -3.1840687   5.9349804],20.0000,0.0000,[167.07143  19.25879   5.96842],20.0000,6.0000,[165.45493   -37.15259     5.5247455],20.0000,6.0000,[159.11844     46.996227     0.32720217],20.0000,6.0000,[146.72148   -57.58782     5.0722694],20.0000,6.0000,[161.31117   -56.607254    5.7451262],20.0000,4.0000,[162.59926    29.67187     1.6104455],20.0000,5.0000,[201.8368    -51.51518     5.8970747],20.0000,4.0000
159,[170.67014    -3.5301497   5.674747 ],20.0000,6.0000,[168.12383    18.965334    6.1956325],20.0000,6.0000,[166.29779 -37.85005   5.62029],20.0000,6.0000,[160.15948     47.325203     0.53806937],20.0000,0.0000,[147.0395   -58.634426   5.362354],20.0000,6.0000,[161.81285  -56.895966   5.745804],20.0000,4.0000,[162.70302    30.25519     1.7026007],20.0000,5.0000,[202.37286  -51.733356   5.897065],20.0000,4.0000
160,[171.61012   -4.090456   5.775177],20.0000,6.0000,[169.2101    18.857346   0.178403],20.0000,6.0000,[167.1825    -38.490646    5.8512826],20.0000,0.0000,[161.1251      47.837196     0.24100983],20.0000,6.0000,[147.59366  -59.5843     5.627531],20.0000,6.0000,[162.31448  -57.18475    5.746429],20.0000,4.0000,[162.75262    30.845577    1.7948786],20.0000,5.0000,[202.9089   -51.951534   5.897056],20.0000,4.0000
161,[172.58412    -4.5849786   6.0091767],20.0000,0.0000,[170.2979      18.975782     0.44812426],20.0000,6.0000,[168.173    -38.949326   5.566263],20.0000,6.0000,[162.18251     48.10826      0.32114407],20.0000,6.0000,[148.35284  -60.387653   5.860412],20.0000,0.0000,[162.81606  -57.4736     5.747007],20.0000,4.0000,[162.7476     31.438025    1.8872162],20.0000,5.0000,[203.44496  -52.169704   5.897047],20.0000,4.0000
162,[173.63475   -4.881062   5.725446],20.0000,6.0000,[171.33934    19.328777    0.7063874],20.0000,6.0000,[169.03223  -39.624805   5.657885],20.0000,6.0000,[163.22198    48.44163     0.5348603],20.0000,6.0000,[149.27718  -60.99358    5.509625],20.0000,6.0000,[163.3176   -57.762512   5.747543],20.0000,4.0000,[162.688      32.027493    1.9795731],20.0000,5.0000,[203.98102   -52.387875    5.8970385],20.0000,4.0000
163,[174.59062   -5.411112   5.817463],20.0000,0.0000,[172.28125     19.906567     0.93774754],20.0000,6.0000,[169.9322   -40.243027   5.882556],20.0000,0.0000,[164.1933     48.94367     0.7902095],20.0000,0.0000,[150.0181   -61.79719    5.519217],20.0000,6.0000,[163.81909   -58.05149     5.7480407],20.0000,4.0000,[162.57431    32.608955    2.0719297],20.0000,5.0000,[204.51706  -52.606045   5.89703 ],20.0000,4.0000
164,[175.58566    -5.8620014   5.4919167],20.0000,6.0000,[173.07988    20.674437    1.1384957],20.0000,0.0000,[170.93233  -40.68053    5.593403],20.0000,6.0000,[165.03311     49.6482       0.49797797],20.0000,6.0000,[150.76494  -62.595493   5.698989],20.0000,0.0000,[164.32054   -58.340534    5.7485037],20.0000,4.0000,[162.40747   33.177456   2.164279],20.0000,5.0000,[205.05312  -52.824207   5.897022],20.0000,4.0000
165,[176.42981    -6.5624146   5.578553 ],20.0000,0.0000,[173.69566    21.592457    0.7674251],20.0000,6.0000,[171.80371  -41.33955    5.683126],20.0000,6.0000,[166.00453    50.14672     0.5635918],20.0000,6.0000,[151.6312    -63.264473    5.3860316],20.0000,6.0000,[164.82196  -58.629635   5.748935],20.0000,4.0000,[162.18893    33.728157    2.2566214],20.0000,5.0000,[205.58917  -53.04237    5.897014],20.0000,4.0000
166,[177.3169     -7.2042284   5.2687483],20.0000,6.0000,[174.51762   22.312595   0.771375],20.0000,6.0000,[172.71478  -41.941      5.905082],20.0000,0.0000,[166.95059    50.692936    0.7697313],20.0000,0.0000,[152.30809   -64.12083     5.4544578],20.0000,6.0000,[165.32333  -58.918793   5.749338],20.0000,4.0000,[161.92055    34.25636     2.3489587],20.0000,5.0000,[206.12523   -53.260532    5.8970065],20.0000,4.0000
167,[178.01088    -8.058058    5.3704824],20.0000,0.0000,[175.33826    23.03442     0.9500877],20.0000,0.0000,[173.72224   -42.361572    5.6142144],20.0000,6.0000,[167.78496    51.40047     0.4681731],20.0000,6.0000,[153.02753   -64.9421      5.6633115],20.0000,0.0000,[165.82468   -59.208008    5.7497153],20.0000,4.0000,[161.6046     34.75756     2.4412935],20.0000,5.0000,[206.66129   -53.47869     5.8969994],20.0000,4.0000
168,[178.76013    -8.858529    5.0811257],20.0000,6.0000,[176.03464    23.878376    0.6380669],20.0000,6.0000,[174.60391   -43.00642     5.7028255],20.0000,0.0000,[168.76001    51.89115     0.5420869],20.0000,0.0000,[153.88332   -65.622025    5.3654733],20.0000,6.0000,[166.32599  -59.497276   5.750068],20.0000,5.0000,[161.24377    35.227497    2.5336273],20.0000,5.0000,[207.19734  -53.696846   5.896992],20.0000,4.0000
169,[179.29031   -9.823874   5.194643],20.0000,0.0000,[176.9125      24.527084     0.70833474],20.0000,0.0000,[175.53409 -43.5785    5.37282],20.0000,6.0000,[169.69768     52.449963     0.20245405],20.0000,6.0000,[154.55464   -66.48279     5.4451303],20.0000,6.0000,[166.82574   -59.789154    5.8421583],20.0000,4.0000,[160.84116   35.662163   2.625961],20.0000,5.0000,[207.7334    -53.915       5.8969855],20.0000,4.0000
170,[179.8903   -10.741856   4.914093],20.0000,6.0000,[177.74411    25.234152    0.3674164],20.0000,6.0000,[176.28128   -44.38027     5.4563046],20.0000,6.0000,[170.75362     52.734356     0.28060836],20.0000,0.0000,[155.27563   -67.30244     5.6586304],20.0000,6.0000,[167.3422    -60.05086     5.8760724],20.0000,4.0000,[160.40019    36.057858    2.7182949],20.0000,5.0000,[208.26947   -54.133152    5.8969793],20.0000,4.0000
171,[180.25237   -11.781962    5.0309496],20.0000,6.0000,[178.73854     25.68931      0.44535023],20.0000,0.0000,[177.06555   -45.141953    5.6918063],20.0000,0.0000,[171.78717   53.08978    6.235959],20.0000,6.0000,[156.1239   -67.99234    5.913878],20.0000,6.0000,[167.86487  -60.300392   5.888127],20.0000,4.0000,[159.9246    36.411205   2.810629],20.0000,5.0000,[208.80553  -54.351303   5.896973],20.0000,4.0000
172,[180.67694  -12.79132    5.301966],20.0000,0.0000,[1.79699326e+02 2.62104321e+01 1.17807165e-01],20.0000,6.0000,[177.98032   -45.737717    5.4131804],20.0000,6.0000,[1.7288309e+02 5.3156479e+01 4.1306268e-02],20.0000,0.0000,[157.09886   -68.49744     6.1720457],20.0000,0.0000,[168.39003   -60.544712    5.8913574],20.0000,5.0000,[159.41847    36.719196    2.9029634],20.0000,5.0000,[209.34158  -54.56945    5.896967],20.0000,4.0000
