step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_red6,health_red6,action_red6,pos_red7,health_red7,action_red7,pos_red8,health_red8,action_red8,pos_red9,health_red9,action_red9,pos_red10,health_red10,action_red10,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3,pos_blue4,health_blue4,action_blue4,pos_blue5,health_blue5,action_blue5,pos_blue6,health_blue6,action_blue6,pos_blue7,health_blue7,action_blue7,pos_blue8,health_blue8,action_blue8,pos_blue9,health_blue9,action_blue9,pos_blue10,health_blue10,action_blue10,pos_blue11,health_blue11,action_blue11,pos_blue12,health_blue12,action_blue12,pos_blue13,health_blue13,action_blue13,pos_blue14,health_blue14,action_blue14,pos_blue15,health_blue15,action_blue15,pos_blue16,health_blue16,action_blue16,pos_blue17,health_blue17,action_blue17,pos_blue18,health_blue18,action_blue18,pos_blue19,health_blue19,action_blue19,pos_blue20,health_blue20,action_blue20
546,[ 226.08       -208.25615       0.78321266],20.0000,6.0000,[  -6.334717 -102.494194    4.916322],20.0000,6.0000,[ 255.52449   -226.53683      1.0173596],20.0000,6.0000,[89.290245  13.632162   5.3819427],20.0000,0.0000,[ 2.9237656e+02 -7.9541603e+01  2.1825366e-01],20.0000,6.0000,[ 273.6889    -130.1369       1.2875693],20.0000,6.0000,[ 240.09865   -160.71005      1.1418058],20.0000,6.0000,[ 252.57489   -101.77296      1.1312193],20.0000,6.0000,[119.26693   118.77849     3.7882206],20.0000,0.0000,[259.26654  -32.417732   5.428178],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[   2.146543  -100.66014      5.9432654],20.0000,4.0000,[ 124.46823   -193.76761      3.3273473],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[78.638954 -2.352824  4.512747],20.0000,4.0000,[ 40.81343   -37.435013    2.2158632],20.0000,6.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[ 114.03621    -210.10982       0.70393336],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[104.06628 120.91798   3.35439],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
547,[ 226.983     -207.61603      0.9600466],20.0000,6.0000,[  -6.167997  -103.57437      5.1886773],20.0000,6.0000,[ 256.25433   -225.70468      1.1941935],20.0000,6.0000,[90.01383   12.812792   5.0635924],20.0000,6.0000,[293.48196    -79.48439      0.39508754],20.0000,6.0000,[ 274.17014   -129.1401       1.4644032],20.0000,6.0000,[ 240.71954   -159.79373      1.3186396],20.0000,6.0000,[ 253.20523   -100.86316      1.3085581],20.0000,6.0000,[118.4311    118.07398     3.4697523],20.0000,6.0000,[259.87408   -33.335964    5.6700296],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[   2.664868  -100.93032      5.9086537],20.0000,5.0000,[ 123.90765   -193.91821      3.3386014],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[78.6003    -2.9354806  4.4955077],20.0000,3.0000,[ 40.640064  -36.841175    2.3649137],20.0000,6.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[ 114.48233   -209.74106      0.7034177],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[103.51605   120.72416     3.3336499],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
548,[ 227.75931   -206.82704      1.1368804],20.0000,6.0000,[  -5.771047  -104.59784      5.4534144],20.0000,6.0000,[ 256.8264    -224.7571       1.3710274],20.0000,6.0000,[90.50102   11.828781   5.1552286],20.0000,0.0000,[294.56003   -79.23362     0.5719214],20.0000,6.0000,[ 274.4685   -128.07422     1.641237],20.0000,6.0000,[ 241.16957   -158.78247      1.4954735],20.0000,6.0000,[253.6654   -99.85649    1.485717],20.0000,6.0000,[117.4361   117.60968    3.561326],20.0000,6.0000,[260.66602   -34.10732     5.8909144],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[   3.1786149 -101.20535      5.972504 ],20.0000,5.0000,[ 123.347694  -194.06952      3.3477063],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[78.54906   -3.5168204  4.4102287],20.0000,4.0000,[ 40.36413   -36.29626     2.5057392],20.0000,6.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[ 114.928406  -209.37225      0.7029384],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[102.96116   120.54573     3.3374453],20.0000,3.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
549,[ 228.3847    -205.91379      1.3137144],20.0000,6.0000,[  -5.153709  -105.512505     5.6947484],20.0000,6.0000,[ 257.22284   -223.72366      1.5478612],20.0000,6.0000,[91.05213   10.882059   4.8522034],20.0000,6.0000,[295.5772     -78.797104     0.74875534],20.0000,6.0000,[ 274.5747    -126.97246      1.8180709],20.0000,6.0000,[ 241.43468   -157.70782      1.6723074],20.0000,6.0000,[253.94106   -98.784485    1.6626621],20.0000,6.0000,[116.46961   117.09692     3.8087888],20.0000,0.0000,[261.60242  -34.699253   6.086505],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[   3.7062101 -101.4553       6.0778327],20.0000,4.0000,[ 122.7882    -194.22147      3.3549538],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[78.456924  -4.0943146  4.391165 ],20.0000,4.0000,[ 40.006424 -35.806328   2.662682],20.0000,5.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[ 115.37443   -209.00339      0.7024919],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[102.40595   120.370224    3.2577484],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
550,[ 228.8397    -204.90475      1.4905483],20.0000,6.0000,[  -4.3490686 -106.273224     5.9047074],20.0000,6.0000,[ 257.4313    -222.63661      1.7246951],20.0000,6.0000,[91.34468    9.820921   4.9579973],20.0000,6.0000,[296.5017    -78.18847     0.9255892],20.0000,6.0000,[ 274.48544   -125.869194     1.9949048],20.0000,6.0000,[ 241.5066    -156.6033       1.8491414],20.0000,6.0000,[254.0237    -97.680695    1.8394837],20.0000,6.0000,[115.62639   116.40338     3.5374851],20.0000,6.0000,[262.63565  -35.09971    6.264919],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[   4.254554 -101.66091     6.10326 ],20.0000,5.0000,[ 122.229034  -194.37386      3.3607469],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[78.34759   -4.6678805  4.3989882],20.0000,3.0000,[ 39.573456  -35.384274    2.7428787],20.0000,5.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[ 115.820404  -208.63446      0.7020753],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[101.83965  120.229836   3.237504],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
551,[ 229.1101    -203.83144      1.6673821],20.0000,6.0000,[  -3.405941 -106.855545    6.08939 ],20.0000,6.0000,[ 257.4453    -221.52983      1.9015291],20.0000,6.0000,[91.69416   8.7832    5.222532],20.0000,0.0000,[297.30472   -77.42669     1.1024231],20.0000,6.0000,[ 274.2035    -124.798836     2.1717386],20.0000,6.0000,[ 241.38312   -155.50334      2.0259752],20.0000,6.0000,[253.91086   -96.57959     2.0162702],20.0000,6.0000,[114.64843  115.91265    3.634376],20.0000,6.0000,[ 2.6372357e+02 -3.5307476e+01  1.5368024e-01],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[   4.808585  -101.84901      6.1876435],20.0000,5.0000,[ 121.67011   -194.52652      3.3654404],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[78.23561   -5.239972   4.3233037],20.0000,4.0000,[ 39.100117  -35.017128    2.8024173],20.0000,5.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[ 116.266335 -208.2655      0.701686],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[101.27023   120.10515     3.2416568],20.0000,3.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
552,[ 229.18747  -202.72726     1.844216],20.0000,6.0000,[  -2.371462 -107.25246     6.261878],20.0000,6.0000,[ 257.26437  -220.43785     2.078363],20.0000,6.0000,[92.2519     7.84447    4.9602566],20.0000,6.0000,[297.9612    -76.53552     1.2792569],20.0000,6.0000,[ 273.73764   -123.79478      2.3485725],20.0000,6.0000,[ 241.06805  -154.44226     2.202809],20.0000,6.0000,[253.60611   -95.515495    2.1930673],20.0000,6.0000,[113.70615   115.36014     3.8665354],20.0000,0.0000,[264.83054    -35.322987     0.32585946],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 5.3756070e+00 -1.0199904e+02  1.1415869e-02],20.0000,4.0000,[ 121.11134  -194.67935     3.369306],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[78.08794   -5.804929   4.3060527],20.0000,3.0000,[ 38.600273  -34.694374    2.8678606],20.0000,5.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[ 116.71223   -207.89648      0.7013216],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[100.700806  119.98332     3.1622024],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
553,[ 229.0694  -201.62672    2.02105],20.0000,6.0000,[  -1.284124   -107.461876      0.14926799],20.0000,6.0000,[ 256.8942    -219.39473      2.2551968],20.0000,6.0000,[92.5956     6.8054843  5.060182 ],20.0000,0.0000,[298.4507    -75.54277     1.4560908],20.0000,6.0000,[ 273.10245   -122.88831      2.5254064],20.0000,6.0000,[ 240.57124  -153.45316     2.379643],20.0000,6.0000,[253.11896   -94.5216      2.3698857],20.0000,6.0000,[112.888466  114.63703     3.5821388],20.0000,6.0000,[265.92328    -35.147057     0.50035197],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 5.95550823e+00 -1.02096664e+02  3.09309643e-02],20.0000,5.0000,[ 120.55269   -194.83224      3.3725421],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[77.92813  -6.366219  4.220771],20.0000,4.0000,[ 38.07787   -34.413994    2.9449105],20.0000,5.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[ 117.158066   -207.52744       0.70098007],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[100.1237    119.89747     3.1421013],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
554,[ 228.75957   -200.5641       2.1978838],20.0000,6.0000,[  -0.17741087 -107.481064      0.3222406 ],20.0000,6.0000,[ 256.34625   -218.43298      2.4320307],20.0000,6.0000,[93.02428    5.799825   4.7437024],20.0000,6.0000,[298.75793   -74.47939     1.6329248],20.0000,6.0000,[ 272.3177    -122.107735     2.7022402],20.0000,6.0000,[ 239.90817   -152.56686      2.5564768],20.0000,6.0000,[252.46457   -93.62889     2.5467184],20.0000,6.0000,[111.925095  114.12074     3.6739752],20.0000,6.0000,[266.96872    -34.78376      0.67672473],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[   6.536944   -102.17457       0.10736039],20.0000,5.0000,[ 119.99411   -194.98515      3.3752918],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[77.7289   -6.916032  4.201709],20.0000,4.0000,[ 37.534687  -34.178413    3.0309758],20.0000,5.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[ 117.603874  -207.15833      0.7006595],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[ 99.54499   119.827515    3.1463478],20.0000,3.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
555,[ 228.26764   -199.57256      2.3747177],20.0000,6.0000,[   0.91580147 -107.308624      0.49785167],20.0000,6.0000,[ 255.63771   -217.58263      2.6088645],20.0000,6.0000,[93.17804    4.7125535  4.8361473],20.0000,0.0000,[298.8733    -73.378555    1.8097587],20.0000,6.0000,[ 271.40784   -121.47737      2.8790743],20.0000,6.0000,[ 239.09955   -151.81104      2.7333107],20.0000,6.0000,[251.66336   -92.86521     2.7235563],20.0000,6.0000,[110.997894  113.54413     3.8989158],20.0000,0.0000,[267.9343    -34.24284     0.8539391],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[   7.1232033  -102.21316       0.20790026],20.0000,5.0000,[ 119.435585 -195.13802     3.377658],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[77.513504 -7.458747  4.209535],20.0000,3.0000,[ 36.973183  -33.991116    3.1221037],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[ 118.04964   -206.78917      0.7003583],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[ 98.96655   119.76039     3.0669522],20.0000,3.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
556,[ 227.60895   -198.68301      2.5515516],20.0000,6.0000,[   1.9621185  -106.94792       0.67491674],20.0000,6.0000,[ 254.7906    -216.8702       2.7856984],20.0000,6.0000,[93.40467    3.6407793  4.5337577],20.0000,6.0000,[298.7932    -72.27459     1.9865925],20.0000,6.0000,[ 270.4013    -121.0169       3.0559082],20.0000,6.0000,[ 238.17056   -151.20924      2.9101446],20.0000,6.0000,[250.74028  -92.25439    2.900394],20.0000,6.0000,[110.196236  112.8032      3.6099296],20.0000,6.0000,[268.78964   -33.540375    1.0312526],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[   7.712253   -102.201614      0.31466094],20.0000,4.0000,[ 118.87708   -195.29085      3.3797164],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[77.29579   -7.9995155  4.1338534],20.0000,4.0000,[ 36.396915  -33.858093    3.1235778],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[ 118.49536    -206.41998       0.70007485],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[ 98.383675  119.72683     2.9551249],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
557,[ 226.80405   -197.92322      2.7283854],20.0000,6.0000,[   2.9287825  -106.40887       0.85235465],20.0000,6.0000,[ 253.83139   -216.31787      2.9625323],20.0000,6.0000,[93.35037    2.5413814  4.6398306],20.0000,0.0000,[298.52017   -71.20193     2.1634264],20.0000,6.0000,[ 269.32947  -120.74067     3.232742],20.0000,6.0000,[ 237.1502    -150.78026      3.0869784],20.0000,6.0000,[249.72417  -91.815475   3.07723 ],20.0000,6.0000,[109.243256  112.26889     3.6997445],20.0000,0.0000,[269.50787   -32.69815     1.2083719],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[   8.298273   -102.13215       0.32792217],20.0000,4.0000,[ 118.31861  -195.44359     3.381524],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[77.04437   -8.526555   4.1166043],20.0000,4.0000,[ 35.820095  -33.74583     3.0935025],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[ 118.941055  -206.05075      0.6998079],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[ 97.79808   119.74463     2.9275866],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
558,[ 225.87804   -197.31685      2.9052193],20.0000,6.0000,[   3.7853458 -105.70784      1.0296304],20.0000,6.0000,[ 252.78996   -215.9429       3.1393661],20.0000,6.0000,[93.375465   1.4451247  4.3539615],20.0000,6.0000,[298.06268   -70.19402     2.3402603],20.0000,6.0000,[ 268.22574  -120.657295    3.409576],20.0000,6.0000,[ 236.0703    -150.53746      3.2638123],20.0000,6.0000,[248.64667   -91.56216     3.2540643],20.0000,6.0000,[108.33658  111.66001    3.371269],20.0000,6.0000,[270.0665    -31.742584    1.3852916],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[   8.878271   -102.04006       0.30539396],20.0000,4.0000,[ 117.76014   -195.59625      3.3831236],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[76.77927   -9.046042   4.1230826],20.0000,3.0000,[ 35.24592   -33.63693     3.0599139],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[ 119.38671   -205.68149      0.6995562],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[ 97.21457   119.78489     2.9347491],20.0000,3.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
559,[ 224.85982   -196.88284      3.0820532],20.0000,6.0000,[   4.5049706 -104.86682      1.2066431],20.0000,6.0000,[ 251.69882 -215.75699    3.3162 ],20.0000,6.0000,[93.1299     0.3714854  4.4689016],20.0000,0.0000,[297.43503   -69.28232     2.5170941],20.0000,6.0000,[ 267.12457   -120.76939      3.5864098],20.0000,6.0000,[ 234.96452   -150.48842      3.4406462],20.0000,6.0000,[247.54143  -91.502335   3.430898],20.0000,6.0000,[107.29691   111.31217     3.4558384],20.0000,6.0000,[270.4482    -30.703611    1.5621042],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[   9.454616   -101.943375      0.27562037],20.0000,4.0000,[ 117.201675 -195.74883     3.384549],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[76.51239   -9.563795   4.0452676],20.0000,4.0000,[ 34.674377  -33.52525     3.0326385],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[ 119.83234   -205.31218      0.6993185],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[ 96.632614  119.82967     2.8611796],20.0000,3.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
