step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3
289,[185.3898    -16.49951     1.5324095],20.0000,0.0000,[197.15991     16.08442      0.35134733],20.0000,6.0000,[207.6566     -47.537262     0.49018106],20.0000,6.0000,[175.31581     33.362644     0.60946214],20.0000,6.0000,[194.3539    -55.714985    0.8817557],20.0000,0.0000,[ 268.32928  -169.49493     5.287119],20.0000,4.0000,[ 2.2388020e+02 -4.7875408e+01  2.1927768e-01],20.0000,4.0000,[196.11111    25.24491     1.1392592],20.0000,5.0000
290,[185.51085   -15.4118      1.2470388],20.0000,6.0000,[198.19518     16.431746     0.61289656],20.0000,0.0000,[208.5932     -46.973866     0.58200437],20.0000,0.0000,[176.23395    33.954372    0.8683091],20.0000,0.0000,[195.04887    -54.87327      0.59775984],20.0000,6.0000,[ 268.64392  -169.9807      5.287119],20.0000,4.0000,[ 2.2444684e+02 -4.7757362e+01  2.1872169e-01],20.0000,4.0000,[196.39664    25.750593    1.2442212],20.0000,4.0000
291,[185.86896   -14.380594    1.3229079],20.0000,6.0000,[199.13052    16.99925     0.3290075],20.0000,6.0000,[209.48088    -46.33712      0.25637236],20.0000,6.0000,[177.00201    34.73433     0.5820731],20.0000,6.0000,[195.91977    -54.212856     0.68968064],20.0000,0.0000,[ 268.95853  -170.46646     5.287119],20.0000,4.0000,[ 2.2501346e+02 -4.7639244e+01  2.1820582e-01],20.0000,4.0000,[196.64426    26.27777     1.2769929],20.0000,4.0000
292,[186.16801   -13.330317    1.5340624],20.0000,0.0000,[200.16599   17.344748   0.407084],20.0000,6.0000,[210.50937    -45.95582      0.34298465],20.0000,6.0000,[177.92128   35.323074   0.656632],20.0000,6.0000,[196.73409    -53.48465      0.36399698],20.0000,6.0000,[ 269.27313  -170.95224     5.287119],20.0000,4.0000,[ 2.2558005e+02 -4.7521053e+01  2.1772623e-01],20.0000,4.0000,[196.87431    26.812822    1.2799345],20.0000,5.0000
293,[186.27168  -12.241836   1.235893],20.0000,6.0000,[201.17984     17.75026      0.61924446],20.0000,0.0000,[211.51454    -45.524864     0.58372426],20.0000,0.0000,[178.8066      35.962494     0.86717194],20.0000,6.0000,[197.71574    -52.995323     0.45053542],20.0000,6.0000,[ 269.58774  -171.438       5.287119],20.0000,4.0000,[ 2.2614664e+02 -4.7402790e+01  2.1727954e-01],20.0000,4.0000,[197.09984    27.349432    1.3633643],20.0000,5.0000
294,[186.62648   -11.209543    1.3134315],20.0000,6.0000,[202.1041      18.334166     0.32181692],20.0000,6.0000,[212.41464    -44.90706      0.30846497],20.0000,6.0000,[179.57602    36.741184    1.1191121],20.0000,0.0000,[198.66893    -52.45912      0.69113225],20.0000,0.0000,[ 269.90234  -171.92377     5.287119],20.0000,4.0000,[ 2.2671320e+02 -4.7284462e+01  2.1686277e-01],20.0000,4.0000,[197.29337   27.90013    1.477178],20.0000,4.0000
295,[186.92128   -10.158408    1.5258473],20.0000,0.0000,[203.13766    18.685276    0.4003008],20.0000,6.0000,[213.43242    -44.50584      0.40393996],20.0000,6.0000,[180.15681    37.67264     0.8200135],20.0000,6.0000,[199.49768   -51.748466    0.4157797],20.0000,6.0000,[ 270.21698  -172.40953     5.287119],20.0000,4.0000,[ 2.2727974e+02 -4.7166065e+01  2.1647328e-01],20.0000,4.0000,[197.43779    28.467863    1.5056856],20.0000,4.0000
296,[187.02074    -9.070226    1.2298008],20.0000,6.0000,[204.1491      19.096039     0.61314684],20.0000,0.0000,[214.42062    -44.040565     0.63486564],20.0000,0.0000,[180.92705     38.446884     0.87691104],20.0000,6.0000,[200.46666    -51.240612     0.51121974],20.0000,6.0000,[ 270.5316   -172.8953      5.287119],20.0000,4.0000,[ 2.2784627e+02 -4.7047607e+01  2.1610874e-01],20.0000,3.0000,[197.55978    29.039886    1.4990128],20.0000,4.0000
297,[187.37206    -8.036652    1.3113805],20.0000,6.0000,[205.07        19.684105     0.31737447],20.0000,6.0000,[215.30067  -43.394806   0.349809],20.0000,6.0000,[181.66353    39.254086    1.0786809],20.0000,0.0000,[201.3994     -50.672245     0.74210966],20.0000,0.0000,[ 270.8462   -173.38107     5.287119],20.0000,4.0000,[ 2.2841214e+02 -4.6926182e+01  1.2400840e-01],20.0000,4.0000,[197.67386    29.611927    1.4810418],20.0000,5.0000
298,[187.66037   -6.983826   1.525895],20.0000,0.0000,[206.10213    20.039701    0.3993753],20.0000,6.0000,[216.30717   -42.968742    0.4414176],20.0000,6.0000,[182.24715     40.179726     0.77457434],20.0000,6.0000,[202.20529   -49.936028    0.4570325],20.0000,6.0000,[ 271.1608   -173.86684     5.287119],20.0000,4.0000,[ 2.2898445e+02 -4.6838634e+01  9.0085432e-02],20.0000,4.0000,[197.7896     30.182598    1.5541766],20.0000,4.0000
299,[187.75182    -5.8952813   1.2311275],20.0000,6.0000,[207.11073     20.457159     0.61414045],20.0000,6.0000,[217.2832    -42.47935     0.6660705],20.0000,0.0000,[183.03076    40.939636    0.8463659],20.0000,6.0000,[203.16042   -49.404724    0.5486337],20.0000,0.0000,[ 271.4754   -174.3526      5.287119],20.0000,4.0000,[ 2.2955887e+02 -4.6764587e+01  7.8017578e-02],20.0000,4.0000,[197.87166    30.760063    1.5721079],20.0000,4.0000
300,[188.09569    -4.8590927   1.3148307],20.0000,6.0000,[208.03708   21.037603   0.870054],20.0000,6.0000,[218.14938    -41.81498      0.37690654],20.0000,6.0000,[183.77301    41.74038     1.0564287],20.0000,0.0000,[204.06918    -48.798504     0.22272459],20.0000,6.0000,[ 271.79004  -174.83836     5.287119],20.0000,4.0000,[ 2.3013405e+02 -4.6696270e+01  7.4769668e-02],20.0000,3.0000,[197.93893    31.3389      1.5674852],20.0000,4.0000
301,[188.375     -3.803876   1.530719],20.0000,0.0000,[208.82938    21.797302    1.1294917],20.0000,0.0000,[219.14732   -41.37034     0.4666234],20.0000,6.0000,[184.35963    42.66266     0.7588875],20.0000,6.0000,[205.11002    -48.452496     0.30914715],20.0000,0.0000,[ 272.10464  -175.32413     5.287119],20.0000,4.0000,[230.70926   -46.62747     6.2664733],20.0000,4.0000,[198.00084    31.917446    1.5554346],20.0000,4.0000
302,[188.4562     -2.7147024   1.2366123],20.0000,6.0000,[209.42432    22.723476    0.8192041],20.0000,6.0000,[220.11406    -40.863136     0.68857133],20.0000,0.0000,[185.14513    43.42067     0.8384361],20.0000,6.0000,[206.12387  -48.03911    6.282236],20.0000,6.0000,[ 272.41925  -175.80989     5.287119],20.0000,4.0000,[231.28864   -46.594345    6.2347107],20.0000,4.0000,[198.0616     32.49533     1.5426022],20.0000,5.0000
303,[188.79045    -1.6752789   1.3214895],20.0000,6.0000,[210.20583     23.48714      0.85900223],20.0000,6.0000,[220.96896   -40.184177    0.3976986],20.0000,6.0000,[185.88458    44.2237      1.0518546],20.0000,6.0000,[ 2.0721555e+02 -4.7901890e+01  1.0060687e-01],20.0000,0.0000,[ 272.73386  -176.29567     5.287119],20.0000,4.0000,[231.86893  -46.576607   6.22702 ],20.0000,4.0000,[198.12572    33.072502    1.6231273],20.0000,5.0000
304,[189.05928     -0.61734694   1.5382787 ],20.0000,6.0000,[210.96368    24.274956    1.0518665],20.0000,0.0000,[221.95947   -39.723698    0.4863061],20.0000,6.0000,[186.48169    45.13971     1.3070347],20.0000,0.0000,[208.29123   -47.689644    6.0942802],20.0000,6.0000,[ 273.0485   -176.78143     5.287119],20.0000,4.0000,[232.44922   -46.56546     6.2290225],20.0000,3.0000,[198.15854    33.653763    1.7392403],20.0000,5.0000
305,[189.14685      0.47193494   1.7951019 ],20.0000,0.0000,[211.57697     25.181726     0.74297804],20.0000,6.0000,[222.91805   -39.201363    0.7068477],20.0000,0.0000,[186.86447    46.166996    1.0144879],20.0000,6.0000,[209.39088 -47.75065   6.20773],20.0000,6.0000,[ 273.3631   -177.2672      5.287119],20.0000,4.0000,[233.02945   -46.553932    6.1426163],20.0000,4.0000,[198.14412    34.238365    1.8639336],20.0000,5.0000
306,[188.99371     1.5565968   1.5059671],20.0000,6.0000,[212.38641    25.914087    0.8115052],20.0000,0.0000,[223.76276    -38.509663     0.41512692],20.0000,6.0000,[187.4634     47.07995     1.0796746],20.0000,6.0000,[ 2.1048596e+02 -4.7745174e+01  1.9451556e-01],20.0000,0.0000,[ 273.6777   -177.75296     5.287119],20.0000,4.0000,[233.61049   -46.578392    6.1152554],20.0000,4.0000,[198.07477    34.82197     1.9852608],20.0000,6.0000
307,[189.08458     2.6445482   1.5761011],20.0000,6.0000,[213.14497     26.699055     0.46969646],20.0000,6.0000,[224.74635   -38.03483     0.5030501],20.0000,6.0000,[188.01701    48.021713    1.2856002],20.0000,6.0000,[211.55153  -47.506714   6.217408],20.0000,6.0000,[ 273.9923   -178.23872     5.287119],20.0000,4.0000,[234.19069   -46.618614    6.1122503],20.0000,3.0000,[197.9502     35.39945     2.1903155],20.0000,7.0000
308,[189.11804     3.736294    1.7844957],20.0000,6.0000,[214.09009     27.248724     0.54695576],20.0000,6.0000,[225.69728    -37.498783     0.72279567],20.0000,0.0000,[188.41115    49.043663    1.5344615],20.0000,6.0000,[ 2.1264581e+02 -4.7501137e+01  3.4630049e-02],20.0000,6.0000,[ 274.30692  -178.7245      5.287119],20.0000,4.0000,[234.77045   -46.662292    6.0267873],20.0000,4.0000,[197.738      35.958973    2.5059326],20.0000,7.0000
309,[188.97162    4.821481   2.034951],20.0000,0.0000,[215.00447    27.845852    0.7682928],20.0000,6.0000,[226.53233    -36.795364     0.43061313],20.0000,6.0000,[188.58983    50.12944     1.7823212],20.0000,0.0000,[213.73526   -47.421673    0.2686118],20.0000,0.0000,[ 274.62155  -179.21027     5.287119],20.0000,4.0000,[235.34749  -46.743393   6.002404],20.0000,4.0000,[197.39189    36.464676    2.8327363],20.0000,6.0000
310,[188.58928    5.850767   1.734002],20.0000,6.0000,[215.80463    28.588634    1.0301301],20.0000,0.0000,[227.50923   -36.30707     0.5181087],20.0000,6.0000,[188.51268    51.22931     1.4570858],20.0000,6.0000,[214.78787  -47.13271    6.268058],20.0000,6.0000,[ 274.93616  -179.69603     5.287119],20.0000,4.0000,[235.92175  -46.840736   6.00328 ],20.0000,4.0000,[196.91028    36.859173    3.0361674],20.0000,6.0000
311,[188.44792     6.933743    1.7889882],20.0000,6.0000,[216.42332     29.490353     0.74735385],20.0000,6.0000,[228.45277    -35.758137     0.73738366],20.0000,0.0000,[188.68991    52.307716    1.4850134],20.0000,6.0000,[ 2.1588016e+02 -4.7093048e+01  7.6885909e-02],20.0000,6.0000,[ 275.25076  -180.1818      5.287119],20.0000,4.0000,[236.49422  -46.944164   6.013189],20.0000,3.0000,[196.35712   37.131596   3.183934],20.0000,6.0000
312,[188.26135    8.010438   1.989826],20.0000,0.0000,[217.22525    30.230902    0.8280782],20.0000,6.0000,[229.27838    -35.043625     0.44493568],20.0000,6.0000,[188.84364    53.39008     1.6725532],20.0000,0.0000,[216.96648    -46.983147     0.30188817],20.0000,0.0000,[ 275.56537  -180.66756     5.287119],20.0000,4.0000,[237.06645   -47.04627     5.9331203],20.0000,4.0000,[195.77075    37.29909     3.3292248],20.0000,6.0000
313,[187.88812     9.039135    1.6852379],20.0000,6.0000,[217.98122    31.018675    1.0414058],20.0000,0.0000,[230.2487     -34.542446     0.53216296],20.0000,6.0000,[188.81493   54.484375   1.361777],20.0000,6.0000,[ 2.1801234e+02 -4.6670403e+01  1.2913813e-02],20.0000,6.0000,[ 275.88     -181.15332     5.287119],20.0000,4.0000,[237.63261   -47.18313     5.9103084],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
314,[187.76874    10.124153    1.7566979],20.0000,0.0000,[218.58144    31.932158    0.7449382],20.0000,0.0000,[231.18492   -33.981148    0.7511527],20.0000,0.0000,[189.04881    55.550602    1.4299152],20.0000,0.0000,[ 2.1910320e+02 -4.6609768e+01  1.0272675e-01],20.0000,0.0000,[ 276.1946   -181.6391      5.287119],20.0000,4.0000,[238.19469   -47.334904    5.9111514],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
315,[187.5745    11.198309   1.416076],20.0000,0.0000,[219.36539     32.692184     0.27427053],20.0000,6.0000,[232.0012     -33.25596      0.45854685],20.0000,6.0000,[189.2111     56.630062    1.0880032],20.0000,0.0000,[220.18529   -46.461784    6.0574255],20.0000,6.0000,[ 276.50922  -182.12486     5.287119],20.0000,4.0000,[238.75455  -47.492233   5.920467],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
316,[187.66173     12.289452     0.94324905],20.0000,0.0000,[220.38031     33.115185     0.32890695],20.0000,0.0000,[232.96494   -32.742268    0.5456055],20.0000,0.0000,[189.64621    57.63441     0.6147522],20.0000,0.0000,[221.27196   -46.606735    6.1419854],20.0000,0.0000,[ 276.82382  -182.61063     5.287119],20.0000,4.0000,[239.31332  -47.650963   5.931492],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
317,[188.14305    13.288801    0.4599036],20.0000,0.0000,[2.2137802e+02 3.3571270e+01 1.9042756e-02],20.0000,0.0000,[ 2.3388458e+02 -3.2153717e+01  2.1386787e-01],20.0000,6.0000,[1.9042459e+02 5.8424469e+01 1.3098325e-01],20.0000,0.0000,[222.36415  -46.6795     5.828848],20.0000,6.0000,[ 277.13843  -183.09639     5.287119],20.0000,4.0000,[239.87164  -47.809505   5.941592],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
318,[1.8899884e+02 1.4020302e+01 3.9021425e-02],20.0000,0.0000,[222.46606   33.7661     5.862775],20.0000,6.0000,[234.93144   -31.830723    0.2961628],20.0000,0.0000,[191.47083    58.84007     5.9926753],20.0000,0.0000,[223.40471  -47.036205   5.928414],20.0000,0.0000,[ 277.45306  -183.58215     5.287119],20.0000,4.0000,[240.42973   -47.967422    5.9500647],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
319,[190.07816    14.354866    5.9844446],20.0000,0.0000,[223.55756    33.53307     5.9830136],20.0000,0.0000,[235.95335   -31.439657    6.2619977],20.0000,6.0000,[192.60037   58.807446   5.654535],20.0000,6.0000,[224.46379  -47.319546   5.637043],20.0000,6.0000,[ 277.76767  -184.06793     5.287119],20.0000,4.0000,[240.98772   -48.12473     5.9569616],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
320,[191.20242    14.296847    5.6820188],20.0000,6.0000,[224.64474    33.353935    5.7693214],20.0000,6.0000,[ 2.3704747e+02 -3.1330244e+01  7.5463086e-02],20.0000,6.0000,[193.6348     58.374012    5.9026685],20.0000,0.0000,[225.42343   -47.859932    5.7496386],20.0000,0.0000,[ 278.08228  -184.5537      5.287119],20.0000,4.0000,[241.54562   -48.281574    5.9625545],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
321,[192.24013    13.879958    5.9200006],20.0000,0.0000,[225.67422  32.95716   5.92696],20.0000,0.0000,[238.12968    -31.16555      0.33167505],20.0000,0.0000,[194.69637   58.088814   5.75482 ],20.0000,6.0000,[226.41711   -48.323917    5.4686265],20.0000,6.0000,[ 278.39688  -185.03946     5.287119],20.0000,4.0000,[242.10347  -48.438103   5.967127],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
322,[193.30536    13.610292    5.7546506],20.0000,6.0000,[226.73363   32.67427    5.669963],20.0000,6.0000,[ 2.3915285e+02 -3.0784283e+01  6.5631390e-02],20.0000,6.0000,[195.70549    57.652344    5.9207754],20.0000,0.0000,[227.27269   -49.017418    5.5853887],20.0000,0.0000,[ 278.71152  -185.52522     5.287119],20.0000,4.0000,[242.66125  -48.59444    5.970915],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
323,[194.31532    13.17521     5.9135466],20.0000,0.0000,[227.70656   32.160114   5.79233 ],20.0000,0.0000,[ 2.4023692e+02 -3.0634586e+01  1.6442478e-01],20.0000,0.0000,[196.75601   57.344135   5.649582],20.0000,6.0000,[228.17659   -49.638287    5.3059106],20.0000,6.0000,[ 279.02612  -186.01099     5.287119],20.0000,4.0000,[243.21898  -48.750675   5.974098],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
324,[195.36462   12.862061   5.641027],20.0000,6.0000,[228.71602    31.733124    5.5107603],20.0000,6.0000,[241.30385   -30.39623     6.1307306],20.0000,6.0000,[197.7113    56.800793   5.760534],20.0000,0.0000,[228.90768  -50.46179    5.422705],20.0000,6.0000,[ 279.34073  -186.49675     5.287119],20.0000,4.0000,[243.77664  -48.906868   5.976809],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
325,[196.31674    12.3125925   5.7526264],20.0000,0.0000,[229.59673  31.07287   5.62464],20.0000,0.0000,[242.40096  -30.443445   6.22314 ],20.0000,6.0000,[198.70407   56.3374     5.468694],20.0000,6.0000,[229.68509   -51.232906    5.6932063],20.0000,0.0000,[ 279.65533  -186.98253     5.287119],20.0000,4.0000,[244.33424  -49.06307    5.979146],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
326,[197.30661    11.84271     5.4623275],20.0000,6.0000,[230.52284   30.486061   5.341415],20.0000,6.0000,[ 2.4349504e+02 -3.0434105e+01  1.8824910e-01],20.0000,0.0000,[199.55524   55.639748   5.577931],20.0000,0.0000,[230.60701   -51.81794     5.4325128],20.0000,6.0000,[ 279.96994  -187.46829     5.287119],20.0000,4.0000,[244.89178  -49.2193     5.981181],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
327,[198.15388    11.140196    5.5725513],20.0000,0.0000,[231.28203   29.68854    5.456252],20.0000,0.0000,[244.56294   -30.206947    6.2005563],20.0000,6.0000,[200.45303   55.01045    5.292302],20.0000,6.0000,[231.38435  -52.588055   5.532654],20.0000,6.0000,[ 280.28458  -187.95406     5.287119],20.0000,4.0000,[245.44928  -49.375584   5.98297 ],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
328,[199.04848    10.506298    5.2877173],20.0000,6.0000,[232.09792   28.955942   5.175037],20.0000,6.0000,[ 2.4565703e+02 -3.0221518e+01  1.4403055e-02],20.0000,0.0000,[201.17274   54.177006   5.406591],20.0000,0.0000,[232.21056  -53.302578   5.766214],20.0000,0.0000,[ 280.59918  -188.43982     5.287119],20.0000,4.0000,[246.00673   -49.531933    5.9845543],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
329,[199.76437     9.669575    5.4023294],20.0000,6.0000,[232.7152    28.044027   5.291079],20.0000,0.0000,[246.74762  -30.146894   5.979288],20.0000,6.0000,[201.95169    53.405178    5.1255937],20.0000,6.0000,[233.15883   -53.843212    5.4822044],20.0000,6.0000,[ 280.9138   -188.92558     5.287119],20.0000,4.0000,[246.56413  -49.68836    5.985966],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
330,[200.52623    8.883045   5.672009],20.0000,0.0000,[233.39967    27.187355    5.0107036],20.0000,6.0000,[247.82475  -30.360012   6.070955],20.0000,0.0000,[202.52348   52.464016   5.241932],20.0000,0.0000,[233.95856   -54.588207    5.5741196],20.0000,6.0000,[ 281.2284   -189.41135     5.287119],20.0000,4.0000,[247.12148   -49.844864    5.9872327],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
331,[201.43585     8.2790365   5.4112515],20.0000,6.0000,[233.85939   26.186722   5.12704 ],20.0000,0.0000,[248.91127  -30.49971    5.767964],20.0000,6.0000,[203.1652     51.574833    4.9618735],20.0000,6.0000,[234.8038    -55.279385    5.7989764],20.0000,0.0000,[ 281.54303  -189.89713     5.287119],20.0000,4.0000,[247.67879   -50.001453    5.9883738],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
332,[202.19702     7.4928875   5.511443 ],20.0000,0.0000,[234.3947    25.229725   4.846728],20.0000,6.0000,[249.931    -30.914131   5.873777],20.0000,6.0000,[203.57558   50.552963   5.078361],20.0000,0.0000,[235.76398  -55.798706   5.509909],20.0000,6.0000,[ 281.85764  -190.38289     5.287119],20.0000,4.0000,[248.23605  -50.15813    5.989407],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
333,[203.0206      6.7740574   5.1946282],20.0000,6.0000,[234.6848     24.167458    4.9630346],20.0000,6.0000,[250.96684   -31.269129    6.1383247],20.0000,0.0000,[204.06366    49.571053    4.7981267],20.0000,6.0000,[236.57747  -56.528008   5.59967 ],20.0000,6.0000,[ 282.17224  -190.86865     5.287119],20.0000,4.0000,[248.79329   -50.314888    5.9903464],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
334,[203.63208     5.8620853   5.286714 ],20.0000,6.0000,[235.03934   23.131468   5.233208],20.0000,0.0000,[252.05106   -31.398653    5.8760543],20.0000,6.0000,[204.30179    48.49594     4.9144506],20.0000,6.0000,[237.4353   -57.203236   5.821666],20.0000,0.0000,[ 282.48685  -191.35442     5.287119],20.0000,4.0000,[249.35048   -50.471733    5.9912033],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
335,[204.28743    4.986005   5.534346],20.0000,0.0000,[235.60574    22.19798     4.9724026],20.0000,6.0000,[253.08438  -31.758995   5.975981],20.0000,0.0000,[204.60558    47.443954    5.1846166],20.0000,0.0000,[238.40425  -57.706207   5.530821],20.0000,6.0000,[ 282.80145  -191.84018     5.287119],20.0000,4.0000,[249.90764  -50.628662   5.991988],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
336,[205.10255     4.2596536   5.2630467],20.0000,6.0000,[235.96033    21.162794    5.0725183],20.0000,6.0000,[254.14305  -32.03163    5.659502],20.0000,6.0000,[205.12596   46.48405    4.923802],20.0000,6.0000,[239.22919   -58.4222      5.6194487],20.0000,0.0000,[ 283.1161   -192.32596     5.287119],20.0000,4.0000,[250.46477  -50.78567    5.992708],20.0000,5.0000,[195.16838    37.36907     3.4899182],20.0000,
337,[205.73805     3.3689635   5.3599224],20.0000,6.0000,[236.38335   20.155712   5.306088],20.0000,6.0000,[255.09898  -32.572014   5.751946],20.0000,6.0000,[205.42982   45.432858   5.023913],20.0000,6.0000,[240.10852  -59.06971    5.289462],20.0000,6.0000,[ 283.4307   -192.81172     5.287119],20.0000,4.0000,[251.02101 -50.94561   6.08513],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
338,[206.42912     2.5230374   5.5920334],20.0000,0.0000,[236.97818    19.240265    5.5726438],20.0000,6.0000,[256.07797  -33.060535   6.000108],20.0000,0.0000,[205.80342    44.40641     5.2574787],20.0000,6.0000,[240.7864  -59.93088   5.37296],20.0000,6.0000,[ 283.7453   -193.29749     5.287119],20.0000,4.0000,[251.58589   -51.072197    6.1193233],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
339,[207.26953     1.8264796   5.3076024],20.0000,6.0000,[237.75162   18.465601   5.84196 ],20.0000,0.0000,[257.13254   -33.343185    5.7291217],20.0000,6.0000,[206.35306    43.46314     5.5240316],20.0000,0.0000,[241.50458   -60.755188    5.6084867],20.0000,0.0000,[ 284.0599   -193.78325     5.287119],20.0000,4.0000,[252.15375  -51.18554    6.131734],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
340,[207.92802     0.9541058   5.3994255],20.0000,6.0000,[238.68735    17.890858    5.5475235],20.0000,6.0000,[258.10062   -33.853146    5.8261094],20.0000,6.0000,[207.10022   42.66474    5.242795],20.0000,6.0000,[242.3666   -61.425      5.329877],20.0000,6.0000,[ 284.3745   -194.26901     5.287119],20.0000,4.0000,[252.72276   -51.2933      6.1354012],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
341,[2.0864053e+02 1.2676272e-01 5.6243458e+00],20.0000,0.0000,[239.47044   17.129429   5.603598],20.0000,6.0000,[259.0982    -34.29808     6.0583134],20.0000,0.0000,[207.65146    41.722607    5.3243513],20.0000,6.0000,[243.05597   -62.27424     5.4241133],20.0000,6.0000,[ 284.68915  -194.75478     5.287119],20.0000,4.0000,[253.2922   -51.398643   6.13556 ],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
342,[209.49606    -0.5512515   5.3353457],20.0000,6.0000,[240.28595    16.401907    5.8044147],20.0000,0.0000,[260.16208  -34.542385   5.773931],20.0000,6.0000,[208.25928   40.81563    5.537993],20.0000,0.0000,[243.79718  -63.076412   5.653723],20.0000,6.0000,[ 285.00375  -195.24055     5.287119],20.0000,4.0000,[253.8618   -51.502922   6.134392],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
343,[210.17073   -1.4106     5.425153],20.0000,6.0000,[241.21805    15.828298    5.4992757],20.0000,6.0000,[261.14252   -35.025497    5.8657703],20.0000,6.0000,[209.02336   40.03407    5.241683],20.0000,6.0000,[244.66698  -63.736263   5.918451],20.0000,6.0000,[ 285.31836  -195.72632     5.287119],20.0000,4.0000,[254.43147  -51.606693   6.132802],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
344,[210.89847    -2.2243776   5.647219 ],20.0000,6.0000,[241.98625    15.052802    5.5698695],20.0000,6.0000,[262.15094 -35.44409   6.09071],20.0000,0.0000,[209.58293   39.09681    5.321728],20.0000,6.0000,[245.65665  -64.20442    6.187054],20.0000,6.0000,[ 285.63297  -196.21208     5.287119],20.0000,4.0000,[255.00113   -51.71021     6.1311574],20.0000,4.0000,[195.16838    37.36907     3.4899182],20.0000,
345,[211.75493    -2.9020898   5.906971 ],20.0000,0.0000,[242.7942     14.3183565   5.779423 ],20.0000,0.0000,[263.22      -35.66498     5.8017225],20.0000,6.0000,[210.19717   38.19439    5.535339],20.0000,6.0000,[ 2.4672981e+02 -6.4447571e+01  1.5924349e-01],20.0000,0.0000,[ 285.9476   -196.69785     5.287119],20.0000,4.0000,[255.5708    -51.81356     6.1295958],20.0000,5.0000,[195.16838    37.36907     3.4899182],20.0000,
346,[212.74109   -3.376675   5.621639],20.0000,6.0000,[243.72205    13.740438    5.4815474],20.0000,6.0000,[264.209    -36.12916    5.891536],20.0000,6.0000,[210.95386    37.405067    5.7905846],20.0000,0.0000,[247.83249   -64.42974     6.1192636],20.0000,6.0000,[ 286.2622   -197.18361     5.287119],20.0000,4.0000,[256.14     -51.919727   6.219919],20.0000,5.0000,[195.16838    37.36907     3.4899182],20.0000,
347,[213.5954     -4.0562005   5.697566 ],20.0000,6.0000,[244.4874     12.962105    5.5606723],20.0000,6.0000,[265.22498  -36.528774   6.113611],20.0000,0.0000,[211.86755   36.799282   5.498079],20.0000,6.0000,[248.90038  -64.66245    6.146582],20.0000,6.0000,[ 286.5768   -197.66939     5.287119],20.0000,4.0000,[ 2.5671518e+02 -5.1994564e+01  6.0678776e-02],20.0000,5.0000,[195.16838    37.36907     3.4899182],20.0000,
348,[214.4873     -4.686315    5.9087477],20.0000,0.0000,[245.29713    12.2299795   5.7738805],20.0000,0.0000,[266.29773   -36.731384    5.8228164],20.0000,6.0000,[212.6209    36.008926   5.563301],20.0000,6.0000,[ 2.4997337e+02 -6.4872192e+01  5.0343093e-02],20.0000,0.0000,[ 286.89142  -198.15515     5.287119],20.0000,4.0000,[ 2.5729675e+02 -5.2023521e+01  1.9333190e-01],20.0000,5.0000,[195.16838    37.36907     3.4899182],20.0000,
349,[215.47998   -5.144699   5.610598],20.0000,6.0000,[246.22719    11.656667    5.4783854],20.0000,6.0000,[267.2939    -37.17944     5.9114814],20.0000,6.0000,[213.4126     35.25617     5.7692432],20.0000,0.0000,[251.06773  -64.90064    6.022258],20.0000,6.0000,[ 287.20602  -198.64091     5.287119],20.0000,4.0000,[257.88165    -51.99889      0.32321435],20.0000,5.0000,[195.16838    37.36907     3.4899182],20.0000,
