step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_red6,health_red6,action_red6,pos_red7,health_red7,action_red7,pos_red8,health_red8,action_red8,pos_red9,health_red9,action_red9,pos_red10,health_red10,action_red10,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3,pos_blue4,health_blue4,action_blue4,pos_blue5,health_blue5,action_blue5,pos_blue6,health_blue6,action_blue6,pos_blue7,health_blue7,action_blue7,pos_blue8,health_blue8,action_blue8,pos_blue9,health_blue9,action_blue9,pos_blue10,health_blue10,action_blue10
369,[241.11641   33.807384   4.279812],20.0000,0.0000,[186.159     63.642536   4.527969],20.0000,6.0000,[278.3906     20.584124    4.1153245],20.0000,6.0000,[ 87.67352  105.30218    3.179705],20.0000,6.0000,[135.7389     -61.106644     0.27293897],20.0000,6.0000,[263.12177    58.277412    4.1910076],20.0000,0.0000,[227.73781    73.048355    4.1245832],20.0000,6.0000,[195.68748   -98.92139     2.9757786],20.0000,6.0000,[ 99.62693  135.43674    4.736912],20.0000,6.0000,[208.782     -60.08983     3.7138188],20.0000,0.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[202.98424   -72.68978     3.8766632],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[205.19865  -77.00645    4.179572],20.0000,5.0000,[97.650635  28.401318   1.6919636],20.0000,,[154.99324  -78.4806     5.718579],20.0000,3.0000,[ 96.978004 126.78648    4.095158],20.0000,4.0000
370,[240.65742    32.817013    3.9436684],20.0000,6.0000,[185.96791    62.5678      4.6073933],20.0000,6.0000,[277.83374   19.642782   4.194523],20.0000,6.0000,[ 86.584015 105.22779    3.266477],20.0000,0.0000,[136.75827    -60.69884      0.36388478],20.0000,0.0000,[262.57678    57.331654    3.8548636],20.0000,6.0000,[227.14175  72.13385   4.21103],20.0000,0.0000,[194.60463   -98.77866     3.0637343],20.0000,6.0000,[ 99.46572  134.3409     4.908663],20.0000,6.0000,[207.82913   -60.62626     3.4152215],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[202.50586   -73.02364     3.8983462],20.0000,5.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[204.7955   -77.44059    4.271872],20.0000,5.0000,[97.650635  28.401318   1.6919636],20.0000,,[155.53198   -78.711624    5.6391063],20.0000,3.0000,[ 96.58435   126.35617     4.0723963],20.0000,4.0000
371,[239.94797    31.984625    4.0228667],20.0000,6.0000,[185.84044    61.483635    4.8207507],20.0000,0.0000,[277.32748    18.67493     4.4183145],20.0000,6.0000,[ 85.50406   105.067184    2.9344482],20.0000,6.0000,[ 1.3774570e+02 -6.0224632e+01  6.0136162e-02],20.0000,6.0000,[261.7963    56.565464   3.934062],20.0000,6.0000,[226.6215     71.17424     3.8764288],20.0000,6.0000,[193.5155    -98.70505     3.2835166],20.0000,0.0000,[ 99.49731   133.23425     5.0806527],20.0000,6.0000,[206.77905   -60.924305    3.4922442],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[202.03542   -73.36841     3.9866905],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[204.43407   -77.910034    4.3642263],20.0000,5.0000,[97.650635  28.401318   1.6919636],20.0000,,[156.05469   -78.97937     5.5364585],20.0000,4.0000,[ 96.19096  125.92752    4.052155],20.0000,4.0000
372,[239.28383   31.117474   4.246658],20.0000,6.0000,[185.91222    60.393448    4.5253453],20.0000,6.0000,[276.9936    17.635534   4.681734],20.0000,0.0000,[ 84.416794  105.20107     3.0165486],20.0000,0.0000,[138.82678    -60.017704     0.16554843],20.0000,6.0000,[261.05786   55.76063    4.157853],20.0000,6.0000,[225.86165    70.38704     3.9562585],20.0000,6.0000,[192.43143   -98.83496     2.9913552],20.0000,6.0000,[ 99.71941 132.14996   5.25505],20.0000,6.0000,[205.74759   -61.281967    3.7044337],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[201.58974  -73.74669    4.007641],20.0000,5.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[204.11743  -78.410805   4.456592],20.0000,5.0000,[97.650635  28.401318   1.6919636],20.0000,,[156.55191   -79.294174    5.5201616],20.0000,3.0000,[ 95.79664   125.50097     4.0362635],20.0000,4.0000
373,[238.77731    30.150385    4.5100775],20.0000,0.0000,[185.72664   59.317642   4.608001],20.0000,6.0000,[276.89682   16.546436   4.399749],20.0000,6.0000,[ 83.32439   105.26262     2.6987996],20.0000,6.0000,[139.88913    -59.7524       0.42981538],20.0000,0.0000,[260.46756    54.842278    4.4212723],20.0000,0.0000,[225.14462   69.56287    4.182038],20.0000,6.0000,[191.34679   -98.7072      3.0788713],20.0000,6.0000,[100.126625  131.12086     5.4314046],20.0000,6.0000,[204.78758   -61.806015    3.9587927],20.0000,0.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[201.15425   -74.13608     4.0928097],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[203.84834   -78.938644    4.5489526],20.0000,5.0000,[97.650635  28.401318   1.6919636],20.0000,,[157.03725   -79.62405     5.4459805],20.0000,3.0000,[ 95.40131   125.07615     4.0242805],20.0000,4.0000
374,[238.49591    29.093826    4.2280927],20.0000,6.0000,[185.60704   58.232643   4.82318 ],20.0000,0.0000,[276.5614     15.507696    4.4815545],20.0000,0.0000,[ 82.28147   105.61088     2.7951639],20.0000,0.0000,[140.86958   -59.271767    0.1674419],20.0000,6.0000,[260.09357    53.81484     4.1392875],20.0000,6.0000,[224.57973    68.62873     4.4469504],20.0000,0.0000,[190.25677   -98.64845     3.2981682],20.0000,0.0000,[100.7079   130.17902    5.608635],20.0000,6.0000,[203.96373   -62.52982     3.6646762],20.0000,0.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[200.74702  -74.556496   4.11044 ],20.0000,5.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[203.62906  -79.489044   4.641303],20.0000,5.0000,[97.650635  28.401318   1.6919636],20.0000,,[157.5002    -79.98591     5.3466797],20.0000,3.0000,[ 95.00523   124.65255     4.0152593],20.0000,4.0000
375,[237.98799    28.127647    4.3098984],20.0000,0.0000,[185.68791    57.143353    4.5287485],20.0000,6.0000,[276.30743   14.446092   4.14477 ],20.0000,6.0000,[ 81.22072   105.887184    2.5005157],20.0000,6.0000,[141.93282    -59.012615     0.26734367],20.0000,0.0000,[259.50195    52.897514    4.2210927],20.0000,0.0000,[224.23505   67.59126    4.165673],20.0000,6.0000,[189.1745    -98.79285     3.0057325],20.0000,6.0000,[101.44592  129.35414    5.785968],20.0000,6.0000,[203.01263   -63.065563    3.1772292],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[200.35109   -74.98666     4.1926208],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[203.46146  -80.05733    4.733645],20.0000,5.0000,[97.650635  28.401318   1.6919636],20.0000,,[157.93204   -80.3867      5.2405043],20.0000,3.0000,[ 94.60867  124.22976    4.008352],20.0000,4.0000
376,[237.55641   27.125027   3.973114],20.0000,6.0000,[185.51123   56.06595    4.613039],20.0000,0.0000,[275.7764     13.490118    4.2236342],20.0000,6.0000,[ 80.25873   106.423195    2.6115046],20.0000,0.0000,[142.96967  -58.6661     6.234054],20.0000,6.0000,[258.98315    51.937122    3.8843086],20.0000,6.0000,[223.66972    66.6575      4.2484884],20.0000,0.0000,[188.08829   -98.6795      3.0929725],20.0000,6.0000,[102.31778  128.67223    5.963099],20.0000,0.0000,[201.92537   -63.205494    3.2258844],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[199.98608  -75.44459    4.208129],20.0000,5.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[203.34698   -80.63864     4.8259816],20.0000,5.0000,[97.650635  28.401318   1.6919636],20.0000,,[158.32574  -80.82706    5.135696],20.0000,3.0000,[ 94.21184  123.80748    4.002933],20.0000,4.0000
377,[236.86989   26.27381    4.051978],20.0000,6.0000,[185.41939   54.978138   4.27881 ],20.0000,6.0000,[275.29678   12.508871   4.44659 ],20.0000,6.0000,[ 79.26346   106.883766    2.3295724],20.0000,6.0000,[ 1.4406578e+02 -5.8600182e+01  4.3323413e-02],20.0000,0.0000,[258.22385    51.150146    3.9631727],20.0000,6.0000,[223.17914    65.6824      3.9121363],20.0000,6.0000,[186.9976    -98.635124    3.3119757],20.0000,6.0000,[103.30175 128.17146   5.58947],20.0000,6.0000,[200.84366   -63.367966    3.4497483],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[199.63304  -75.91078    4.288808],20.0000,5.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[203.28659   -81.228035    4.9183154],20.0000,5.0000,[97.650635  28.401318   1.6919636],20.0000,,[158.67607   -81.30399     5.0349236],20.0000,3.0000,[ 93.81486  123.38551    3.998573],20.0000,3.0000
378,[236.22972   25.388908   4.274934],20.0000,6.0000,[185.03833    53.951694    4.3595166],20.0000,6.0000,[274.99094   11.460855   4.709397],20.0000,0.0000,[ 78.405975  107.57494     2.4460878],20.0000,0.0000,[145.1523    -58.460377    6.0241365],20.0000,6.0000,[257.50772   50.32551    4.186128],20.0000,6.0000,[222.44322    64.87338     3.9912295],20.0000,6.0000,[185.91425   -98.776       3.5699291],20.0000,6.0000,[104.111145  127.4376      5.5989804],20.0000,6.0000,[199.80597   -63.706753    3.7211227],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[199.31049   -76.400215    4.3951817],20.0000,5.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[203.28079  -81.82048    5.010649],20.0000,5.0000,[97.650635  28.401318   1.6919636],20.0000,,[158.97932   -81.81286     4.9380608],20.0000,3.0000,[ 93.420074  122.9618      3.9032257],20.0000,3.0000
379,[235.74934   24.408537   4.53774 ],20.0000,0.0000,[184.71005    52.90937     4.5892053],20.0000,0.0000,[274.92303   10.369499   4.427098],20.0000,6.0000,[ 77.500534  108.193596    2.1666458],20.0000,6.0000,[146.24377   -58.602814    6.1302204],20.0000,0.0000,[256.9423     49.3916      4.4489346],20.0000,0.0000,[221.75151    64.02809     4.2147484],20.0000,6.0000,[184.87819   -99.134964    3.8331683],20.0000,0.0000,[104.92492  126.70833    5.781019],20.0000,0.0000,[198.86087   -64.25595     3.9934204],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[199.02994   -76.91725     4.5071616],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[203.32965   -82.41094     5.1029825],20.0000,5.0000,[97.650635  28.401318   1.6919636],20.0000,,[159.23303  -82.34842    4.843932],20.0000,3.0000,[ 93.003006  122.56054     3.7750359],20.0000,3.0000
380,[235.49602    23.344822    4.2554417],20.0000,6.0000,[184.58508   51.824955   4.306564],20.0000,6.0000,[274.61523    9.322245   4.50845 ],20.0000,0.0000,[ 76.76742   109.01533     2.2835283],20.0000,0.0000,[147.33852   -58.665848    5.8443604],20.0000,6.0000,[256.59564   48.354546   4.166636],20.0000,6.0000,[221.21396    63.077896    4.4779677],20.0000,0.0000,[183.95157  -99.727394   3.529157],20.0000,6.0000,[105.8465    126.11881     5.4708557],20.0000,6.0000,[198.0527   -64.99921    4.257527],20.0000,0.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[198.80157   -77.46087     4.5243297],20.0000,5.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[203.43275   -82.994385    5.1953163],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[159.43546  -82.905426   4.751299],20.0000,3.0000,[ 92.55547   122.192184    3.6373587],20.0000,3.0000
381,[235.01385   22.365536   4.336794],20.0000,0.0000,[184.21436    50.7962      4.3993077],20.0000,6.0000,[274.38907     8.254363    4.1714816],20.0000,6.0000,[ 75.97462   109.772865    2.0035827],20.0000,6.0000,[148.38896  -58.99684    5.959304],20.0000,0.0000,[256.0285    47.421883   4.247988],20.0000,0.0000,[220.89838   62.03101    4.195882],20.0000,6.0000,[ 182.9235    -100.09713      3.5750055],20.0000,6.0000,[106.597015 125.32621    5.542411],20.0000,0.0000,[197.44243  -65.91585    3.947137],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[198.59358   -78.01042     4.5961814],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[203.59183  -83.56445    5.195892],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[159.5853  -83.47878   4.65927],20.0000,3.0000,[ 92.075676  121.86275     3.4992218],20.0000,3.0000
382,[234.60861    21.351978    3.9998252],20.0000,6.0000,[183.91025    49.747322    4.6269965],20.0000,0.0000,[273.88315     7.2849293   4.250242 ],20.0000,6.0000,[ 75.385025  110.70289     2.1200123],20.0000,0.0000,[149.45735   -59.24415     5.6793027],20.0000,6.0000,[255.53497    46.44826     3.9110193],20.0000,6.0000,[220.35933   61.08184    4.277542],20.0000,0.0000,[ 181.90868   -100.50327      3.7707703],20.0000,0.0000,[107.40058   124.58744     5.2019906],20.0000,6.0000,[196.64915   -66.66741     3.9850342],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[198.42561  -78.573494   4.60108 ],20.0000,5.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[203.76959  -84.124794   5.164465],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[159.68155  -84.06347    4.567351],20.0000,3.0000,[ 91.56407   121.57845     3.3668697],20.0000,3.0000
383,[233.94452   20.483213   4.078586],20.0000,6.0000,[183.81094   48.66028    4.339978],20.0000,6.0000,[273.42926    6.29153    4.472955],20.0000,0.0000,[ 74.726265  111.579475    1.8396541],20.0000,6.0000,[150.43877  -59.743797   5.796187],20.0000,0.0000,[254.79645    45.641815    3.9897802],20.0000,6.0000,[219.89531    60.093822    3.9406972],20.0000,6.0000,[ 180.97781  -101.07923     3.463145],20.0000,6.0000,[107.9744   123.65636    5.280117],20.0000,0.0000,[195.87816  -67.442474   4.176779],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[198.2709   -79.13855    4.673042],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[203.94879   -84.681145    5.1298385],20.0000,5.0000,[97.650635  28.401318   1.6919636],20.0000,,[159.72354   -84.65449     4.4753385],20.0000,3.0000,[ 91.02376  121.345276   3.244229],20.0000,3.0000
384,[233.32764    19.58194     4.3012986],20.0000,0.0000,[183.462      47.624702    4.4308105],20.0000,6.0000,[273.16806     5.2316937   4.185033 ],20.0000,6.0000,[ 74.29638  112.593254   1.955904],20.0000,0.0000,[151.45241   -60.162083    5.5164685],20.0000,6.0000,[254.10207   44.798805   4.212493],20.0000,0.0000,[219.1814     59.26547     4.0195284],20.0000,6.0000,[ 179.93968  -101.4166      3.532246],20.0000,6.0000,[108.609535 122.76678    4.95292 ],20.0000,6.0000,[195.2338    -68.32938     4.4177837],20.0000,0.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[198.15463   -79.71317     4.6820774],20.0000,5.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[204.12132   -85.23775     5.1937103],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[159.71092   -85.24684     4.3831925],20.0000,3.0000,[ 90.46025   121.167564    3.1323187],20.0000,2.0000
385,[232.88922    18.582302    4.0133767],20.0000,6.0000,[183.18048    46.56983     4.6543694],20.0000,0.0000,[272.66678     4.2604465   4.275886 ],20.0000,6.0000,[ 73.78966   113.56568     1.6754669],20.0000,6.0000,[152.33934  -60.814728   5.63306 ],20.0000,6.0000,[253.57672    43.841988    3.9245708],20.0000,6.0000,[218.5127     58.401924    4.2424054],20.0000,0.0000,[ 178.91986   -101.80676      3.7412057],20.0000,0.0000,[108.98589 121.73518   5.04205],20.0000,0.0000,[194.79482   -69.33687     4.1087556],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[198.05133   -80.289055    4.7587357],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[204.32396  -85.78484    5.207307],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[159.64381  -85.8355     4.290942],20.0000,3.0000,[ 89.88034   121.04435     2.9378054],20.0000,2.0000
386,[232.22943  17.71095   4.10423],20.0000,6.0000,[183.10208    45.480995    4.3645134],20.0000,6.0000,[272.2288      3.2602859   4.5003457],20.0000,0.0000,[ 73.53123   114.636086    1.7917062],20.0000,0.0000,[153.26059  -61.40658    5.903382],20.0000,0.0000,[252.84224   43.03259    4.015424],20.0000,6.0000,[218.01646   57.429684   3.954603],20.0000,6.0000,[ 177.9855    -102.374146     3.4430463],20.0000,6.0000,[109.427635  120.73264     4.7385364],20.0000,6.0000,[194.14207  -70.21268    4.157191],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[197.98766   -80.871376    4.7712708],20.0000,5.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[204.53886   -86.326515    5.2006726],20.0000,5.0000,[97.650635  28.401318   1.6919636],20.0000,,[159.52274   -86.415474    4.1986294],20.0000,3.0000,[ 89.28246   121.010994    2.7219825],20.0000,2.0000
387,[231.62703    16.800304    4.3286896],20.0000,0.0000,[182.7715     44.439762    4.4538183],20.0000,6.0000,[271.9869     2.195796   4.211185],20.0000,6.0000,[ 73.19025   115.67825     1.5112864],20.0000,6.0000,[154.28427  -61.786407   5.642613],20.0000,6.0000,[252.16145    42.17896     4.2398834],20.0000,0.0000,[217.30682    56.59841     4.0455046],20.0000,6.0000,[ 176.94557   -102.70595      3.5219226],20.0000,6.0000,[109.59893   119.645195    4.8446407],20.0000,0.0000,[193.52174   -71.11238     4.3550143],20.0000,0.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[197.93765   -81.45408     4.8503766],20.0000,5.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[204.75502  -86.867035   5.279555],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[159.34872  -86.98181    4.106289],20.0000,3.0000,[ 88.68264   121.08698     2.5139685],20.0000,2.0000
388,[231.20688    15.792776    4.0395284],20.0000,6.0000,[182.50833   43.380283   4.67523 ],20.0000,0.0000,[271.50327     1.2161435   4.3009434],20.0000,6.0000,[ 73.11023   116.77651     1.6275408],20.0000,0.0000,[155.20514   -62.37746     5.7427325],20.0000,6.0000,[251.6536     41.21266     3.9507227],20.0000,6.0000,[216.65218   55.724564   4.270045],20.0000,0.0000,[ 175.92677   -103.09804      3.7350144],20.0000,0.0000,[109.84702   118.577034    4.5592966],20.0000,6.0000,[193.06624   -72.10747     4.0490975],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[197.92534   -82.04009     4.9560814],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[205.00484   -87.39409     5.2998915],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[159.12325   -87.5297      4.0139403],20.0000,3.0000,[ 88.10503   121.276375    2.3219488],20.0000,2.0000
389,[230.56297    14.910138    4.1292872],20.0000,6.0000,[182.44746   42.290237   4.38403 ],20.0000,6.0000,[2.7108356e+02 2.0832774e-01 4.5229864e+00],20.0000,0.0000,[ 72.94415   117.86039     1.3471346],20.0000,6.0000,[156.1622   -62.90397    5.976288],20.0000,0.0000,[250.93396    40.39061     4.0404816],20.0000,6.0000,[216.17386   54.743317   3.980937],20.0000,6.0000,[ 174.99532   -103.66913      3.4394557],20.0000,6.0000,[109.82581  117.47584    4.674611],20.0000,0.0000,[192.38963  -72.96404    4.119874],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[197.96587  -82.62638    4.976098],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[205.26862   -87.913765    5.2961802],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[158.8482   -88.05447    3.921594],20.0000,3.0000,[ 87.57241   121.57087     2.1423063],20.0000,2.0000
390,[229.97731    13.988822    4.3513303],20.0000,0.0000,[182.1331     41.24418     4.4723864],20.0000,6.0000,[270.8597     -0.8601851   4.2321777],20.0000,6.0000,[ 73.04467   118.95696     1.4633949],20.0000,0.0000,[157.20235   -63.234962    5.6922793],20.0000,6.0000,[250.26889   39.524864   4.262524],20.0000,0.0000,[215.47949   53.899803   4.070726],20.0000,6.0000,[ 173.95682   -104.00574      3.5218751],20.0000,6.0000,[109.89018   116.38107     4.3949094],20.0000,6.0000,[191.75871   -73.855156    4.3295417],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[198.02849  -83.20895    4.961831],20.0000,5.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[205.53708  -88.430046   5.284355],20.0000,5.0000,[97.650635  28.401318   1.6919636],20.0000,,[158.52594   -88.551636    3.8292518],20.0000,3.0000,[ 87.10227   121.95662     1.9681205],20.0000,2.0000
391,[229.57422    12.974254    4.0605216],20.0000,6.0000,[181.8861     40.180862    4.6926303],20.0000,0.0000,[270.39194    -1.8472941   4.320835 ],20.0000,6.0000,[ 73.057945  120.053406    1.1829913],20.0000,6.0000,[158.13986   -63.7968      5.7841954],20.0000,6.0000,[249.7774     38.550045    3.9717155],20.0000,6.0000,[214.841      53.01427     4.2928095],20.0000,0.0000,[ 172.94084   -104.404884     3.7369044],20.0000,0.0000,[109.68813  115.298485   4.511913],20.0000,0.0000,[191.28117  -74.839584   4.582371],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[198.0943   -83.78941    5.030192],20.0000,5.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[205.8038    -88.94665     5.3632264],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[158.15921   -89.016975    3.7369134],20.0000,3.0000,[ 86.708015 122.418816   1.794466],20.0000,2.0000
392,[228.94472   12.081552   4.149179],20.0000,6.0000,[181.8411     39.089985    4.4007354],20.0000,6.0000,[269.98828    -2.861569    4.5414386],20.0000,0.0000,[ 73.33631   121.11881     1.2992519],20.0000,6.0000,[159.11066  -64.29651    6.009055],20.0000,0.0000,[249.07121   37.71669    4.060373],20.0000,6.0000,[214.37935   52.024975   4.002026],20.0000,6.0000,[ 172.0143    -104.98337      3.4423997],20.0000,6.0000,[109.57335  114.207954   4.232235],20.0000,6.0000,[191.01279  -75.905334   4.836553],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[198.19261   -84.36633     5.1336613],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[206.10167  -89.447266   5.385357],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[157.75113   -89.44652     3.6445777],20.0000,3.0000,[ 86.40078   122.94246     1.6194646],20.0000,2.0000
393,[228.37375    11.151133    4.3697824],20.0000,0.0000,[181.54172   38.039635   4.488502],20.0000,6.0000,[269.7805     -3.9333923   4.249755 ],20.0000,6.0000,[ 73.54575   122.193565    1.5693996],20.0000,0.0000,[160.15804 -64.60418   5.71999],20.0000,6.0000,[248.41998   36.840576   4.280977],20.0000,6.0000,[213.69879   51.170544   4.090702],20.0000,6.0000,[ 170.97844   -105.32835      3.5265622],20.0000,6.0000,[109.19799   113.17272     4.3488255],20.0000,0.0000,[190.98187   -77.00922     5.0694914],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[198.34067   -84.93418     5.1550717],20.0000,4.0000,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[206.41246  -89.939644   5.384064],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[157.30519   -89.8366      3.5522432],20.0000,3.0000,[ 86.189804 123.51162    1.443145],20.0000,2.0000
