step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_red6,health_red6,action_red6,pos_red7,health_red7,action_red7,pos_red8,health_red8,action_red8,pos_red9,health_red9,action_red9,pos_red10,health_red10,action_red10,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3,pos_blue4,health_blue4,action_blue4,pos_blue5,health_blue5,action_blue5,pos_blue6,health_blue6,action_blue6,pos_blue7,health_blue7,action_blue7,pos_blue8,health_blue8,action_blue8,pos_blue9,health_blue9,action_blue9,pos_blue10,health_blue10,action_blue10
829,[388.15903   -76.80815     0.9934195],20.0000,0.0000,[328.05582   -45.97935     1.3569584],20.0000,0.0000,[421.6517    -64.04119     0.8168112],20.0000,0.0000,[ 53.473248  182.23996     2.1172357],20.0000,6.0000,[353.855     -74.69163     1.0461805],20.0000,6.0000,[411.1058     -21.604445     0.56215954],20.0000,6.0000,[3.8661777e+02 1.8351391e-02 5.3894210e-01],20.0000,6.0000,[336.9241     -1.8328743   0.6819423],20.0000,6.0000,[156.92245   206.88493     6.0148077],20.0000,6.0000,[ 3.65222382e+02 -1.71209412e+02  1.12098955e-01],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 64.275314  202.93571     1.4877082],20.0000,3.0000
830,[388.73093   -75.87798     0.7323894],20.0000,6.0000,[328.38882   -44.934677    1.0712615],20.0000,6.0000,[422.37817    -63.226        0.55591106],20.0000,6.0000,[ 52.870605  183.15102     2.3511076],20.0000,0.0000,[354.4538    -73.77699     1.3233839],20.0000,0.0000,[412.02063   -21.008749    0.6514043],20.0000,6.0000,[387.55905      0.57110095   0.7563096 ],20.0000,6.0000,[337.76132     -1.1322895    0.77125376],20.0000,0.0000,[157.98126  206.61848    6.238812],20.0000,0.0000,[ 3.6632761e+02 -1.7126965e+02  2.8893283e-01],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 64.259186 203.51782    1.408339],20.0000,4.0000
831,[389.49036   -75.09003     0.8326675],20.0000,6.0000,[328.9378    -43.99075     1.1373638],20.0000,0.0000,[423.26416    -62.583664     0.65621847],20.0000,6.0000,[ 52.103363  183.92743     2.0672882],20.0000,6.0000,[354.82172   -72.74408     1.0376871],20.0000,6.0000,[412.89383   -20.353691    0.8687675],20.0000,6.0000,[388.39496     1.2757211   1.012908 ],20.0000,0.0000,[338.53763     -0.36489034   0.43806937],20.0000,6.0000,[159.0711   206.55591    5.949239],20.0000,6.0000,[ 367.4262     -171.13452       0.46576673],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 64.2798   204.1009     1.388283],20.0000,4.0000
832,[390.19363   -74.25415     1.0668118],20.0000,6.0000,[329.42285   -43.012447    0.7926493],20.0000,6.0000,[424.10327   -61.884266    0.8903507],20.0000,6.0000,[ 51.53415   184.8605      2.1592715],20.0000,0.0000,[355.40207   -71.819115    1.1037893],20.0000,0.0000,[413.64523   -19.55959     1.1253767],20.0000,0.0000,[389.05725      2.1490915    0.72155064],20.0000,6.0000,[3.3949295e+02 1.6896133e-01 5.1845503e-01],20.0000,6.0000,[160.11711   206.24065     6.0387173],20.0000,6.0000,[ 368.4839    -170.80823      0.6426006],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 64.31632   204.6827      1.3925552],20.0000,4.0000
833,[390.73666   -73.30709     1.3337784],20.0000,0.0000,[330.15677   -42.20317     0.8667246],20.0000,6.0000,[424.8042    -61.04727     1.1573017],20.0000,0.0000,[ 50.891766  185.74411     1.8336735],20.0000,6.0000,[355.91968    -70.85764      0.75907487],20.0000,6.0000,[414.20517   -18.617338    0.8340729],20.0000,6.0000,[389.89343      2.851187     0.78799945],20.0000,6.0000,[340.41797      0.7503338    0.74558187],20.0000,6.0000,[161.18036  205.99309    6.260353],20.0000,0.0000,[ 369.46768   -170.30098      0.8194345],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 64.3585    205.26315     1.4049325],20.0000,3.0000
834,[391.0553    -72.261116    1.0527412],20.0000,6.0000,[330.84753  -41.357746   1.082968],20.0000,6.0000,[425.30154    -60.073498     0.87625563],20.0000,6.0000,[ 50.503883  186.77011     1.9202722],20.0000,0.0000,[356.68033    -70.07346      0.83315015],20.0000,6.0000,[414.95712   -17.825724    0.9006044],20.0000,0.0000,[390.69382     3.5946348   0.9945344],20.0000,6.0000,[341.22858     1.4814856   1.0114709],20.0000,6.0000,[162.27118   205.94843     5.9692893],20.0000,6.0000,[ 370.3469    -169.62857      0.9962684],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 64.398865  205.8432      1.3264897],20.0000,4.0000
835,[391.59628  -71.31306    1.134574],20.0000,6.0000,[331.3883    -40.408993    1.3413148],20.0000,6.0000,[426.0006   -59.23517    0.958074],20.0000,6.0000,[ 50.04973   187.76639     1.6104088],20.0000,6.0000,[357.3991    -69.2517      1.0493935],20.0000,6.0000,[415.65488   -16.98592     0.5566294],20.0000,6.0000,[391.36407     4.4608593   1.2437507],20.0000,0.0000,[341.87268     2.3660545   1.2811637],20.0000,0.0000,[163.32182   205.64967     6.0577526],20.0000,6.0000,[ 371.09412   -168.81198      1.1731023],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 64.474106  206.4209      1.3046479],20.0000,4.0000
836,[392.07837   -70.33345     1.3483281],20.0000,6.0000,[331.7276    -39.367306    1.6067138],20.0000,0.0000,[426.64722   -58.355442    1.1718222],20.0000,6.0000,[ 49.868225  188.85161     1.7121061],20.0000,6.0000,[357.9714    -68.32163     1.3077403],20.0000,6.0000,[416.55585    -16.367733     0.63152695],20.0000,6.0000,[391.8292      5.4557295   0.941402 ],20.0000,6.0000,[342.29498      3.3792002    0.98882973],20.0000,6.0000,[164.38872  205.41858    6.278122],20.0000,6.0000,[ 371.68604   -167.87668      1.3499361],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 64.56444   206.99615     1.3061622],20.0000,3.0000
837,[392.39108   -69.28506     1.6026589],20.0000,6.0000,[331.8157    -38.27188     1.3074087],20.0000,6.0000,[427.1392   -57.378254   1.426148],20.0000,6.0000,[ 49.629986  189.92026     1.9732679],20.0000,0.0000,[358.34546   -67.29192     1.5731393],20.0000,6.0000,[417.42294   -15.704275    0.8487872],20.0000,6.0000,[392.502        6.3160615    0.99502975],20.0000,6.0000,[342.92526     4.2711353   1.0478064],20.0000,6.0000,[165.48006    205.37213      0.25366658],20.0000,6.0000,[ 372.10422 -166.85184    1.52677],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 64.65752   207.57054     1.2241762],20.0000,4.0000
838,[392.48334  -68.19001    1.857715],20.0000,6.0000,[332.1411    -37.229084    1.3584285],20.0000,6.0000,[427.4223    -56.31642     1.6811955],20.0000,6.0000,[ 49.176502  190.91354     1.7095788],20.0000,6.0000,[358.48816   -66.200035    1.8243861],20.0000,6.0000,[418.16736   -14.905354    1.1077868],20.0000,6.0000,[393.13956     7.203576    1.1952136],20.0000,6.0000,[343.5151      5.191039    1.2501231],20.0000,6.0000,[166.5619    205.54874     0.5178536],20.0000,6.0000,[ 372.33557  -165.76942     1.703604],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 64.78716   208.13907     1.2021713],20.0000,4.0000
839,[392.3346    -67.09582     2.0913262],20.0000,6.0000,[332.4255    -36.173767    1.5567589],20.0000,6.0000,[427.46805   -55.213116    1.9147953],20.0000,6.0000,[ 48.947773  191.98375     1.8091075],20.0000,6.0000,[358.38672   -65.09871     2.0471745],20.0000,6.0000,[418.73672   -13.969586    1.3737035],20.0000,6.0000,[393.6291     8.183895   1.440853],20.0000,6.0000,[343.9506      6.1965866   1.4963858],20.0000,0.0000,[167.58475   205.95848     0.7659838],20.0000,6.0000,[ 372.3729    -164.6632       1.8804379],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 64.932434  208.70337     1.2048879],20.0000,3.0000
840,[391.95422  -66.05568    2.295918],20.0000,6.0000,[332.53964   -35.08371     1.8009309],20.0000,0.0000,[427.27625  -54.12234    2.119377],20.0000,6.0000,[ 48.648632  193.03438     2.0431051],20.0000,0.0000,[358.05603   -64.04103     2.2412329],20.0000,6.0000,[419.09158   -12.9273405   1.6258178],20.0000,0.0000,[393.9116      9.247813    1.6858999],20.0000,6.0000,[344.15634     7.2758303   1.1908526],20.0000,6.0000,[168.49661    206.58505      0.98497784],20.0000,6.0000,[ 372.21503   -163.56763      2.0572717],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 65.08051   209.26642     1.1243737],20.0000,4.0000
841,[391.37396   -65.111404    2.4782119],20.0000,6.0000,[332.41364   -33.99212     1.4938397],20.0000,6.0000,[426.87085   -53.09084     2.3016653],20.0000,0.0000,[ 48.151966  194.0064      1.7595688],20.0000,6.0000,[357.52798   -63.066673    2.4175968],20.0000,6.0000,[419.19092   -11.828661    1.2990634],20.0000,6.0000,[393.95975    10.352205    1.9087163],20.0000,0.0000,[344.59775     8.27492     1.2415541],20.0000,6.0000,[169.2598    207.38864     1.1762335],20.0000,6.0000,[ 371.86694   -162.51694      2.2341056],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 65.26434  209.82005    1.103599],20.0000,4.0000
842,[390.63052   -64.29003     2.6504548],20.0000,0.0000,[332.53738   -32.906868    1.5434161],20.0000,6.0000,[426.26993  -52.163567   1.923355],20.0000,6.0000,[ 47.89121  195.06787    1.851675],20.0000,0.0000,[356.83466   -62.202934    2.5883207],20.0000,6.0000,[419.53763   -10.792131    1.3239384],20.0000,0.0000,[393.75955    11.438842    1.5546021],20.0000,6.0000,[345.0005      9.290822    1.4403474],20.0000,0.0000,[169.85596   208.3228      1.3514013],20.0000,6.0000,[ 371.33942   -161.54385      2.4109395],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 65.4632    210.36795     1.1073726],20.0000,4.0000
843,[389.74716   -63.62723     2.2710574],20.0000,6.0000,[332.62012   -31.817171    1.7417094],20.0000,0.0000,[425.93875   -51.122322    1.9277564],20.0000,0.0000,[ 47.545795  196.1043      1.5263419],20.0000,6.0000,[356.00287   -61.472393    2.7601519],20.0000,6.0000,[419.84677    -9.744356    0.9593086],20.0000,6.0000,[393.8325     12.529357    1.5647765],20.0000,0.0000,[345.22043    10.362874    1.1347767],20.0000,6.0000,[170.27638   209.34741     1.5220488],20.0000,6.0000,[ 370.64896   -160.67874      2.5877733],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 65.66724   210.91298     1.1194214],20.0000,3.0000
844,[389.07916   -62.76268     2.2777991],20.0000,0.0000,[332.51202   -30.728136    1.4359398],20.0000,6.0000,[425.5889    -50.087807    1.5568689],20.0000,6.0000,[ 47.485897  197.19958     1.6131465],20.0000,0.0000,[355.05786   -60.8963      2.9347522],20.0000,6.0000,[420.44223    -8.828745    1.0260806],20.0000,0.0000,[393.87943    13.620647    1.1946877],20.0000,6.0000,[345.6867     11.349842    1.2056419],20.0000,0.0000,[170.51355   210.4287      1.6942071],20.0000,6.0000,[ 369.81705   -159.9486       2.7646072],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 65.869484  211.4581      1.0407795],20.0000,4.0000
845,[388.39453   -61.911926    1.9082962],20.0000,6.0000,[332.66455  -29.64728    1.506727],20.0000,0.0000,[425.5557    -48.995686    1.6243085],20.0000,0.0000,[ 47.353817 198.28653    1.303609],20.0000,6.0000,[354.0271    -60.49337     3.1113312],20.0000,6.0000,[420.979      -7.8776946   0.6877822],20.0000,6.0000,[394.24094    14.651475    1.2609798],20.0000,0.0000,[346.08398     12.366567     0.86478525],20.0000,6.0000,[170.56062   211.53445     1.8691074],20.0000,6.0000,[ 368.8697   -159.37616     2.941441],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 66.10458   211.99113     1.0188286],20.0000,4.0000
846,[387.9864   -60.898335   1.976332],20.0000,0.0000,[332.74243  -28.558477   1.165842],20.0000,6.0000,[425.45477   -47.907974    1.2882378],20.0000,6.0000,[ 47.508335  199.37593     1.4055152],20.0000,6.0000,[352.94156  -60.27746    3.288687],20.0000,6.0000,[421.7575     -7.1057415   0.7696627],20.0000,0.0000,[394.5379     15.70253     0.9232889],20.0000,6.0000,[346.74362    13.238596    0.9424241],20.0000,6.0000,[170.41441   212.63148     2.0458345],20.0000,6.0000,[ 367.83643  -158.97932     3.118275],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 66.353485  212.51755     1.0202744],20.0000,3.0000
847,[387.5159    -59.91243     1.6407008],20.0000,6.0000,[333.1138   -27.530062   1.243475],20.0000,6.0000,[425.6539    -46.82916     1.3721594],20.0000,0.0000,[ 47.60365   200.46667     1.6668649],20.0000,0.0000,[351.83493   -60.256104    3.4660535],20.0000,6.0000,[422.484       -6.286929     0.45567685],20.0000,6.0000,[395.1121     16.636826    1.0059437],20.0000,0.0000,[347.3565     14.14255     1.1642843],20.0000,0.0000,[170.07791   213.68588     2.2232177],20.0000,6.0000,[ 366.74945   -158.77043      3.2951088],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 66.604805  213.04236     0.9382453],20.0000,4.0000
848,[387.32983   -58.831234    1.7248712],20.0000,0.0000,[333.43106   -26.485025    1.4653366],20.0000,0.0000,[425.7837    -45.74184     1.0620431],20.0000,6.0000,[ 47.47088   201.55049     1.4032596],20.0000,6.0000,[350.74185   -60.43015     3.6431715],20.0000,6.0000,[423.4039      -5.68356      0.55530304],20.0000,6.0000,[395.62485    17.604172    0.6936394],20.0000,6.0000,[347.79108    15.143879    0.8759161],20.0000,6.0000,[169.56091   214.66457     2.4005587],20.0000,6.0000,[ 365.64267  -158.75601     3.471943],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 66.88956    213.55121      0.91621643],20.0000,4.0000
